id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f1
2965,GIEssEN,4292500.0,2722500.0,625.0,Rhine,Argen,Rhine,DE,,15411,152.0,180.9,252.0,299.0,344.2,402.6,446.4,490.0,547.6,0,0,0,0,,,
3099,La Moselle à Saint-Mard et à Tonnoy et à Velle-sur-Moselle,4042500.0,2832500.0,2025.0,Moselle,Moselle,Rhine,FR,,4571,399.4,460.3,610.2,709.5,804.7,928.0,1020.3,1112.4,1233.8,0,0,0,1,,0.0,0.0
3100,La Moselle à Toul,4017500.0,2847500.0,3325.0,Moselle,Moselle,Rhine,FR,,4571,452.7,516.4,673.4,777.3,876.9,1005.9,1102.6,1198.9,1326.0,0,0,0,1,,0.0,0.0
3101,La Meurthe à Laneuveville-devant-Nancy [la Madeleine],4047500.0,2842500.0,2800.0,Moselle,Meurthe,Rhine,FR,,4561,129.3,158.8,231.2,279.2,325.2,384.7,429.4,473.8,532.5,0,0,0,1,,0.0,0.0
3102,La Moselle à Custines,4037500.0,2862500.0,6950.0,Moselle,Moselle,Rhine,FR,,4551,595.3,684.0,902.4,1047.0,1185.6,1365.1,1499.6,1633.7,1810.5,0,0,0,1,,0.0,0.0
3103,La Seille à Nomeny,4042500.0,2872500.0,975.0,Moselle,Seille,Rhine,FR,,4541,49.1,61.7,92.8,113.4,133.2,158.7,177.9,196.9,222.1,0,0,0,1,,0.0,0.0
3104,La Seille à Metz,4037500.0,2887500.0,1175.0,Moselle,Seille,Rhine,FR,,4541,57.3,71.3,105.6,128.4,150.2,178.4,199.6,220.7,248.5,0,0,0,1,,0.0,0.0
3105,La Moselle à Hagondange et à Hauconcourt,4042500.0,2907500.0,9400.0,Moselle,Moselle,Rhine,FR,,4531,678.8,781.7,1035.2,1203.0,1363.9,1572.3,1728.4,1884.0,2089.2,0,0,0,1,,0.0,0.0
3106,L'Orne à Rosselange,4032500.0,2912500.0,1200.0,Moselle,Orne,Rhine,FR,,4521,98.4,118.7,168.6,201.6,233.3,274.3,305.0,335.6,376.0,2,1,1,0,0.5,1.0,0.6666666666666666
3107,La Moselle à Uckange,4042500.0,2917500.0,10700.0,Moselle,Moselle,Rhine,FR,,4511,753.1,864.6,1139.0,1320.7,1495.0,1720.6,1889.6,2058.0,2280.3,0,0,0,1,,0.0,0.0
3108,La Sarre à Sarreguemines et à Sarreinsming,4107500.0,2892500.0,3700.0,Moselle,Saar,Rhine,FR,,4211,229.1,271.7,376.3,445.6,512.1,598.2,662.6,726.9,811.6,0,0,0,1,,0.0,0.0
3109,La Meuse à Domrémy-la-Pucelle,4002500.0,2822500.0,1500.0,Meuse,Meuse,Rhine,FR,,2791,143.8,168.3,228.7,268.6,306.9,356.5,393.6,430.7,479.5,0,0,0,0,,,
3110,La Meuse à Commercy,3997500.0,2862500.0,2400.0,Meuse,Meuse,Rhine,FR,,2791,198.6,234.1,321.4,379.2,434.6,506.4,560.2,613.7,684.4,0,0,0,0,,,
3111,La Meuse à Saint-Mihiel,3992500.0,2872500.0,2675.0,Meuse,Meuse,Rhine,FR,,2791,209.6,245.3,333.1,391.3,447.1,519.3,573.4,627.3,698.4,0,0,0,1,,0.0,0.0
3112,La Meuse à Stenay,3972500.0,2942500.0,3975.0,Meuse,Meuse,Rhine,FR,,2791,263.3,296.7,378.9,433.3,485.5,553.1,603.7,654.2,720.7,1,1,0,0,1.0,1.0,1.0
4358,Diekirch,4047500.0,2977500.0,2125.0,Moselle,Sauer,Rhine,LU,,4431,172.3,209.9,302.4,363.7,422.5,498.6,555.6,612.4,687.3,1,1,0,0,1.0,1.0,1.0
4359,Ettelbrück,4042500.0,2972500.0,1075.0,Moselle,Alzette,Rhine,LU,,4441,103.1,125.6,181.1,217.9,253.2,298.8,333.0,367.1,412.1,1,1,0,0,1.0,1.0,1.0
4367,Mersch,4042500.0,2967500.0,750.0,Moselle,Alzette,Rhine,LU,,4441,74.3,91.2,132.5,159.9,186.1,220.1,245.6,271.0,304.5,1,1,0,0,1.0,1.0,1.0
4385,Michelau,4042500.0,2982500.0,925.0,Moselle,Sauer,Rhine,LU,,4451,72.9,90.1,132.3,160.2,187.0,221.6,247.6,273.5,307.7,1,0,1,0,0.0,,0.0
4388,Rosport,4067500.0,2967500.0,4200.0,Moselle,Sauer,Rhine,LU,,4411,343.5,411.8,580.0,691.4,798.2,936.4,1040.0,1143.3,1279.4,1,1,0,0,1.0,1.0,1.0
4391,Vianden,4047500.0,2987500.0,675.0,Moselle,Our,Rhine,LU,,4421,70.5,85.2,121.3,145.2,168.2,197.9,220.1,242.3,271.6,1,1,0,0,1.0,1.0,1.0
4417,Friedrichsthal,4142500.0,3047500.0,625.0,Wied,Wied,Rhine,DE,,3811,14.5,17.2,24.0,28.5,32.9,38.5,42.6,46.8,52.3,1,1,0,0,1.0,1.0,1.0
4418,Altenahr,4112500.0,3047500.0,750.0,Ahr,Ahr,Rhine,DE,,3611,13.7,18.1,28.9,36.0,42.8,51.6,58.3,64.9,73.6,1,1,0,0,1.0,1.0,1.0
4419,Kordel,4077500.0,2972500.0,900.0,Moselle,Kyll,Rhine,DE,,4121,153.1,183.3,257.8,307.1,354.4,415.6,461.4,507.1,567.4,2,1,1,0,0.5,1.0,0.6666666666666666
5137,Trier UP,4077500.0,2967500.0,23675.0,Moselle,Moselle,Rhine,DE,,4131,1391.9,1604.9,2129.4,2476.6,2809.6,3240.7,3563.8,3885.6,4310.3,1,1,0,0,1.0,1.0,1.0
5223,Martinrive,4012500.0,3047500.0,1100.0,Meuse,Ambleve,Rhine,BE,,2441,112.3,129.2,170.7,198.1,224.5,258.6,284.1,309.6,343.2,1,1,0,0,1.0,1.0,1.0
5224,Membre Pont,3957500.0,2987500.0,1250.0,Meuse,Smois,Rhine,BE,,2762,146.8,173.8,240.4,284.4,326.7,381.4,422.4,463.3,517.2,2,2,0,0,1.0,1.0,1.0
5225,Treignes,3937500.0,3012500.0,600.0,Meuse,Viroin,Rhine,BE,,2741,47.8,55.8,75.5,88.6,101.1,117.3,129.4,141.6,157.5,2,0,2,0,0.0,,0.0
5226,Gendron,3962500.0,3022500.0,1425.0,Meuse,Lesse,Rhine,BE,,2721,121.6,143.5,197.4,233.1,267.4,311.7,345.0,378.1,421.8,0,0,0,1,,0.0,0.0
5228,Tabreux,4002500.0,3047500.0,1650.0,Meuse,Ourthe,Rhine,BE,,2451,124.1,145.0,196.6,230.7,263.4,305.8,337.6,369.2,411.0,1,1,0,0,1.0,1.0,1.0
5230,Chaudfontaine Pisc,4017500.0,3057500.0,700.0,Meuse,Vesdre,Rhine,BE,,2421,59.4,68.7,91.7,106.9,121.4,140.3,154.4,168.5,187.1,2,1,1,1,0.5,0.5,0.5
5231,Solre Us,3902500.0,3037500.0,1375.0,Meuse,Haute sambre,Rhine,BE,,2611,71.6,86.3,122.6,146.6,169.6,199.4,221.8,244.0,273.4,0,0,0,0,,,
