id,name,X,Y,area,subcatchment,river,catchment,country,KGE,correlation,bias,variability,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f0.8
1572,Feildes Weir Ultrasonic,3632500,3227500,1175,Lee,Lee,Thames,UK,,,,,2.0,22,33.3,38.6,51.5,60.1,68.4,79.0,87.0,95.0,105.5,7,0.0,7.0,2.0,0.0,0.0,0.0
1589,Skelton,3592500,3487500,3250,Ouse,Ouse,Ouse,UK,0.714,0.739,0.915,0.919,1.0,7,416.4,496.1,692.1,821.8,946.3,1107.4,1228.2,1348.5,1507.2,0,0.0,0.0,0.0,,,
1592,Bywell,3562500,3602500,2225,Tyne,Tyne,Tyne,UK,0.827,0.834,1.036,0.968,1.0,1,592.9,683.9,907.7,1055.8,1197.9,1381.9,1519.7,1657.1,1838.3,2,0.0,2.0,0.0,0.0,,0.0
1595,Verhnedvinsk,5432500,3767500,51775,"Daugava, below Dysna",Daugava,Daugava,BY,,,,,1.0,35,1225.0,1469.9,2072.8,2472.0,2854.8,3350.4,3721.8,4091.8,4580.0,0,0.0,0.0,0.0,,,
1598,Svetlogorsk,5637500,3462500,24500,Berezina,Berezina,Dnieper,BY,,,,,2.0,921,346.8,417.8,592.6,708.3,819.3,963.0,1070.7,1178.0,1319.6,0,0.0,0.0,0.0,,,
1604,Novoselki,5612500,3792500,1650,Daugava,Usvyacha,Daugava,BY,,,,,2.0,54,49.4,58.1,79.5,93.7,107.2,124.8,138.0,151.1,168.4,0,0.0,0.0,0.0,,,
1605,Bocheykovo,5527500,3712500,3425,Daugava,Ulla,Daugava,BY,0.535,0.667,1.073,1.316,2.0,53,80.5,101.0,151.3,184.7,216.7,258.1,289.1,320.0,360.8,0,0.0,0.0,0.0,,,
1606,Obol,5517500,3747500,2375,Daugava,Obol,Daugava,BY,0.812,0.839,0.917,0.951,2.0,52,66.0,80.1,114.7,137.7,159.7,188.2,209.5,230.8,258.8,1,0.0,1.0,0.0,0.0,,0.0
1607,Sharkovshchina,5407500,3707500,5125,Dysna,Dysna,Daugava,BY,0.774,0.815,1.126,1.034,2.0,41,119.4,147.2,215.7,261.0,304.5,360.8,402.9,445.0,500.4,0,0.0,0.0,0.0,,,
1608,Dernovichi,5457500,3767500,4600,"Daugava, below Dysna",Drissa,Daugava,BY,0.593,0.674,0.834,1.177,2.0,34,107.6,130.7,187.4,224.9,260.9,307.5,342.4,377.2,423.1,1,1.0,0.0,0.0,1.0,1.0,1.0
1610,Belitsa,5327500,3497500,16850,"Nemunas, headwaters",Nemunas,Nemunas,BY,0.557,0.617,1.177,0.866,1.0,511,362.2,441.1,635.2,763.7,887.0,1046.6,1166.2,1285.3,1442.5,0,0.0,0.0,0.0,,,
1611,Mosty,5277500,3462500,27675,"Nemunas, below Shchara",Nemunas,Nemunas,BY,0.572,0.639,1.172,0.849,1.0,371,530.5,657.1,968.5,1174.8,1372.6,1628.6,1820.5,2011.7,2263.9,0,0.0,0.0,0.0,,,
1612,Lubinyata,5337500,3542500,975,"Nemunas, headwaters",Gavya,Nemunas,BY,0.623,0.726,0.91,1.243,2.0,521,24.5,30.9,46.8,57.3,67.4,80.5,90.3,100.1,112.9,0,0.0,0.0,0.0,,,
1617,Steshitsy,5437500,3632500,1225,Neris,Neris,Nemunas,BY,0.561,0.67,0.741,0.873,2.0,271,22.1,27.3,40.2,48.7,56.9,67.5,75.5,83.4,93.8,0,0.0,0.0,0.0,,,
1618,Mikhalishki,5347500,3642500,10325,Neris,Neris,Nemunas,BY,0.616,0.737,0.963,0.723,2.0,271,148.6,186.7,280.5,342.6,402.1,479.2,537.0,594.5,670.5,0,0.0,0.0,0.0,,,
1619,Brest ,5262500,3307500,5800,Narew,Muchavets,Vistula,BY,0.542,0.613,1.127,0.79,4.0,2418,70.8,91.2,141.5,174.7,206.7,248.0,279.0,309.8,350.5,0,0.0,0.0,0.0,,,
1622,Orsha,5622500,3672500,18300,"Dnieper, headwaters",Dnieper,Dnieper,BY,0.615,0.702,1.191,0.849,1.0,951,356.6,410.8,544.4,632.7,717.5,827.3,909.5,991.5,1099.6,1,1.0,0.0,0.0,1.0,1.0,1.0
1623,Mogilev,5637500,3607500,20700,"Dnieper, headwaters",Dnieper,Dnieper,BY,0.715,0.733,1.056,0.915,1.0,951,384.3,445.3,595.5,694.9,790.3,913.7,1006.2,1098.3,1219.9,1,1.0,0.0,0.0,1.0,1.0,1.0
1624,Zhlobin,5652500,3492500,29975,"Dnieper, headwaters",Dnieper,Dnieper,BY,0.806,0.816,1.052,0.965,1.0,931,468.6,551.7,756.3,891.7,1021.7,1189.8,1315.8,1441.4,1607.0,0,0.0,0.0,0.0,,,
1625,Rechitsa,5692500,3447500,60275,"Dnieper, below Berezina",Dnieper,Dnieper,BY,0.8,0.802,1.001,0.974,1.0,911,807.5,962.6,1344.4,1597.1,1839.5,2153.3,2388.5,2622.8,2931.9,0,0.0,0.0,0.0,,,
1626,Gorodishche,5612500,3577500,2900,"Dnieper, headwaters",Drut,Dnieper,BY,0.532,0.576,0.822,0.917,2.0,941,42.4,53.2,79.8,97.4,114.3,136.1,152.5,168.8,190.4,0,0.0,0.0,0.0,,,
1627,Borisov,5512500,3612500,5425,Berezina,Berezina,Dnieper,BY,0.571,0.643,0.791,0.887,2.0,923,93.5,112.9,160.7,192.3,222.6,261.8,291.3,320.6,359.2,0,0.0,0.0,0.0,,,
1628,Bobruisk,5582500,3517500,20400,Berezina,Berezina,Dnieper,BY,0.774,0.777,0.977,1.031,2.0,921,303.5,365.9,519.5,621.2,718.8,845.1,939.7,1034.0,1158.4,0,0.0,0.0,0.0,,,
1629,Terebuty,5527500,3517500,6200,Berezina,Svisloch,Dnieper,BY,,,,,3.0,922,95.5,115.4,164.3,196.7,227.8,268.0,298.1,328.2,367.8,0,0.0,0.0,1.0,,0.0,0.0
1630,Krichev,5732500,3612500,10250,Sozh,Sozh,Dnieper,BY,0.676,0.698,1.112,1.036,2.0,871,196.1,229.3,311.0,365.0,416.9,484.0,534.3,584.5,650.6,1,1.0,0.0,1.0,1.0,0.5,0.6212121212121212
1631,Slavgorod,5697500,3572500,17875,Sozh,Sozh,Dnieper,BY,0.712,0.771,1.093,0.852,2.0,851,295.6,357.8,510.9,612.3,709.5,835.4,929.7,1023.7,1147.7,0,0.0,0.0,1.0,,0.0,0.0
1632,Gomel,5727500,3457500,38775,Sozh,Sozh,Dnieper,BY,0.759,0.903,1.197,0.9,2.0,811,532.6,668.8,1003.8,1225.6,1438.3,1713.7,1920.1,2125.7,2396.9,1,1.0,0.0,0.0,1.0,1.0,1.0
1634,Letyagi,5682500,3587500,4575,Sozh,Pronya,Dnieper,BY,0.67,0.712,0.841,1.033,3.0,861,72.4,89.9,132.9,161.4,188.7,224.1,250.6,277.0,311.8,0,0.0,0.0,0.0,,,
1635,Svetilovichi,5732500,3512500,5075,Sozh,Besed,Dnieper,BY,0.526,0.811,1.272,0.66,3.0,841,68.4,93.5,155.4,196.4,235.7,286.5,324.6,362.6,412.7,0,0.0,0.0,0.0,,,
1636,Dobrush,5747500,3467500,9900,Sozh,Iput,Dnieper,BY,0.687,0.831,1.187,0.815,3.0,821,126.1,164.1,257.5,319.3,378.7,455.5,513.0,570.3,646.0,1,1.0,0.0,0.0,1.0,1.0,1.0
1646,Daraganovo,5552500,3492500,650,Pripyat,Ptich,Dnieper,BY,,,,,3.0,621,19.9,23.8,33.6,40.1,46.3,54.3,60.3,66.3,74.3,1,1.0,0.0,0.0,1.0,1.0,1.0
1647,1-ya Slobodka,5592500,3392500,6975,Pripyat,Ptich,Dnieper,BY,0.513,0.58,1.245,0.991,3.0,621,192.1,228.5,318.0,377.3,434.1,507.7,562.8,617.8,690.3,0,0.0,0.0,0.0,,,
1652,Gjonaj,5197500,2182500,4100,White Drin,White Drin,Drin,XK,,,,,2.0,4,188.9,236.1,352.2,429.0,502.8,598.2,669.7,740.9,834.9,4,3.0,1.0,0.0,0.75,1.0,0.8848920863309352
1653,Këpuz,5187500,2217500,2350,White Drin,White Drin,Drin,XK,,,,,2.0,4,106.7,133.3,198.8,242.2,283.8,337.7,378.1,418.3,471.3,4,3.0,1.0,1.0,0.75,0.75,0.7499999999999999
1664,Leposaviç,5202500,2277500,4725,Velika Morava,Ibar,Danube,XK,0.692,0.72,0.952,1.119,,82231,220.2,293.4,473.4,592.6,706.9,854.9,965.8,1076.3,1222.1,1,0.0,1.0,0.0,0.0,,0.0
1672,Konqul,5282500,2222500,1675,Velika Morava,Binacka Morava,Danube,XK,,,,,,83511,21.3,28.4,45.7,57.2,68.3,82.5,93.2,103.9,117.9,0,0.0,0.0,0.0,,,
1675,Hani Elezit,5247500,2192500,625,Lepenac,Lepenac,Vardar,XK,,,,,2.0,2,18.6,24.9,40.4,50.6,60.4,73.1,82.6,92.1,104.6,0,0.0,0.0,0.0,,,
1680,Jordan - Sede Nehemya,6687500,1522500,725,Jordan / Dead Sea,Jordan,Jordan,IL,0.72,0.732,0.93,0.957,1.0,1,26.5,30.3,39.6,45.8,51.7,59.4,65.1,70.9,78.4,5,3.0,2.0,2.0,0.6,0.6,0.6000000000000001
1681,Jordan - Obstacle Bridge,6697500,1507500,1475,Jordan / Dead Sea,Jordan,Jordan,IL,0.57,0.802,1.381,0.993,1.0,1,58.1,77.1,123.7,154.6,184.2,222.5,251.3,279.9,317.7,0,0.0,0.0,0.0,,,
1690,Besor - Reim,6647500,1292500,2650,Besor,Besor,Besor,IL,,,,,1.0,1,17.4,39.4,93.7,129.6,164.1,208.7,242.1,275.4,319.4,0,0.0,0.0,0.0,,,
1696,Mursko Sredisce,4802500,2622500,10900,Drava,Mur,Danube,HR,0.698,0.845,1.149,1.213,,142131,528.8,621.8,850.6,1002.1,1147.5,1335.6,1476.6,1617.0,1802.3,0,0.0,0.0,0.0,,,
1697,Gorican,4832500,2617500,13075,Drava,Mur,Danube,HR,0.701,0.826,1.158,1.185,,142111,532.3,620.0,835.9,978.8,1115.9,1293.4,1426.3,1558.8,1733.6,0,0.0,0.0,0.0,,,
1698,Metlika,4732500,2517500,2100,Sava,Kolpa,Danube,SI,0.846,0.864,1.072,0.996,,108521,668.7,742.1,922.6,1042.2,1156.9,1305.3,1416.6,1527.4,1673.6,1,0.0,1.0,0.0,0.0,,0.0
1700,Rozl'oty,5887500,3432500,36375,Desna,Desna,Dnieper,UA,0.58,0.732,1.29,1.142,2.0,451,593.5,717.8,1023.7,1226.2,1420.5,1671.9,1860.4,2048.1,2295.8,1,1.0,0.0,1.0,1.0,0.5,0.6212121212121212
1702,Chernihiv,5777500,3357500,81425,Desna,Desna,Dnieper,UA,0.647,0.727,1.207,1.086,2.0,411,976.5,1189.2,1712.8,2059.5,2392.1,2822.5,3145.1,3466.4,3890.4,1,1.0,0.0,0.0,1.0,1.0,1.0
1703,Litky,5762500,3262500,85200,Desna,Desna,Dnieper,UA,0.595,0.667,1.191,1.128,2.0,411,978.8,1192.5,1718.5,2066.8,2400.9,2833.3,3157.3,3480.2,3906.1,1,1.0,0.0,0.0,1.0,1.0,1.0
1704,Snovs'k,5802500,3412500,7225,Desna,Snov,Dnieper,UA,0.601,0.62,0.984,1.121,3.0,421,93.0,127.4,211.9,267.8,321.5,391.0,443.0,494.9,563.3,0,0.0,0.0,0.0,,,
1706,Nedanchychi,5722500,3357500,105150,"Dnieper, below Sozh",Dnieper,Dnieper,UA,0.836,0.839,1.028,1.015,1.0,711,1363.5,1647.6,2346.7,2809.6,3253.6,3828.3,4259.0,4688.1,5254.2,0,0.0,0.0,0.0,,,
1707,Reni,5737500,2657500,784045,Danube,Danube,Danube,UA,,,,,,11111,12027.2,13500.9,17127.6,19528.8,21832.0,24813.3,27047.4,29273.4,32210.1,0,0.0,0.0,0.0,,,
1725,Kryvyy Rih,6032500,3027500,8375,Inhulets,Inhulets,Dnieper,UA,,,,,2.0,121,152.5,217.2,376.4,481.9,583.0,713.9,812.0,909.8,1038.7,0,0.0,0.0,1.0,,0.0,0.0
1729,Kulen Vakuf,4807500,2402500,1875,Sava,Una,Danube,BA,,,,,,106311,240.5,284.2,391.6,462.7,531.0,619.3,685.5,751.4,838.4,0,0.0,0.0,0.0,,,
1730,Ripač,4792500,2427500,2475,Sava,Una,Danube,BA,,,,,,106311,300.2,346.2,459.2,534.1,605.9,698.9,768.5,837.9,929.5,0,0.0,0.0,0.0,,,
1731,Kralje,4782500,2432500,2625,Sava,Una,Danube,BA,,,,,,106311,315.2,361.9,476.6,552.6,625.5,719.9,790.6,861.0,954.0,0,0.0,0.0,0.0,,,
1732,Bosanska Krupa,4802500,2437500,2825,Sava,Una,Danube,BA,,,,,,106311,333.9,380.6,495.7,571.8,644.9,739.4,810.3,880.9,974.0,0,0.0,0.0,0.0,,,
1733,Vrhpolje,4857500,2422500,1300,Sava,Sana,Danube,BA,,,,,,106211,176.8,204.5,272.8,318.0,361.4,417.6,459.6,501.6,556.9,0,0.0,0.0,0.0,,,
1734,Sanski Most,4847500,2432500,2075,Sava,Sana,Danube,BA,0.631,0.729,0.843,0.804,,106211,279.8,319.0,415.6,479.6,540.9,620.4,679.9,739.1,817.4,0,0.0,0.0,0.0,,,
1736,Kozluk,4902500,2387500,2150,Sava,Vrbas,Danube,BA,0.574,0.625,1.037,1.199,,105431,121.5,158.8,250.5,311.2,369.4,444.8,501.3,557.6,631.8,0,0.0,0.0,0.0,,,
1737,Raspotočje,4957500,2377500,4025,Sava,Bosna,Danube,BA,,,,,,104711,352.0,425.9,607.8,728.3,843.8,993.3,1105.4,1217.0,1364.3,4,1.0,3.0,0.0,0.25,1.0,0.46067415730337075
1738,Zavidoviči n/B,4967500,2402500,4850,Sava,Bosna,Danube,BA,,,,,,104711,384.1,470.5,683.0,823.7,958.6,1133.3,1264.2,1394.6,1566.7,4,0.0,4.0,0.0,0.0,,0.0
1739,Maglaj,4962500,2417500,6800,Sava,Bosna,Danube,BA,,,,,,104511,500.1,624.0,928.8,1130.6,1324.2,1574.8,1762.6,1949.7,2196.6,1,1.0,0.0,0.0,1.0,1.0,1.0
1740,Merdani,4952500,2367500,975,Sava,Lasva,Danube,BA,0.708,0.711,0.976,0.964,,104811,87.2,114.6,182.1,226.7,269.6,325.0,366.6,408.0,462.6,1,0.0,1.0,0.0,0.0,,0.0
1741,Zavidoviči n/K,4977500,2402500,1550,Sava,Krivaja,Danube,BA,,,,,,104611,145.0,184.8,282.5,347.3,409.3,489.7,549.9,609.9,689.1,2,0.0,2.0,0.0,0.0,,0.0
1742,Kaloševič,4947500,2427500,700,Sava,Usora,Danube,BA,,,,,,104411,50.9,65.2,100.5,123.9,146.3,175.3,197.1,218.7,247.3,1,0.0,1.0,2.0,0.0,0.0,0.0
1743,Karanovac,4977500,2432500,1800,Sava,Spreca,Danube,BA,,,,,,104211,100.6,150.1,271.8,352.3,429.6,529.7,604.6,679.3,777.9,0,0.0,0.0,0.0,,,
1744,Goražde,5042500,2327500,6000,Sava,Drina,Danube,BA,,,,,,102511,1037.7,1295.4,1929.5,2349.4,2752.1,3273.4,3664.0,4053.2,4566.7,1,0.0,1.0,0.0,0.0,,0.0
1746,Mostar,4957500,2287500,3325,Neretva,Neretva,Neretva,BA,,,,,1.0,31,249.3,301.6,430.3,515.5,597.2,703.0,782.2,861.2,965.4,1,1.0,0.0,5.0,1.0,0.16666666666666666,0.2469879518072289
1748,Humac,4932500,2262500,2600,Neretva,Trebizat,Neretva,BA,,,,,2.0,21,300.3,348.0,465.4,543.1,617.6,714.1,786.4,858.4,953.4,0,0.0,0.0,2.0,,0.0,0.0
1795,KOPICE,4847500,3082500,3775,Eastern Neisse,Eastern Neisse,Oder,PL,,,,,2.0,8111,105.7,160.8,296.4,386.1,472.2,583.7,667.2,750.4,860.1,1,0.0,1.0,0.0,0.0,,0.0
1797,GUBIN,4642500,3217500,4275,Neisse,Lusatian Neisse,Oder,PL,,,,,2.0,4111,89.9,112.1,166.6,202.8,237.4,282.3,315.9,349.4,393.6,0,0.0,0.0,0.0,,,
1798,BABINO,5177500,3412500,3725,Narew,Narew,Vistula,PL,,,,,2.0,2511,50.6,67.7,109.8,137.7,164.4,199.1,225.0,250.9,285.0,0,0.0,0.0,0.0,,,
1799,ŻAGAŃ,4692500,3177500,4400,Bobr,Bobr,Oder,PL,,,,,2.0,6111,83.6,107.4,166.0,204.8,242.0,290.1,326.2,362.2,409.6,0,0.0,0.0,0.0,,,
1800,NOWY SĄCZ,5087500,2997500,4450,Dunajec,Dunajec,Vistula,PL,,,,,2.0,6111,471.7,603.6,928.1,1143.0,1349.1,1615.8,1815.7,2014.9,2277.7,0,0.0,0.0,0.0,,,
1801,OSOWIEC,5157500,3447500,4325,Narew,Biebrza,Vistula,PL,,,,,3.0,2508,69.9,86.6,127.6,154.7,180.7,214.4,239.6,264.8,298.0,0,0.0,0.0,0.0,,,
1802,SMUKAŁA,4852500,3367500,4450,"Vistula, below Narew",Brda,Vistula,PL,,,,,2.0,1211,67.0,99.2,178.7,231.3,281.7,347.0,395.9,444.7,509.0,0,0.0,0.0,0.0,,,
1804,CHAŁUPKI,4917500,3007500,4650,"Oder, headwaters",Oder,Oder,PL,,,,,1.0,9511,296.1,405.6,674.9,853.2,1024.2,1245.5,1411.4,1576.7,1794.8,0,0.0,0.0,0.0,,,
1805,ELGISZEWO,4912500,3362500,4950,"Vistula, below Narew",Drweca,Vistula,PL,,,,,2.0,1411,101.1,129.1,198.1,243.7,287.5,344.1,386.6,428.9,484.7,1,1.0,0.0,0.0,1.0,1.0,1.0
1806,CZCHÓW,5082500,3022500,5475,Dunajec,Dunajec,Vistula,PL,,,,,2.0,6111,553.5,709.4,1092.9,1346.9,1590.5,1905.8,2142.1,2377.5,2688.1,0,0.0,0.0,0.0,,,
1807,BURZENIN,4932500,3192500,5350,Warta,Warta,Oder,PL,,,,,2.0,2911,77.3,105.6,175.3,221.4,265.7,323.0,365.9,408.6,465.0,0,0.0,0.0,0.0,,,
1808,LAS,4992500,3032500,5575,"Vistula, headwaers",Vistula,Vistula,PL,,,,,1.0,7511,210.2,295.3,505.0,643.8,777.0,949.3,1078.5,1207.2,1377.0,0,0.0,0.0,0.0,,,
1809,NOWOGRÓD BOBRZAŃSKI,4682500,3202500,5650,Bobr,Bobr,Oder,PL,,,,,2.0,6111,99.1,125.4,190.0,232.8,273.9,327.0,366.8,406.5,458.8,0,0.0,0.0,0.0,,,
1810,ZGŁOBICE,5097500,3032500,5775,Dunajec,Dunajec,Vistula,PL,,,,,2.0,6111,570.1,731.1,1127.4,1389.8,1641.4,1967.2,2211.3,2454.5,2775.4,0,0.0,0.0,0.0,,,
1811,BIAŁOŚLIWIE,4802500,3357500,6300,Warta,Notec,Oder,PL,,,,,3.0,2251,41.5,63.0,116.0,151.1,184.7,228.3,260.9,293.5,336.4,0,0.0,0.0,0.0,,,
1812,OLZA,4917500,3017500,5850,"Oder, headwaters",Oder,Oder,PL,,,,,1.0,9311,365.9,501.4,834.7,1055.4,1267.1,1541.2,1746.5,1951.1,2221.0,1,0.0,1.0,0.0,0.0,,0.0
1814,KRZYŻANOWICE,4912500,3017500,5875,"Oder, headwaters",Oder,Oder,PL,,,,,1.0,9311,366.6,502.4,836.6,1057.9,1270.1,1544.9,1750.7,1955.9,2226.5,1,0.0,1.0,0.0,0.0,,0.0
1815,SPAŁA,5017500,3207500,5925,Pilica,Pilica,Vistula,PL,,,,,2.0,3411,55.4,78.4,135.0,172.4,208.3,254.8,289.6,324.3,370.1,0,0.0,0.0,0.0,,,
1816,UJŚCIE 1,4787500,3352500,6575,Warta,Notec,Oder,PL,,,,,3.0,2251,42.8,64.5,117.8,153.1,186.9,230.7,263.5,296.2,339.4,0,0.0,0.0,0.0,,,
1817,LUBARTÓW,5182500,3237500,6325,Wieprz,Wieprz,Vistula,PL,,,,,2.0,3611,90.0,128.0,221.4,283.2,342.6,419.4,476.9,534.2,609.9,0,0.0,0.0,0.0,,,
1818,NOWE MIASTO,5047500,3217500,6750,Pilica,Pilica,Vistula,PL,,,,,2.0,3411,63.4,86.6,143.6,181.4,217.7,264.6,299.8,334.8,381.0,0,0.0,0.0,0.0,,,
1819,CZERNICHÓW PROM,5017500,3032500,7075,"Vistula, headwaers",Vistula,Vistula,PL,,,,,1.0,7311,343.4,475.4,800.1,1015.0,1221.2,1488.2,1688.2,1887.5,2150.4,0,0.0,0.0,0.0,,,
1820,ŻUKÓW,5017500,3287500,7225,"Vistula, below Narew",Bzura,Vistula,PL,,,,,2.0,1611,163.5,219.6,357.6,448.9,536.6,650.0,735.0,819.7,931.5,0,0.0,0.0,0.0,,,
1821,KRYŁÓW,5307500,3157500,7150,Narew,Bug,Vistula,PL,,,,,3.0,2419,115.5,140.1,200.8,240.9,279.5,329.3,366.7,403.9,453.1,0,0.0,0.0,0.0,,,
1822,KRAKÓW-BIELANY,5027500,3037500,7600,"Vistula, headwaers",Vistula,Vistula,PL,,,,,1.0,7311,355.5,490.9,823.9,1044.3,1255.8,1529.6,1734.7,1939.1,2208.7,0,0.0,0.0,0.0,,,
1823,LEŻACHÓW,5217500,3082500,8250,San,San,Vistula,PL,,,,,2.0,4311,332.6,420.3,636.2,779.1,916.3,1093.7,1226.7,1359.2,1534.1,0,0.0,0.0,0.0,,,
1824,BIAŁOBRZEGI,5077500,3227500,8725,Pilica,Pilica,Vistula,PL,,,,,2.0,3411,85.6,111.5,175.1,217.2,257.6,309.9,349.1,388.1,439.7,0,0.0,0.0,0.0,,,
1825,SIEROSŁAWICE,5062500,3057500,8950,"Vistula, headwaers",Vistula,Vistula,PL,,,,,1.0,7311,379.6,521.2,869.8,1100.6,1322.0,1608.6,1823.3,2037.3,2319.6,0,0.0,0.0,0.0,,,
1826,STRZYŻÓW,5302500,3177500,9000,Narew,Bug,Vistula,PL,,,,,3.0,2419,146.9,174.1,241.2,285.5,328.1,383.2,424.4,465.6,519.8,0,0.0,0.0,0.0,,,
1828,UNIEJÓW,4922500,3242500,9075,Warta,Warta,Oder,PL,,,,,2.0,2731,69.1,92.3,149.6,187.4,223.8,270.8,306.1,341.2,387.5,0,0.0,0.0,0.0,,,
1829,KRAPKOWICE,4882500,3072500,10725,"Oder, headwaters",Oder,Oder,PL,,,,,1.0,9311,457.4,616.5,1008.2,1267.4,1516.1,1838.1,2079.3,2319.7,2636.8,0,0.0,0.0,0.0,,,
1830,CZARNKÓW,4762500,3337500,12225,Warta,Notec,Oder,PL,,,,,3.0,2231,93.9,126.2,205.7,258.4,308.9,374.3,423.3,472.1,536.5,0,0.0,0.0,0.0,,,
1831,KOŁO,4912500,3262500,12125,Warta,Warta,Oder,PL,,,,,2.0,2711,101.1,132.5,209.8,260.9,310.0,373.5,421.1,468.5,531.1,0,0.0,0.0,0.0,,,
1832,JAGODNIKI,5077500,3062500,12050,"Vistula, headwaers",Vistula,Vistula,PL,,,,,1.0,7111,516.4,698.3,1146.0,1442.4,1726.7,2094.7,2370.5,2645.2,3007.7,0,0.0,0.0,0.0,,,
1833,RZUCHÓW,5202500,3092500,12075,San,San,Vistula,PL,,,,,2.0,4111,488.9,613.8,921.0,1124.4,1319.5,1572.1,1761.3,1949.9,2198.6,0,0.0,0.0,0.0,,,
1834,DOROHUSK,5277500,3212500,12400,Narew,Bug,Vistula,PL,,,,,3.0,2419,194.1,238.8,348.6,421.3,491.0,581.3,648.9,716.3,805.2,0,0.0,0.0,0.0,,,
1835,KRZYŻ,4732500,3322500,12875,Warta,Notec,Oder,PL,,,,,3.0,2231,96.8,129.3,209.3,262.3,313.1,378.9,428.2,477.3,542.1,0,0.0,0.0,0.0,,,
1836,WŁODAWA,5257500,3247500,14250,Narew,Bug,Vistula,PL,,,,,3.0,2419,203.5,245.2,347.8,415.7,480.8,565.2,628.3,691.3,774.4,0,0.0,0.0,0.0,,,
1837,WIZNA,5137500,3407500,14300,Narew,Narew,Vistula,PL,,,,,2.0,2507,193.1,240.1,355.7,432.3,505.7,600.8,672.1,743.0,836.7,0,0.0,0.0,0.0,,,
1839,PYZDRY,4847500,3257500,15475,Warta,Warta,Oder,PL,,,,,2.0,2711,131.3,168.7,260.7,321.6,380.0,455.7,512.3,568.8,643.3,0,0.0,0.0,0.0,,,
1840,GOŚCIMIEC,4722500,3322500,16675,Warta,Notec,Oder,PL,,,,,3.0,2211,134.4,172.6,266.5,328.7,388.3,465.5,523.4,581.0,657.1,1,0.0,1.0,0.0,0.0,,0.0
1842,RADOMYŚL,5157500,3132500,16775,San,San,Vistula,PL,,,,,2.0,4111,539.8,673.4,1002.1,1219.8,1428.6,1698.8,1901.4,2103.1,2369.3,0,0.0,0.0,0.0,,,
1843,BRZEG,4852500,3112500,19875,"Oder, below Easter Neisse",Oder,Oder,PL,,,,,1.0,7571,577.9,753.9,1187.0,1473.7,1748.7,2104.8,2371.5,2637.4,2988.0,1,0.0,1.0,0.0,0.0,,0.0
1844,KARSY,5082500,3072500,19925,"Vistula, below Dunajec",Vistula,Vistula,PL,,,,,1.0,5511,1131.3,1438.0,2192.7,2692.5,3171.8,3792.3,4257.2,4720.5,5331.7,0,0.0,0.0,0.0,,,
1845,NOWOGRÓD,5107500,3412500,20200,Narew,Narew,Vistula,PL,,,,,2.0,2505,237.5,290.1,419.6,505.3,587.5,693.9,773.7,853.2,958.0,0,0.0,0.0,0.0,,,
1847,NOWA WIEŚ PODGÓRNA,4842500,3252500,20500,Warta,Warta,Oder,PL,,,,,2.0,2571,174.9,226.3,352.9,436.7,517.1,621.1,699.1,776.8,879.3,0,0.0,0.0,0.0,,,
1848,OSTROŁĘKA,5097500,3397500,21950,Narew,Narew,Vistula,PL,,,,,2.0,2505,256.1,311.3,447.1,537.0,623.3,735.0,818.6,902.0,1012.0,0,0.0,0.0,0.0,,,
1849,ŚREM,4797500,3247500,22425,Warta,Warta,Oder,PL,,,,,2.0,2551,192.4,250.8,394.5,489.6,580.9,699.0,787.5,875.7,992.1,0,0.0,0.0,0.0,,,
1850,KRZYCZEW,5242500,3312500,27650,Narew,Bug,Vistula,PL,,,,,3.0,2417,319.9,377.2,518.1,611.5,701.0,816.8,903.7,990.2,1104.3,0,0.0,0.0,0.0,,,
1851,BRZEG DOLNY,4792500,3147500,26575,"Oder, below Easter Neisse",Oder,Oder,PL,,,,,1.0,7511,623.2,801.6,1240.7,1531.4,1810.3,2171.2,2441.7,2711.2,3066.8,1,1.0,0.0,0.0,1.0,1.0,1.0
1852,OBORNIKI,4787500,3302500,25925,Warta,Warta,Oder,PL,,,,,2.0,2531,228.6,295.7,460.7,569.9,674.7,810.3,911.9,1013.2,1146.8,0,0.0,0.0,0.0,,,
1853,MALCZYCE,4782500,3147500,26875,"Oder, below Easter Neisse",Oder,Oder,PL,,,,,1.0,7511,617.1,795.0,1232.8,1522.7,1800.8,2160.7,2430.4,2699.1,3053.7,1,1.0,0.0,0.0,1.0,1.0,1.0
1854,KOŁO,5127500,3102500,30725,"Vistula, below Dunajec",Vistula,Vistula,PL,,,,,1.0,5111,1378.5,1736.0,2615.8,3198.3,3757.0,4480.2,5022.2,5562.1,6274.5,0,0.0,0.0,0.0,,,
1855,WRONKI,4732500,3302500,30000,Warta,Warta,Oder,PL,,,,,2.0,2511,269.1,345.2,532.6,656.7,775.7,929.8,1045.2,1160.2,1312.0,0,0.0,0.0,0.0,,,
1856,MIĘDZYCHÓD,4712500,3297500,30525,Warta,Warta,Oder,PL,,,,,2.0,2511,272.1,348.5,536.6,661.2,780.7,935.4,1051.3,1166.7,1319.1,0,0.0,0.0,0.0,,,
1857,SKWIERZYNA,4702500,3292500,30850,Warta,Warta,Oder,PL,,,,,2.0,2511,274.1,350.9,539.8,664.8,784.8,940.1,1056.5,1172.4,1325.4,0,0.0,0.0,0.0,,,
