id,name,X,Y,area,subcatchment,river,catchment,country,KGE,correlation,bias,variability,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_obs,TP,FN,FP,recall,precision,f0.8
463,Dillingen,4352500,2827500,11400,Danube,Danube,Danube,DE,0.879,0.888,1.03,0.968,,212311,542.7,612.6,784.4,898.1,1007.2,1148.4,1254.3,1359.7,1498.8,1,0.0,1.0,0.0,0.0,,0.0
464,Donauwörth,4377500,2842500,15175,Danube,Danube,Danube,DE,0.885,0.894,1.033,0.967,,212311,638.0,706.0,873.4,984.2,1090.5,1228.0,1331.1,1433.8,1569.3,1,0.0,1.0,0.0,0.0,,0.0
465,Eichstätt,4407500,2862500,1425,Altmuhl,Altmuhl,Danube,DE,0.787,0.849,0.923,0.871,,211811,31.7,40.9,63.4,78.3,92.6,111.1,125.0,138.8,157.0,0,0.0,0.0,0.0,,,
466,Fürstenfeldbruck,4412500,2782500,1350,Isar,Amper,Danube,DE,0.774,0.872,1.014,0.814,,211212,42.0,48.2,63.5,73.7,83.4,96.0,105.5,114.9,127.3,0,0.0,0.0,0.0,,,
467,Harburg,4367500,2857500,1625,Wornitz,Wornitz,Danube,DE,0.793,0.875,1.011,0.835,,212211,72.6,88.1,126.3,151.6,175.9,207.3,230.8,254.2,285.2,0,0.0,0.0,0.0,,,
468,Hüttendorf,4392500,2932500,3875,Main,Regnitz,Rhine,DE,0.738,0.754,0.912,0.98,,8831,116.2,129.9,163.7,186.0,207.5,235.2,256.0,276.7,304.1,0,0.0,0.0,0.0,,,
469,Ingolstadt Luitpoldstraße,4422500,2847500,20225,Danube,Danube,Danube,DE,0.861,0.869,1.045,1.01,,211911,943.7,1092.9,1460.1,1703.2,1936.4,2238.3,2464.5,2689.8,2987.2,0,0.0,0.0,0.0,,,
470,Inkofen,4452500,2817500,3175,Isar,Amper,Danube,DE,0.741,0.76,1.09,0.963,,211212,130.9,148.6,192.2,221.1,248.8,284.7,311.6,338.4,373.7,0,0.0,0.0,0.0,,,
471,Kelheim,4452500,2862500,23075,Danube,Danube,Danube,DE,0.866,0.884,1.065,0.982,,211911,994.5,1145.0,1515.6,1760.9,1996.3,2300.9,2529.2,2756.6,3056.7,0,0.0,0.0,0.0,,,
472,Kemmern,4382500,2987500,4150,Main,Main,Rhine,DE,0.88,0.897,0.938,0.99,,8911,200.0,229.1,300.8,348.3,393.8,452.8,497.0,541.0,599.0,1,0.0,1.0,0.0,0.0,,0.0
473,Kienhof,4507500,2902500,2150,Regen,Regen,Danube,DE,0.763,0.78,1.06,1.064,,211411,218.2,248.0,321.2,369.8,416.3,476.6,521.7,566.7,626.0,0,0.0,0.0,0.0,,,
474,Landau,4512500,2842500,8625,Isar,Isar,Danube,DE,0.736,0.853,1.118,1.185,,211211,510.7,592.9,795.3,929.3,1057.9,1224.3,1349.0,1473.2,1637.1,0,0.0,0.0,0.0,,,
475,Laufen Siegerstetter Keller,4542500,2762500,6100,Inn,Salzach,Danube,DE,0.884,0.892,0.968,1.026,,202111,898.9,1058.6,1451.7,1712.0,1961.7,2284.9,2527.0,2768.3,3086.7,1,0.0,1.0,0.0,0.0,,0.0
476,Mainleus,4417500,2997500,1175,Main,Main,Rhine,DE,0.647,0.888,0.831,1.29,,8911,70.7,82.2,110.6,129.4,147.4,170.7,188.2,205.6,228.6,2,2.0,0.0,0.0,1.0,1.0,1.0
477,Münchshofen,4467500,2902500,4025,Naab,Naab,Danube,DE,0.855,0.884,0.972,0.918,,211611,111.8,134.7,191.2,228.5,264.4,310.8,345.5,380.2,425.9,0,0.0,0.0,0.0,,,
478,Neumühle,4392500,2922500,1825,Main,Rednitz,Rhine,DE,0.536,0.541,0.99,0.937,,8851,49.5,55.5,70.4,80.3,89.7,101.9,111.1,120.2,132.3,0,0.0,0.0,0.0,,,
479,"Neu Ulm, Bad Held",4317500,2807500,7600,Danube,Danube,Danube,DE,0.844,0.9,1.095,1.073,,212311,477.3,545.1,712.1,822.6,928.7,1065.9,1168.7,1271.2,1406.4,1,0.0,1.0,0.0,0.0,,0.0
480,Nürnberg,4397500,2927500,1225,Main,Pegnitz,Rhine,DE,0.653,0.675,1.122,0.988,,8841,34.1,38.2,48.3,55.0,61.4,69.7,75.9,82.1,90.3,0,0.0,0.0,0.0,,,
481,Oberaudorf,4482500,2722500,9725,Inn,Inn,Danube,DE,,,,,,203311,666.9,736.5,907.7,1021.0,1129.8,1270.5,1376.0,1481.0,1619.7,3,0.0,3.0,0.0,0.0,,0.0
482,Passau Ingling,4577500,2827500,26100,Inn,Inn,Danube,DE,,,,,,201111,2158.7,2476.5,3258.7,3776.6,4273.4,4916.4,5398.2,5878.3,6511.7,1,0.0,1.0,0.0,0.0,,0.0
483,Plattling,4532500,2852500,9000,Isar,Isar,Danube,DE,0.762,0.85,1.138,1.123,,211211,515.2,595.8,794.0,925.3,1051.2,1214.2,1336.3,1458.0,1618.5,0,0.0,0.0,0.0,,,
484,Rosenheim o.d. Mangfallmündung,4482500,2747500,10225,Inn,Inn,Danube,DE,,,,,,203311,728.5,803.8,989.2,1111.9,1229.6,1382.0,1496.2,1609.9,1760.0,3,0.0,3.0,0.0,0.0,,0.0
485,Salz,4337500,3022500,1025,Main,Franconian Saale,Rhine,DE,0.712,0.87,1.121,0.774,,8611,40.2,47.2,64.5,75.9,86.9,101.1,111.7,122.3,136.3,0,0.0,0.0,0.0,,,
486,Schwürbitz,4402500,3007500,2500,Main,Main,Rhine,DE,0.847,0.904,0.889,1.045,,8911,155.8,177.2,229.8,264.7,298.1,341.4,373.8,406.1,448.8,1,0.0,1.0,0.0,0.0,,0.0
487,Seebruck,4507500,2762500,1500,Inn,Alz,Danube,DE,0.847,0.883,1.098,1.012,,203211,123.1,139.4,179.5,206.0,231.5,264.5,289.2,313.8,346.2,0,0.0,0.0,0.0,,,
488,Unterköblitz,4477500,2937500,1975,Naab,Naab,Danube,DE,0.868,0.882,1.009,0.941,,211611,65.4,78.2,109.8,130.7,150.8,176.7,196.2,215.6,241.1,0,0.0,0.0,0.0,,,
489,Wasserburg,4482500,2767500,12100,Inn,Inn,Danube,DE,0.907,0.915,0.977,0.971,,203311,939.7,1051.3,1326.0,1507.9,1682.4,1908.2,2077.4,2246.0,2468.4,2,0.0,2.0,0.0,0.0,,0.0
490,Wolfsmünster,4302500,2997500,2125,Main,Franconian Saale,Rhine,DE,0.773,0.904,1.097,0.819,,8611,78.4,93.5,130.6,155.2,178.8,209.3,232.1,254.9,285.0,0,0.0,0.0,0.0,,,
491,Tokarnia,5057500,3127500,1225,Nida,Czarna Nida,Vistula,PL,0.534,0.585,0.914,1.194,3.0,5421,38.3,49.7,77.9,96.5,114.4,137.5,154.9,172.1,194.9,0,0.0,0.0,0.0,,,
492,ŻABNO,5097500,3052500,6900,Dunajec,Dunajec,Vistula,PL,0.834,0.835,0.995,0.983,2.0,6111,652.6,831.8,1272.9,1564.9,1845.0,2207.6,2479.2,2749.9,3107.1,0,0.0,0.0,0.0,,,
493,Pinczow,5062500,3097500,3400,Nida,Nida,Vistula,PL,0.517,0.661,0.932,1.338,2.0,5411,76.2,108.6,188.4,241.3,292.0,357.5,406.7,455.7,520.3,0,0.0,0.0,0.0,,,
494,Stary Sacz,5087500,2992500,2100,Dunajec,Poprad,Vistula,PL,0.764,0.785,0.941,1.08,3.0,6211,186.7,234.1,350.7,427.9,502.0,597.9,669.7,741.3,835.7,0,0.0,0.0,0.0,,,
495,Proszowki,5062500,3037500,1475,"Vistula, headwaers",Raba,Vistula,PL,0.72,0.724,0.958,0.985,2.0,7211,192.9,249.8,389.8,482.5,571.4,686.5,772.8,858.7,972.0,0,0.0,0.0,0.0,,,
496,JAROSŁAW,5222500,3072500,6975,San,San,Vistula,PL,0.764,0.81,0.94,1.127,2.0,4311,321.7,408.9,623.6,765.7,902.0,1078.5,1210.8,1342.5,1516.3,0,0.0,0.0,0.0,,,
497,NISKO,5177500,3117500,15575,San,San,Vistula,PL,0.81,0.822,0.962,1.055,2.0,4111,529.5,661.4,985.9,1200.7,1406.8,1673.5,1873.4,2072.5,2335.3,0,0.0,0.0,0.0,,,
498,Zator,4997500,3027500,1125,"Vistula, headwaers",Skawa,Vistula,PL,0.795,0.797,0.992,0.971,2.0,7411,155.5,208.3,338.4,424.4,507.0,613.9,694.0,773.8,879.1,1,0.0,1.0,0.0,0.0,,0.0
499,PUSTYNIA,4977500,3032500,2925,"Vistula, headwaers",Vistula,Vistula,PL,,,,,1.0,7511,145.9,209.2,364.8,467.8,566.7,694.6,790.4,886.0,1012.0,0,0.0,0.0,0.0,,,
500,SMOLICE,4997500,3032500,6750,"Vistula, headwaers",Vistula,Vistula,PL,0.823,0.852,0.95,0.916,1.0,7311,344.6,476.0,799.2,1013.2,1218.4,1484.1,1683.2,1881.6,2143.3,0,0.0,0.0,0.0,,,
501,POPĘDZYNKA,5072500,3057500,10650,"Vistula, headwaers",Vistula,Vistula,PL,0.86,0.879,0.933,0.984,1.0,7111,494.1,672.0,1109.7,1399.5,1677.5,2037.3,2306.9,2575.6,2930.0,0,0.0,0.0,0.0,,,
502,SZCZUCIN,5102500,3082500,24125,"Vistula, below Dunajec",Vistula,Vistula,PL,0.875,0.883,1.009,0.958,1.0,5311,1188.3,1501.0,2270.5,2780.0,3268.6,3901.2,4375.2,4847.5,5470.6,0,0.0,0.0,0.0,,,
503,SANDOMIERZ,5147500,3127500,32125,"Vistula, below Dunajec",Vistula,Vistula,PL,0.879,0.885,0.964,0.991,1.0,5111,1352.9,1710.4,2590.2,3172.7,3731.5,4454.7,4996.7,5536.7,6249.1,0,0.0,0.0,0.0,,,
504,ZAWICHOST,5152500,3142500,50650,"Vistula, below San",Vistula,Vistula,PL,0.87,0.871,0.98,1.005,1.0,3911,1780.9,2223.3,3312.1,4033.0,4724.4,5619.5,6290.2,6958.5,7840.1,0,0.0,0.0,0.0,,,
505,Rzeszow,5177500,3062500,2125,San,Wislok,Vistula,PL,0.751,0.758,1.025,0.95,3.0,4211,171.7,217.9,331.7,407.0,479.2,572.8,642.8,712.6,804.7,0,0.0,0.0,0.0,,,
506,MIELEC 2,5127500,3087500,3900,"Vistula, below Dunajec",Wisloka,Vistula,PL,0.784,0.81,0.897,1.011,2.0,5211,239.6,315.1,500.8,623.9,741.8,894.6,1009.0,1123.1,1273.5,0,0.0,0.0,0.0,,,
507,Kunow,5107500,3157500,1125,"Vistula, below San",Kamienna,Vistula,PL,0.608,0.649,0.845,0.921,2.0,3811,19.4,30.3,57.1,74.9,91.9,113.9,130.5,146.9,168.6,0,0.0,0.0,0.0,,,
508,Lochow,5112500,3327500,2475,Narew,Liwiec,Vistula,PL,0.534,0.54,1.067,0.97,4.0,2412,49.6,60.2,86.2,103.4,119.9,141.2,157.2,173.2,194.2,0,0.0,0.0,0.0,,,
509,SULEJÓW (KOPALNIA),5007500,3182500,4075,Pilica,Pilica,Vistula,PL,0.584,0.635,0.923,1.184,2.0,3411,83.8,119.6,207.6,265.8,321.7,394.1,448.3,502.3,573.6,0,0.0,0.0,0.0,,,
511,BORKOWO,5042500,3327500,5175,Narew,Wkra,Vistula,PL,0.583,0.583,1.01,0.99,3.0,2121,80.8,105.0,164.5,203.8,241.6,290.5,327.1,363.6,411.8,0,0.0,0.0,0.0,,,
512,BURZYN,5147500,3422500,6975,Narew,Biebrza,Vistula,PL,0.643,0.653,1.041,1.07,3.0,2508,110.1,133.9,192.5,231.3,268.5,316.7,352.7,388.7,436.1,0,0.0,0.0,0.0,,,
513,Prosna,5042500,3512500,1625,Lyna,Guber,Pregolya,PL,0.63,0.68,1.177,1.052,3.0,21,46.1,60.9,97.4,121.5,144.6,174.6,197.0,219.4,248.9,0,0.0,0.0,0.0,,,
514,Sepopol,5032500,3512500,3675,Lyna,Lyna,Pregolya,PL,0.682,0.722,1.071,1.138,2.0,23,76.2,96.7,147.1,180.5,212.5,254.0,285.0,315.9,356.8,0,0.0,0.0,0.0,,,
523,Krzyzanowice,4812500,3142500,2000,"Oder, below Easter Neisse",Widawa,Oder,PL,,,,,2.0,7541,20.8,30.9,55.7,72.2,87.9,108.3,123.6,138.8,158.9,0,0.0,0.0,0.0,,,
524,Piatnica,4752500,3142500,2050,Kaczawa,Kaczawa,Oder,PL,,,,,2.0,7411,28.0,42.6,78.7,102.5,125.4,155.1,177.3,199.4,228.6,0,0.0,0.0,0.0,,,
526,Olawa,4832500,3112500,800,"Oder, below Easter Neisse",Oslawa,Oder,PL,0.618,0.646,0.905,1.108,2.0,7561,12.9,17.8,29.9,37.9,45.5,55.5,62.9,70.3,80.1,1,0.0,1.0,0.0,0.0,,0.0
527,Opole,4877500,3092500,11050,"Oder, headwaters",Oder,Oder,PL,,,,,1.0,9311,458.0,616.9,1008.0,1266.9,1515.2,1836.7,2077.6,2317.6,2634.2,0,0.0,0.0,0.0,,,
528,OPOLE-GROSZOWICE,4882500,3082500,10975,"Oder, headwaters",Oder,Oder,PL,,,,,1.0,9311,459.0,618.1,1009.7,1268.9,1517.6,1839.5,2080.8,2321.1,2638.2,0,0.0,0.0,0.0,,,
529,DOBROSZÓW WIELKI,4687500,3192500,5375,Bobr,Bobr,Oder,PL,0.768,0.779,0.976,1.069,2.0,6111,96.2,122.1,186.0,228.4,268.9,321.5,360.9,400.1,451.8,0,0.0,0.0,0.0,,,
530,OŁAWA (MOST),4842500,3117500,20025,"Oder, below Easter Neisse",Oder,Oder,PL,0.693,0.789,1.115,1.19,1.0,7571,575.6,751.6,1184.7,1471.4,1746.5,2102.5,2369.2,2635.0,2985.7,1,0.0,1.0,0.0,0.0,,0.0
531,SKOROGOSZCZ,4857500,3102500,4625,Eastern Neisse,Eastern Neisse,Oder,PL,0.647,0.654,0.976,0.933,2.0,8111,109.0,162.5,294.1,381.2,464.8,573.0,654.1,734.9,841.5,1,0.0,1.0,0.0,0.0,,0.0
532,NOWA SÓL,4722500,3197500,37150,"Oder, below Barycz",Oder,Oder,PL,0.689,0.694,1.014,1.05,1.0,7111,640.6,812.5,1235.4,1515.4,1784.0,2131.7,2392.2,2651.8,2994.3,1,1.0,0.0,0.0,1.0,1.0,1.0
533,CIGACICE,4707500,3227500,39025,"Oder, below Barycz",Oder,Oder,PL,0.686,0.69,0.949,1.016,1.0,7111,627.9,795.6,1208.2,1481.4,1743.4,2082.6,2336.8,2590.1,2924.2,1,1.0,0.0,0.0,1.0,1.0,1.0
534,Bardo,4797500,3067500,1750,Eastern Neisse,Eastern Neisse,Oder,PL,0.644,0.69,1.176,0.985,2.0,8111,116.6,163.7,279.7,356.5,430.1,525.4,596.9,668.1,762.0,1,0.0,1.0,0.0,0.0,,0.0
536,POŁĘCKO,4652500,3227500,46350,"Oder, below Bobr",Oder,Oder,PL,0.723,0.725,1.008,0.971,1.0,5111,677.8,845.9,1259.7,1533.6,1796.3,2136.4,2391.3,2645.2,2980.2,1,1.0,0.0,0.0,1.0,1.0,1.0
538,RACIBÓRZ-MIEDONIA,4907500,3037500,6725,"Oder, headwaters",Oder,Oder,PL,0.78,0.798,0.993,1.086,1.0,9311,380.0,523.3,875.8,1109.1,1333.0,1622.8,1839.9,2056.2,2341.7,0,0.0,0.0,0.0,,,
539,ŚCINAWA,4767500,3157500,29650,"Oder, below Kaczawa",Oder,Oder,PL,0.682,0.739,0.944,1.173,1.0,7311,629.1,807.4,1246.1,1536.5,1815.1,2175.8,2446.0,2715.2,3070.5,1,1.0,0.0,0.0,1.0,1.0,1.0
540,UJŚCIE NYSY KŁODZKIEJ,4857500,3107500,18375,"Oder, below Easter Neisse",Oder,Oder,PL,,,,,1.0,7571,563.8,739.6,1172.4,1458.9,1733.7,2089.5,2356.1,2621.7,2972.1,1,0.0,1.0,0.0,0.0,,0.0
541,Turawa,4892500,3102500,1475,"Oder, headwaters",Mala Panew,Oder,PL,,,,,2.0,9211,20.3,27.0,43.7,54.8,65.4,79.1,89.4,99.6,113.1,1,0.0,1.0,0.0,0.0,,0.0
542,Jarnoltow,4797500,3132500,1675,"Oder, below Easter Neisse",Bystrzyca,Oder,PL,0.532,0.588,1.191,0.887,2.0,7521,41.7,53.4,82.2,101.3,119.6,143.3,161.0,178.7,202.0,0,0.0,0.0,0.0,,,
543,SŁUBICE,4627500,3262500,52000,"Oder, below Neisse",Oder,Oder,PL,0.705,0.715,0.947,1.053,1.0,3111,723.5,892.3,1307.8,1583.0,1846.9,2188.4,2444.4,2699.5,3035.9,1,1.0,0.0,0.0,1.0,1.0,1.0
544,GOZDOWICE,4607500,3307500,109775,"Oder, below Warta",Oder,Oder,PL,0.681,0.685,0.975,1.044,1.0,1311,1096.5,1325.5,1888.9,2261.9,2619.7,3082.9,3430.0,3775.8,4232.0,0,0.0,0.0,0.0,,,
545,DZIAŁOSZYN,4937500,3147500,4050,Warta,Warta,Oder,PL,0.629,0.63,1.024,1.022,2.0,2931,68.3,96.3,165.2,210.8,254.6,311.3,353.7,396.0,451.8,0,0.0,0.0,0.0,,,
546,SIERADZ,4922500,3202500,8225,Warta,Zeglina,Oder,PL,0.685,0.693,1.049,1.048,3.0,2731,123.0,157.7,243.1,299.6,353.9,424.1,476.7,529.1,598.2,0,0.0,0.0,0.0,,,
547,SŁAWSK,4872500,3262500,13750,Warta,Warta,Oder,PL,0.709,0.718,0.968,0.936,2.0,2711,117.2,151.0,234.2,289.3,342.2,410.6,461.9,513.0,580.3,0,0.0,0.0,0.0,,,
548,POZNAŃ (MOST ROCHA),4792500,3282500,25575,Warta,Warta,Oder,PL,0.666,0.677,0.974,1.081,2.0,2531,225.9,292.3,455.9,564.3,668.2,802.6,903.4,1003.8,1136.3,0,0.0,0.0,0.0,,,
549,GORZÓW WIELKOPOLSKI,4682500,3302500,53275,Warta,Warta,Oder,PL,0.636,0.66,0.961,1.124,2.0,2111,437.3,539.8,791.8,958.7,1118.7,1325.9,1481.2,1635.9,1840.0,1,0.0,1.0,0.0,0.0,,0.0
550,Dabie,4922500,3257500,1825,Warta,Ner,Oder,PL,0.556,0.596,0.875,1.135,3.0,2721,33.0,43.1,68.1,84.6,100.4,120.9,136.2,151.5,171.7,0,0.0,0.0,0.0,,,
552,BOGUSŁAW,4867500,3227500,4300,Warta,Prosna,Oder,PL,0.607,0.651,0.861,1.117,3.0,2611,46.0,63.0,105.0,132.8,159.5,194.0,219.8,245.6,279.6,0,0.0,0.0,1.0,,0.0,0.0
555,Podgorze,4942500,3187500,2425,Warta,Widawka,Oder,PL,0.656,0.667,1.061,1.062,3.0,2811,50.8,63.5,94.7,115.4,135.2,160.9,180.1,199.3,224.6,0,0.0,0.0,0.0,,,
556,Nemcice,4737500,3022500,4275,"Elbe, headwaters",Elbe,Elbe,CZ,0.678,0.773,0.771,1.005,1.0,15311,161.3,188.4,255.0,299.1,341.4,396.2,437.3,478.1,532.1,0,0.0,0.0,0.0,,,
557,Prelouc,4712500,3007500,6475,"Elbe, headwaters",Elbe,Elbe,CZ,0.667,0.777,0.772,1.097,1.0,15111,263.1,328.9,490.8,597.9,700.8,833.8,933.6,1032.9,1164.0,0,0.0,0.0,0.0,,,
558,Predmerice,4667500,3032500,2175,Jizera,Jizera,Elbe,CZ,0.771,0.779,0.952,0.964,2.0,14111,139.5,172.0,251.9,304.9,355.6,421.3,470.6,519.7,584.4,0,0.0,0.0,0.0,,,
559,Ceske Budejovice,4647500,2877500,1775,Vltava,Vltava,Elbe,CZ,0.719,0.748,0.987,1.124,2.0,12921,129.2,160.7,238.3,289.7,339.0,402.8,450.7,498.3,561.1,1,0.0,1.0,0.0,0.0,,0.0
563,Bílá Hora,4567500,2967500,4775,Vltava,Berounka,Elbe,CZ,0.59,0.739,1.232,1.214,3.0,12211,138.0,185.2,301.4,378.3,452.1,547.7,619.2,690.5,784.6,0,0.0,0.0,0.0,,,
566,Melnik,4637500,3037500,42025,"Elbe, below Vltava",Elbe,Elbe,CZ,0.772,0.833,0.899,1.118,1.0,11111,949.6,1273.2,2069.8,2597.1,3103.0,3757.8,4248.5,4737.3,5382.3,0,0.0,0.0,0.0,,,
567,Karlovy Vary,4527500,3017500,2925,Ohre,Ohre,Elbe,CZ,0.705,0.712,0.94,1.021,2.0,10111,143.5,189.7,303.6,379.0,451.3,544.9,615.0,684.9,777.1,0,0.0,0.0,0.0,,,
568,Louny I.,4587500,3032500,5100,Ohre,Ohre,Elbe,CZ,0.581,0.611,1.053,0.853,2.0,10111,143.8,202.3,346.2,441.5,532.9,651.2,739.9,828.2,944.8,0,0.0,0.0,0.0,,,
570,Svinov,4912500,2997500,1525,"Oder, headwaters",Oder,Oder,CZ,0.817,0.839,0.913,0.998,1.0,9711,124.5,167.0,271.6,340.9,407.3,493.3,557.8,622.0,706.7,0,0.0,0.0,0.0,,,
571,Dehylov,4907500,3007500,2025,"Oder, headwaters",Opava,Oder,CZ,0.729,0.799,0.82,0.981,2.0,9611,47.4,64.5,106.7,134.6,161.3,196.0,221.9,247.8,281.9,0,0.0,0.0,0.0,,,
572,Bohumin,4917500,3012500,4675,"Oder, headwaters",Oder,Oder,CZ,0.66,0.733,1.2,1.066,1.0,9511,296.4,406.8,678.4,858.2,1030.7,1254.0,1421.4,1588.1,1808.0,0,0.0,0.0,0.0,,,
573,Vernovice,4922500,3012500,1100,"Oder, headwaters",Olza,Oder,CZ,,,,,2.0,9411,82.0,108.4,173.3,216.3,257.5,310.8,350.8,390.6,443.1,1,0.0,1.0,0.0,0.0,,0.0
575,Dluhonice,4857500,2952500,1575,Morava,Becva,Danube,CZ,0.872,0.892,0.938,1.03,,183411,151.8,198.6,313.8,390.1,463.2,557.9,628.9,699.5,792.8,0,0.0,0.0,0.0,,,
576,Kromeriz,4857500,2937500,7200,Morava,Morava,Danube,CZ,0.668,0.719,1.174,0.967,,183311,245.9,309.5,466.0,569.6,669.0,797.7,894.1,990.1,1116.9,0,0.0,0.0,0.0,,,
577,Straznice,4852500,2892500,9150,Morava,Morava,Danube,CZ,0.685,0.727,1.107,0.885,,183311,259.5,325.0,486.1,592.8,695.1,827.5,926.8,1025.7,1156.1,0,0.0,0.0,0.0,,,
579,Zidlochovice,4802500,2902500,4150,Morava,Svratka,Danube,CZ,0.684,0.761,1.179,0.898,,182231,54.1,75.8,129.3,164.8,198.8,242.8,275.7,308.6,351.9,0,0.0,0.0,0.0,,,
583,Novi Iskar,5412500,2297500,3825,Danube,Iskar,Danube,BG,0.72,0.728,0.942,0.968,,71413,65.1,87.1,141.2,177.0,211.3,255.8,289.1,322.3,366.1,1,0.0,1.0,0.0,0.0,,0.0
584,Orehovica,5477500,2387500,8375,Danube,Iskar,Danube,BG,0.542,0.588,0.976,1.197,,71411,152.4,224.6,402.2,519.8,632.6,778.6,888.1,997.1,1140.9,1,1.0,0.0,0.0,1.0,1.0,1.0
592,Plovdiv,5532500,2237500,8025,Evros,Evros,Evros,BG,0.694,0.714,0.941,1.09,1.0,1,120.1,162.9,268.2,337.9,404.8,491.4,556.3,620.9,706.2,0,0.0,0.0,0.0,,,
593,Svilengrad,5657500,2217500,20800,Evros,Evros,Evros,BG,0.563,0.754,1.36,0.963,1.0,1,492.9,685.5,1159.3,1473.0,1774.0,2163.5,2455.4,2746.3,3130.0,1,0.0,1.0,0.0,0.0,,0.0
594,Ebro En Miranda Ebro,3257500,2272500,5275,Ebro,Ebro,Ebro,ES,0.633,0.659,1.132,1.029,1.0,21111,332.5,415.9,621.2,757.2,887.6,1056.4,1182.9,1308.9,1475.2,2,2.0,0.0,0.0,1.0,1.0,1.0
595,Ebro En Castejon,3352500,2197500,25375,Ebro,Ebro,Ebro,ES,0.752,0.893,1.168,0.852,1.0,9911,1266.5,1438.6,1862.3,2142.9,2412.0,2760.3,3021.3,3281.3,3624.4,3,1.0,2.0,0.0,0.3333333333333333,1.0,0.5616438356164384
596,Ega En Andosilla,3337500,2222500,1425,Ega,Ega,Ebro,ES,0.797,0.8,1.013,1.033,2.0,12111,79.7,97.4,140.9,169.7,197.3,233.0,259.8,286.5,321.7,1,1.0,0.0,0.0,1.0,1.0,1.0
597,Arga En Funes,3352500,2217500,2775,Aragon,Arga,Ebro,ES,0.88,0.888,1.003,0.958,3.0,10211,474.8,559.6,768.1,906.2,1038.6,1210.1,1338.5,1466.5,1635.4,2,1.0,1.0,0.0,0.5,1.0,0.7192982456140351
599,Jiloca En Daroca,3362500,2067500,2675,Jalon,Jiloca,Ebro,ES,,,,,3.0,8211,8.7,15.2,31.2,41.9,52.0,65.2,75.1,84.9,97.9,1,0.0,1.0,0.0,0.0,,0.0
600,Ebro En Zaragoza,3407500,2132500,41075,Ebro,Ebro,Ebro,ES,0.755,0.875,1.173,0.881,1.0,7111,1215.5,1385.1,1802.4,2078.7,2343.7,2686.7,2943.8,3199.9,3537.8,2,1.0,1.0,0.0,0.5,1.0,0.7192982456140351
601,Gallego En Ardisa,3432500,2177500,2025,Gallego,Gallego,Ebro,ES,,,,,2.0,4111,107.2,148.2,249.0,315.7,379.8,462.7,524.8,586.7,668.3,0,0.0,0.0,0.0,,,
604,Segre En Seo De Urgel,3622500,2177500,1200,Segre,Segre,Ebro,ES,0.624,0.653,0.965,1.141,2.0,2911,81.7,119.7,213.1,274.9,334.3,411.0,468.6,525.9,601.5,1,0.0,1.0,0.0,0.0,,0.0
612,Jiloca En Calamocha,3367500,2047500,1925,Jalon,Jiloca,Ebro,ES,,,,,3.0,8211,6.4,9.8,18.2,23.8,29.2,36.1,41.3,46.4,53.3,1,0.0,1.0,0.0,0.0,,0.0
614,Gallego En Sta. Eulalia,3432500,2192500,1875,Gallego,Gallego,Ebro,ES,0.676,0.792,1.167,0.817,2.0,4111,107.4,149.7,253.7,322.5,388.6,474.1,538.2,602.0,686.2,0,0.0,0.0,0.0,,,
615,Irati En Liedena,3392500,2242500,1575,Aragon,Irati,Ebro,ES,0.747,0.777,1.078,1.092,3.0,10411,184.7,231.7,347.2,423.6,497.0,592.0,663.1,734.0,827.6,2,2.0,0.0,0.0,1.0,1.0,1.0
616,Arga En Echauri,3357500,2262500,1775,Aragon,Arga,Ebro,ES,0.865,0.866,1.004,0.986,3.0,10211,476.3,561.9,772.5,911.9,1045.7,1218.8,1348.6,1477.9,1648.4,2,1.0,1.0,0.0,0.5,1.0,0.7192982456140351
617,Segre A/Abajo E.Oliana,3597500,2147500,2675,Segre,Segre,Ebro,ES,0.533,0.539,1.034,0.929,2.0,2711,89.1,149.7,298.9,397.7,492.5,615.1,707.0,798.6,919.4,0,0.0,0.0,0.0,,,
620,Nela En Trespaderne,3227500,2292500,1075,Nela,Nela,Ebro,ES,0.757,0.766,0.976,1.06,2.0,22111,164.3,211.0,326.0,402.1,475.1,569.6,640.5,711.0,804.1,2,2.0,0.0,0.0,1.0,1.0,1.0
621,Oca En Oña,3227500,2277500,1125,Anguilas,Oca,Ebro,ES,0.755,0.769,1.046,1.068,2.0,24111,14.3,18.9,30.1,37.5,44.6,53.8,60.7,67.6,76.7,0,0.0,0.0,0.0,,,
622,Flumen En Albalatillo,3472500,2132500,1475,Segre,Flumen,Ebro,ES,0.61,0.668,1.078,1.19,5.0,2242,31.6,43.5,72.9,92.4,111.1,135.3,153.4,171.5,195.3,0,0.0,0.0,0.0,,,
627,N. Pallaresa En Collegats,3582500,2172500,1525,Segre,Noguera Pallaresa,Ebro,ES,,,,,3.0,2611,55.8,62.5,79.0,89.9,100.4,113.9,124.1,134.2,147.5,0,0.0,0.0,0.0,,,
629,Segre En Organya,3607500,2167500,2300,Segre,Segre,Ebro,ES,0.667,0.679,0.98,1.088,2.0,2711,145.9,227.0,426.6,558.7,685.4,849.4,972.4,1094.8,1256.4,0,0.0,0.0,0.0,,,
