"ID","Timestamp","Variable","Value","Ver.Nº","Date of the last version","Outlier flag","AI","AO"
262915860,"2021-01-01 00:00:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915861,"2021-01-01 00:15:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915862,"2021-01-01 00:30:00","D","7.760",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915863,"2021-01-01 00:45:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915864,"2021-01-01 01:00:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915865,"2021-01-01 01:15:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915866,"2021-01-01 01:30:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915867,"2021-01-01 01:45:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915868,"2021-01-01 02:00:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915869,"2021-01-01 02:15:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915870,"2021-01-01 02:30:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915871,"2021-01-01 02:45:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915872,"2021-01-01 03:00:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915873,"2021-01-01 03:15:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915874,"2021-01-01 03:30:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915875,"2021-01-01 03:45:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915876,"2021-01-01 04:00:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915877,"2021-01-01 04:15:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915878,"2021-01-01 04:30:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915879,"2021-01-01 04:45:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915880,"2021-01-01 05:00:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915881,"2021-01-01 05:15:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915882,"2021-01-01 05:30:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915883,"2021-01-01 05:45:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915884,"2021-01-01 06:00:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915885,"2021-01-01 06:15:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915886,"2021-01-01 06:30:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915887,"2021-01-01 06:45:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915888,"2021-01-01 07:00:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915889,"2021-01-01 07:15:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915890,"2021-01-01 07:30:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915891,"2021-01-01 07:45:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915892,"2021-01-01 08:00:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915893,"2021-01-01 08:15:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915894,"2021-01-01 08:30:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915895,"2021-01-01 08:45:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915896,"2021-01-01 09:00:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915897,"2021-01-01 09:15:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915898,"2021-01-01 09:30:00","D","9.350",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915899,"2021-01-01 09:45:00","D","9.350",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915900,"2021-01-01 10:00:00","D","9.350",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915901,"2021-01-01 10:15:00","D","9.350",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915902,"2021-01-01 10:30:00","D","9.350",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915903,"2021-01-01 10:45:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915904,"2021-01-01 11:00:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915905,"2021-01-01 11:15:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915906,"2021-01-01 11:30:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915907,"2021-01-01 11:45:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915908,"2021-01-01 12:00:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915909,"2021-01-01 12:15:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915910,"2021-01-01 12:30:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915911,"2021-01-01 12:45:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915912,"2021-01-01 13:00:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915913,"2021-01-01 13:15:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915914,"2021-01-01 13:30:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915915,"2021-01-01 13:45:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915916,"2021-01-01 14:00:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915917,"2021-01-01 14:15:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915918,"2021-01-01 14:30:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915919,"2021-01-01 14:45:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915920,"2021-01-01 15:00:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915921,"2021-01-01 15:15:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915922,"2021-01-01 15:30:00","D","8.540",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915923,"2021-01-01 15:45:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915924,"2021-01-01 16:00:00","D","7.760",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915925,"2021-01-01 16:15:00","D","7.390",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915926,"2021-01-01 16:30:00","D","7.390",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915927,"2021-01-01 16:45:00","D","7.760",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915928,"2021-01-01 17:00:00","D","8.150",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915929,"2021-01-01 17:15:00","D","8.940",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915930,"2021-01-01 17:30:00","D","9.350",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915931,"2021-01-01 17:45:00","D","9.770",1,"2023-03-21 10:32:47",,"15.00","0.00"
262915932,"2021-01-01 18:00:00","D","9.770",1,"2023-03-21 10:32:47",,"15.00","0.00"
