"ID","Timestamp","Variable","Value","Ver.Nº","Date of the last version","Outlier flag","AI","AO"
122559268,"2018-01-02 16:00:00","D","0.370",2,"2020-03-20 13:30:27",,"60.00","0.00"
122559274,"2018-01-02 17:00:00","D","0.310",2,"2020-03-20 13:30:27",,"60.00","0.00"
122559280,"2018-01-02 18:00:00","D","0.270",2,"2020-03-20 13:30:27",,"60.00","0.00"
122559286,"2018-01-02 19:00:00","D","0.230",2,"2020-03-20 13:30:27",,"60.00","0.00"
122559292,"2018-01-02 20:00:00","D","0.190",2,"2020-03-20 13:30:27",,"60.00","0.00"
122559298,"2018-01-02 21:00:00","D","0.180",2,"2020-03-20 13:30:27",,"60.00","0.00"
122559304,"2018-01-02 22:00:00","D","0.170",2,"2020-03-20 13:30:27",,"60.00","0.00"
122559310,"2018-01-02 23:00:00","D","0.160",2,"2020-03-20 13:30:27",,"60.00","0.00"
122559316,"2018-01-03 00:00:00","D","0.150",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559322,"2018-01-03 01:00:00","D","0.140",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559328,"2018-01-03 02:00:00","D","0.130",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559334,"2018-01-03 03:00:00","D","0.120",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559340,"2018-01-03 04:00:00","D","0.110",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559346,"2018-01-03 05:00:00","D","0.110",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559352,"2018-01-03 06:00:00","D","0.100",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559358,"2018-01-03 07:00:00","D","0.090",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559364,"2018-01-03 08:00:00","D","0.080",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559370,"2018-01-03 09:00:00","D","0.080",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559376,"2018-01-03 10:00:00","D","0.070",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559382,"2018-01-03 11:00:00","D","0.070",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559388,"2018-01-03 12:00:00","D","0.060",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559394,"2018-01-03 13:00:00","D","0.050",1,"2018-07-11 13:24:35",,"60.00","0.00"
122559400,"2018-01-03 14:00:00","D","0.050",1,"2018-07-11 13:24:35",,"60.00","0.00"
122559406,"2018-01-03 15:00:00","D","0.050",1,"2018-07-11 13:24:36",,"60.00","0.00"
122559412,"2018-01-03 16:00:00","D","0.050",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559418,"2018-01-03 17:00:00","D","0.050",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559424,"2018-01-03 18:00:00","D","0.040",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559430,"2018-01-03 19:00:00","D","0.040",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559436,"2018-01-03 20:00:00","D","0.050",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559442,"2018-01-03 21:00:00","D","0.070",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559448,"2018-01-03 22:00:00","D","0.090",2,"2020-03-20 13:30:28",,"60.00","0.00"
122559454,"2018-01-03 23:00:00","D","0.110",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559460,"2018-01-04 00:00:00","D","0.110",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559466,"2018-01-04 01:00:00","D","0.120",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559472,"2018-01-04 02:00:00","D","0.130",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559478,"2018-01-04 03:00:00","D","0.140",1,"2018-07-11 13:24:39",,"60.00","0.00"
122559484,"2018-01-04 04:00:00","D","0.140",1,"2018-07-11 13:24:39",,"60.00","0.00"
122559490,"2018-01-04 05:00:00","D","0.140",1,"2018-07-11 13:24:40",,"60.00","0.00"
122559496,"2018-01-04 06:00:00","D","0.140",1,"2018-07-11 13:24:40",,"60.00","0.00"
122559502,"2018-01-04 07:00:00","D","0.140",1,"2018-07-11 13:24:40",,"60.00","0.00"
122559508,"2018-01-04 08:00:00","D","0.140",1,"2018-07-11 13:24:40",,"60.00","0.00"
122559514,"2018-01-04 09:00:00","D","0.140",1,"2018-07-11 13:24:41",,"60.00","0.00"
122559520,"2018-01-04 10:00:00","D","0.140",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559526,"2018-01-04 11:00:00","D","0.140",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559532,"2018-01-04 12:00:00","D","0.130",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559538,"2018-01-04 13:00:00","D","0.110",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559544,"2018-01-04 14:00:00","D","0.090",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559550,"2018-01-04 15:00:00","D","0.080",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559556,"2018-01-04 16:00:00","D","0.070",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559562,"2018-01-04 17:00:00","D","0.060",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559568,"2018-01-04 18:00:00","D","0.050",1,"2018-07-11 13:24:42",,"60.00","0.00"
122559574,"2018-01-04 19:00:00","D","0.050",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559580,"2018-01-04 20:00:00","D","0.050",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559586,"2018-01-04 21:00:00","D","0.040",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559592,"2018-01-04 22:00:00","D","0.040",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559598,"2018-01-04 23:00:00","D","0.030",1,"2018-07-11 13:24:43",,"60.00","0.00"
122559604,"2018-01-05 00:00:00","D","0.030",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559610,"2018-01-05 01:00:00","D","0.030",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559616,"2018-01-05 02:00:00","D","0.050",2,"2020-03-20 13:30:29",,"60.00","0.00"
122559622,"2018-01-05 03:00:00","D","0.080",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559628,"2018-01-05 04:00:00","D","0.100",1,"2018-07-11 13:24:43",,"60.00","0.00"
122559634,"2018-01-05 05:00:00","D","0.100",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559640,"2018-01-05 06:00:00","D","0.100",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559646,"2018-01-05 07:00:00","D","0.120",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559652,"2018-01-05 08:00:00","D","0.130",1,"2018-07-11 13:24:45",,"60.00","0.00"
122559658,"2018-01-05 09:00:00","D","0.130",1,"2018-07-11 13:24:45",,"60.00","0.00"
122559664,"2018-01-05 10:00:00","D","0.130",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559670,"2018-01-05 11:00:00","D","0.130",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559676,"2018-01-05 12:00:00","D","0.150",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559682,"2018-01-05 13:00:00","D","0.360",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559688,"2018-01-05 14:00:00","D","2.090",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559694,"2018-01-05 15:00:00","D","1.300",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559700,"2018-01-05 16:00:00","D","1.000",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559706,"2018-01-05 17:00:00","D","0.830",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559712,"2018-01-05 18:00:00","D","0.680",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559718,"2018-01-05 19:00:00","D","0.630",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559724,"2018-01-05 20:00:00","D","0.750",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559730,"2018-01-05 21:00:00","D","0.910",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559736,"2018-01-05 22:00:00","D","0.910",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559742,"2018-01-05 23:00:00","D","3.710",2,"2020-03-20 13:30:30",,"60.00","0.00"
122559748,"2018-01-06 00:00:00","D","12.270",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559754,"2018-01-06 01:00:00","D","14.350",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559760,"2018-01-06 02:00:00","D","13.040",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559766,"2018-01-06 03:00:00","D","11.060",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559772,"2018-01-06 04:00:00","D","9.270",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559778,"2018-01-06 05:00:00","D","7.780",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559784,"2018-01-06 06:00:00","D","6.720",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559790,"2018-01-06 07:00:00","D","5.700",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559796,"2018-01-06 08:00:00","D","4.700",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559802,"2018-01-06 09:00:00","D","3.910",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559808,"2018-01-06 10:00:00","D","3.300",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559814,"2018-01-06 11:00:00","D","2.850",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559820,"2018-01-06 12:00:00","D","2.530",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559826,"2018-01-06 13:00:00","D","2.240",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559832,"2018-01-06 14:00:00","D","2.250",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559838,"2018-01-06 15:00:00","D","2.370",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559844,"2018-01-06 16:00:00","D","2.530",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559850,"2018-01-06 17:00:00","D","2.620",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559856,"2018-01-06 18:00:00","D","2.660",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559862,"2018-01-06 19:00:00","D","2.740",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559868,"2018-01-06 20:00:00","D","2.820",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559874,"2018-01-06 21:00:00","D","2.590",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559880,"2018-01-06 22:00:00","D","2.110",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559886,"2018-01-06 23:00:00","D","1.700",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559892,"2018-01-07 00:00:00","D","1.410",2,"2020-03-20 13:34:31",,"60.00","0.00"
122559898,"2018-01-07 01:00:00","D","1.160",2,"2020-03-20 13:37:18",,"60.00","0.00"
122559904,"2018-01-07 02:00:00","D","1.000",2,"2020-03-20 13:37:18",,"60.00","0.00"
122559910,"2018-01-07 03:00:00","D","0.820",2,"2020-03-20 13:37:18",,"60.00","0.00"
122559916,"2018-01-07 04:00:00","D","0.800",2,"2020-03-20 13:37:18",,"60.00","0.00"
122559922,"2018-01-07 05:00:00","D","0.740",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559928,"2018-01-07 06:00:00","D","0.710",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559934,"2018-01-07 07:00:00","D","0.770",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559940,"2018-01-07 08:00:00","D","0.820",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559946,"2018-01-07 09:00:00","D","0.880",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559952,"2018-01-07 10:00:00","D","0.830",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559958,"2018-01-07 11:00:00","D","0.710",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559964,"2018-01-07 12:00:00","D","0.590",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559970,"2018-01-07 13:00:00","D","0.500",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559976,"2018-01-07 14:00:00","D","0.480",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559982,"2018-01-07 15:00:00","D","0.480",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559988,"2018-01-07 16:00:00","D","0.560",2,"2020-03-20 13:37:19",,"60.00","0.00"
122559994,"2018-01-07 17:00:00","D","0.360",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560000,"2018-01-07 18:00:00","D","0.220",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560006,"2018-01-07 19:00:00","D","0.180",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560012,"2018-01-07 20:00:00","D","0.170",1,"2018-07-11 13:25:01",,"60.00","0.00"
122560018,"2018-01-07 21:00:00","D","0.170",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560024,"2018-01-07 22:00:00","D","0.170",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560030,"2018-01-07 23:00:00","D","0.160",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560036,"2018-01-08 00:00:00","D","0.160",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560042,"2018-01-08 01:00:00","D","0.150",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560048,"2018-01-08 02:00:00","D","0.140",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560054,"2018-01-08 03:00:00","D","0.130",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560060,"2018-01-08 04:00:00","D","0.110",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560066,"2018-01-08 05:00:00","D","0.100",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560072,"2018-01-08 06:00:00","D","0.100",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560078,"2018-01-08 07:00:00","D","0.090",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560084,"2018-01-08 08:00:00","D","0.090",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560090,"2018-01-08 09:00:00","D","0.080",2,"2020-03-20 13:37:19",,"60.00","0.00"
122560096,"2018-01-08 10:00:00","D","0.070",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560102,"2018-01-08 11:00:00","D","0.060",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560108,"2018-01-08 12:00:00","D","0.050",1,"2018-07-11 13:25:07",,"60.00","0.00"
122560114,"2018-01-08 13:00:00","D","0.050",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560120,"2018-01-08 14:00:00","D","0.050",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560126,"2018-01-08 15:00:00","D","0.070",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560132,"2018-01-08 16:00:00","D","0.060",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560138,"2018-01-08 17:00:00","D","0.040",1,"2018-07-11 13:25:11",,"60.00","0.00"
122560144,"2018-01-08 18:00:00","D","0.040",1,"2018-07-11 13:25:11",,"60.00","0.00"
122560150,"2018-01-08 19:00:00","D","0.040",1,"2018-07-11 13:25:12",,"60.00","0.00"
122560156,"2018-01-08 20:00:00","D","0.040",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560162,"2018-01-08 21:00:00","D","0.040",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560168,"2018-01-08 22:00:00","D","0.030",1,"2018-07-11 13:25:13",,"60.00","0.00"
122560174,"2018-01-08 23:00:00","D","0.030",1,"2018-07-11 13:25:14",,"60.00","0.00"
122560180,"2018-01-09 00:00:00","D","0.030",1,"2018-07-11 13:25:14",,"60.00","0.00"
122560186,"2018-01-09 01:00:00","D","0.030",1,"2018-07-11 13:25:15",,"60.00","0.00"
122560192,"2018-01-09 02:00:00","D","0.030",1,"2018-07-11 13:25:16",,"60.00","0.00"
122560198,"2018-01-09 03:00:00","D","0.030",1,"2018-07-11 13:25:17",,"60.00","0.00"
122560204,"2018-01-09 04:00:00","D","0.030",1,"2018-07-11 13:25:17",,"60.00","0.00"
122560210,"2018-01-09 05:00:00","D","0.030",1,"2018-07-11 13:25:18",,"60.00","0.00"
122560216,"2018-01-09 06:00:00","D","0.030",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560222,"2018-01-09 07:00:00","D","0.030",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560228,"2018-01-09 08:00:00","D","0.020",1,"2018-07-11 13:25:19",,"60.00","0.00"
122560234,"2018-01-09 09:00:00","D","0.020",1,"2018-07-11 13:25:19",,"60.00","0.00"
122560240,"2018-01-09 10:00:00","D","0.020",1,"2018-07-11 13:25:19",,"60.00","0.00"
122560246,"2018-01-09 11:00:00","D","0.020",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560252,"2018-01-09 12:00:00","D","0.020",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560258,"2018-01-09 13:00:00","D","0.010",1,"2018-07-11 13:25:20",,"60.00","0.00"
122560264,"2018-01-09 14:00:00","D","0.010",1,"2018-07-11 13:25:20",,"60.00","0.00"
122560270,"2018-01-09 15:00:00","D","0.010",1,"2018-07-11 13:25:20",,"60.00","0.00"
122560276,"2018-01-09 16:00:00","D","0.010",1,"2018-07-11 13:25:21",,"60.00","0.00"
122560282,"2018-01-09 17:00:00","D","0.010",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560288,"2018-01-09 18:00:00","D","0.010",2,"2020-03-20 13:37:20",,"60.00","0.00"
122560294,"2018-01-09 19:00:00","D","0.000",1,"2018-07-11 13:25:21",,"60.00","0.00"
122560300,"2018-01-09 20:00:00","D","0.000",1,"2018-07-11 13:25:21",,"60.00","0.00"
122560306,"2018-01-09 21:00:00","D","0.000",1,"2018-07-11 13:25:22",,"60.00","0.00"
122560312,"2018-01-09 22:00:00","D","0.000",1,"2018-07-11 13:25:22",,"60.00","0.00"
122560318,"2018-01-09 23:00:00","D","0.000",1,"2018-07-11 13:25:22",,"60.00","0.00"
122560324,"2018-01-10 00:00:00","D","0.000",1,"2018-07-11 13:25:23",,"60.00","0.00"
122560330,"2018-01-10 01:00:00","D","0.000",1,"2018-07-11 13:25:23",,"60.00","0.00"
122560336,"2018-01-10 02:00:00","D","0.000",1,"2018-07-11 13:25:23",,"60.00","0.00"
122560342,"2018-01-10 03:00:00","D","0.000",1,"2018-07-11 13:25:23",,"60.00","0.00"
122560348,"2018-01-10 04:00:00","D","0.000",1,"2018-07-11 13:25:24",,"60.00","0.00"
122560354,"2018-01-10 05:00:00","D","0.000",1,"2018-07-11 13:25:24",,"60.00","0.00"
122560360,"2018-01-10 06:00:00","D","0.000",1,"2018-07-11 13:25:24",,"60.00","0.00"
122560366,"2018-01-10 07:00:00","D","0.000",1,"2018-07-11 13:25:25",,"60.00","0.00"
122560372,"2018-01-10 08:00:00","D","0.000",1,"2018-07-11 13:25:25",,"60.00","0.00"
122560378,"2018-01-10 09:00:00","D","0.000",1,"2018-07-11 13:25:25",,"60.00","0.00"
122560384,"2018-01-10 10:00:00","D","0.000",1,"2018-07-11 13:25:25",,"60.00","0.00"
122560390,"2018-01-10 11:00:00","D","0.000",1,"2018-07-11 13:25:26",,"60.00","0.00"
122560396,"2018-01-10 12:00:00","D","0.000",1,"2018-07-11 13:25:26",,"60.00","0.00"
122560402,"2018-01-10 13:00:00","D","0.000",1,"2018-07-11 13:25:26",,"60.00","0.00"
122560408,"2018-01-10 14:00:00","D","0.000",1,"2018-07-11 13:25:26",,"60.00","0.00"
122560414,"2018-01-10 15:00:00","D","0.000",1,"2018-07-11 13:25:27",,"60.00","0.00"
122560420,"2018-01-10 16:00:00","D","0.000",1,"2018-07-11 13:25:27",,"60.00","0.00"
122560426,"2018-01-10 17:00:00","D","0.000",1,"2018-07-11 13:25:27",,"60.00","0.00"
122560432,"2018-01-10 18:00:00","D","0.000",1,"2018-07-11 13:25:27",,"60.00","0.00"
122560438,"2018-01-10 19:00:00","D","0.000",1,"2018-07-11 13:25:28",,"60.00","0.00"
122560444,"2018-01-10 20:00:00","D","0.000",1,"2018-07-11 13:25:28",,"60.00","0.00"
122560450,"2018-01-10 21:00:00","D","0.000",1,"2018-07-11 13:25:28",,"60.00","0.00"
122560456,"2018-01-10 22:00:00","D","0.000",1,"2018-07-11 13:25:29",,"60.00","0.00"
122560462,"2018-01-10 23:00:00","D","0.000",1,"2018-07-11 13:25:29",,"60.00","0.00"
122560468,"2018-01-11 00:00:00","D","0.000",1,"2018-07-11 13:25:29",,"60.00","0.00"
122560474,"2018-01-11 01:00:00","D","0.000",1,"2018-07-11 13:25:29",,"60.00","0.00"
122560480,"2018-01-11 02:00:00","D","0.000",1,"2018-07-11 13:25:30",,"60.00","0.00"
122560486,"2018-01-11 03:00:00","D","0.000",1,"2018-07-11 13:25:30",,"60.00","0.00"
122560492,"2018-01-11 04:00:00","D","0.000",1,"2018-07-11 13:25:30",,"60.00","0.00"
122560498,"2018-01-11 05:00:00","D","0.000",1,"2018-07-11 13:25:30",,"60.00","0.00"
122560504,"2018-01-11 06:00:00","D","0.000",1,"2018-07-11 13:25:31",,"60.00","0.00"
122560510,"2018-01-11 07:00:00","D","0.000",1,"2018-07-11 13:25:31",,"60.00","0.00"
122560516,"2018-01-11 08:00:00","D","0.000",1,"2018-07-11 13:25:31",,"60.00","0.00"
122560522,"2018-01-11 09:00:00","D","0.000",1,"2018-07-11 13:25:32",,"60.00","0.00"
122560528,"2018-01-11 10:00:00","D","0.000",1,"2018-07-11 13:25:32",,"60.00","0.00"
122560534,"2018-01-11 11:00:00","D","0.000",1,"2018-07-11 13:25:32",,"60.00","0.00"
122560540,"2018-01-11 12:00:00","D","0.000",1,"2018-07-11 13:25:33",,"60.00","0.00"
122560546,"2018-01-11 13:00:00","D","0.000",1,"2018-07-11 13:25:33",,"60.00","0.00"
122560552,"2018-01-11 14:00:00","D","0.000",1,"2018-07-11 13:25:33",,"60.00","0.00"
122560558,"2018-01-11 15:00:00","D","0.000",1,"2018-07-11 13:25:34",,"60.00","0.00"
122560564,"2018-01-11 16:00:00","D","0.000",1,"2018-07-11 13:25:34",,"60.00","0.00"
122560570,"2018-01-11 17:00:00","D","0.000",1,"2018-07-11 13:25:34",,"60.00","0.00"
122560576,"2018-01-11 18:00:00","D","0.000",1,"2018-07-11 13:25:35",,"60.00","0.00"
122560582,"2018-01-11 19:00:00","D","0.000",1,"2018-07-11 13:25:35",,"60.00","0.00"
122560588,"2018-01-11 20:00:00","D","0.000",1,"2018-07-11 13:25:35",,"60.00","0.00"
122560594,"2018-01-11 21:00:00","D","0.000",1,"2018-07-11 13:25:36",,"60.00","0.00"
122560600,"2018-01-11 22:00:00","D","0.000",1,"2018-07-11 13:25:36",,"60.00","0.00"
122560606,"2018-01-11 23:00:00","D","0.000",1,"2018-07-11 13:25:36",,"60.00","0.00"
122560612,"2018-01-12 00:00:00","D","0.000",1,"2018-07-11 13:25:37",,"60.00","0.00"
122560618,"2018-01-12 01:00:00","D","0.000",1,"2018-07-11 13:25:37",,"60.00","0.00"
122560624,"2018-01-12 02:00:00","D","0.000",1,"2018-07-11 13:25:38",,"60.00","0.00"
122560630,"2018-01-12 03:00:00","D","0.000",1,"2018-07-11 13:25:38",,"60.00","0.00"
122560636,"2018-01-12 04:00:00","D","0.000",1,"2018-07-11 13:25:39",,"60.00","0.00"
122560642,"2018-01-12 05:00:00","D","0.000",1,"2018-07-11 13:25:39",,"60.00","0.00"
122560648,"2018-01-12 06:00:00","D","0.000",1,"2018-07-11 13:25:39",,"60.00","0.00"
122560654,"2018-01-12 07:00:00","D","0.000",1,"2018-07-11 13:25:40",,"60.00","0.00"
