station_id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_5
2009,HAUKIPUDAS,5037500.0,4757500.0,11725.0,Iijoki,KIIMINGINJOKI,Kiiminginjoki,FI,1.0,1,451.85549578921587,527.1618205734432,712.4885708419248,835.1910053322891,952.8901264028201,1105.2395657334364,1219.404031703635,1333.1519307145265,1483.2206844660707,0
