station_id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_5
1726,Mariupol,6357500.0,3052500.0,1150.0,Kalmius,Khalchyk,Kalmius,UA,1.0,1.0,29.340176646163574,40.722180967720846,68.73297393232227,87.2785561744056,105.06792391352627,128.0944357213511,145.34956600110203,162.54173520892925,185.22353794760897,4
