"UTC0 datetime","Variable","Value","Max Value","Min Value","%Coverage","Updated at"
"2020-01-01 00:00:00","W","0.568","0.569","0.568","6.000","2021-05-25 16:31:38"
"2020-01-01 00:00:00","D","4.315","4.327","4.306","6.000","2021-06-01 22:00:17"
"2020-01-01 06:00:00","W","0.568","0.568","0.567","6.000","2021-06-01 22:00:47"
"2020-01-01 06:00:00","D","4.302","4.306","4.294","6.000","2021-06-01 22:00:17"
"2020-01-01 12:00:00","W","0.568","0.568","0.567","6.000","2021-06-01 22:00:47"
"2020-01-01 12:00:00","D","4.303","4.311","4.292","6.000","2021-06-01 22:00:17"
"2020-01-01 18:00:00","W","0.568","0.569","0.567","6.000","2021-06-01 22:00:47"
"2020-01-01 18:00:00","D","4.307","4.328","4.294","6.000","2021-06-01 22:00:17"
"2020-01-02 00:00:00","W","0.567","0.568","0.566","6.000","2021-06-01 22:00:47"
"2020-01-02 00:00:00","D","4.299","4.312","4.280","6.000","2021-06-01 22:00:17"
"2020-01-02 06:00:00","W","0.565","0.566","0.565","6.000","2021-06-01 22:00:47"
"2020-01-02 06:00:00","D","4.272","4.279","4.262","6.000","2021-06-01 22:00:17"
"2020-01-02 12:00:00","W","0.565","0.566","0.561","6.000","2021-06-01 22:00:47"
"2020-01-02 12:00:00","D","4.264","4.283","4.208","6.000","2021-06-01 22:00:17"
"2020-01-02 18:00:00","W","0.568","0.574","0.565","6.000","2021-06-01 22:00:47"
"2020-01-02 18:00:00","D","4.300","4.387","4.272","6.000","2021-06-01 22:00:17"
"2020-01-03 00:00:00","W","0.564","0.566","0.559","6.000","2021-06-01 22:00:47"
"2020-01-03 00:00:00","D","4.252","4.284","4.179","6.000","2021-06-01 22:00:17"
"2020-01-03 06:00:00","W","0.563","0.566","0.559","6.000","2021-06-01 22:00:47"
"2020-01-03 06:00:00","D","4.235","4.284","4.183","6.000","2021-06-01 22:00:17"
"2020-01-03 12:00:00","W","0.564","0.565","0.563","6.000","2021-06-01 22:00:47"
"2020-01-03 12:00:00","D","4.253","4.265","4.235","6.000","2021-06-01 22:00:17"
"2020-01-03 18:00:00","W","0.562","0.568","0.557","6.000","2021-06-01 22:00:47"
"2020-01-03 18:00:00","D","4.224","4.308","4.154","6.000","2021-06-01 22:00:17"
"2020-01-04 00:00:00","W","0.563","0.564","0.562","6.000","2021-06-01 22:00:47"
"2020-01-04 00:00:00","D","4.234","4.250","4.225","6.000","2021-06-01 22:00:17"
"2020-01-04 06:00:00","W","0.560","0.562","0.559","6.000","2021-06-01 22:00:47"
"2020-01-04 06:00:00","D","4.205","4.224","4.189","6.000","2021-06-01 22:00:17"
"2020-01-04 12:00:00","W","0.561","0.562","0.560","6.000","2021-06-01 22:00:47"
"2020-01-04 12:00:00","D","4.212","4.227","4.197","6.000","2021-06-01 22:00:17"
"2020-01-04 18:00:00","W","0.560","0.561","0.558","6.000","2021-06-01 22:00:47"
"2020-01-04 18:00:00","D","4.193","4.218","4.172","6.000","2021-06-01 22:00:17"
"2020-01-05 00:00:00","W","0.560","0.561","0.559","6.000","2021-06-01 22:00:47"
"2020-01-05 00:00:00","D","4.196","4.217","4.183","6.000","2021-06-01 22:00:17"
"2020-01-05 06:00:00","W","0.559","0.560","0.558","6.000","2021-06-01 22:00:47"
"2020-01-05 06:00:00","D","4.188","4.201","4.176","6.000","2021-06-01 22:00:17"
"2020-01-05 12:00:00","W","0.560","0.561","0.559","6.000","2021-06-01 22:00:47"
"2020-01-05 12:00:00","D","4.198","4.216","4.185","6.000","2021-06-01 22:00:17"
"2020-01-05 18:00:00","W","0.560","0.561","0.559","6.000","2021-06-01 22:00:47"
"2020-01-05 18:00:00","D","4.195","4.208","4.181","6.000","2021-06-01 22:00:17"
"2020-01-06 00:00:00","W","0.560","0.561","0.559","6.000","2021-06-01 22:00:47"
"2020-01-06 00:00:00","D","4.202","4.208","4.191","6.000","2021-06-01 22:00:17"
"2020-01-06 06:00:00","W","0.559","0.560","0.558","6.000","2021-06-01 22:00:47"
"2020-01-06 06:00:00","D","4.183","4.196","4.167","6.000","2021-06-01 22:00:17"
"2020-01-06 12:00:00","W","0.559","0.559","0.558","6.000","2021-06-01 22:00:47"
"2020-01-06 12:00:00","D","4.188","4.191","4.179","6.000","2021-06-01 22:00:17"
"2020-01-06 18:00:00","W","0.559","0.560","0.559","6.000","2021-06-01 22:00:47"
"2020-01-06 18:00:00","D","4.192","4.201","4.184","6.000","2021-06-01 22:00:17"
"2020-01-07 00:00:00","W","0.560","0.561","0.559","6.000","2021-06-01 22:00:47"
"2020-01-07 00:00:00","D","4.198","4.209","4.189","6.000","2021-06-01 22:00:17"
"2020-01-07 06:00:00","W","0.557","0.558","0.557","6.000","2021-06-01 22:00:47"
"2020-01-07 06:00:00","D","4.164","4.176","4.155","6.000","2021-06-01 22:00:17"
"2020-01-07 12:00:00","W","0.559","0.564","0.556","6.000","2021-06-01 22:00:47"
"2020-01-07 12:00:00","D","4.187","4.252","4.144","6.000","2021-06-01 22:00:17"
"2020-01-07 18:00:00","W","0.558","0.565","0.553","6.000","2021-06-01 22:00:47"
"2020-01-07 18:00:00","D","4.167","4.262","4.106","6.000","2021-06-01 22:00:17"
"2020-01-08 00:00:00","W","0.558","0.558","0.557","6.000","2021-06-01 22:00:47"
"2020-01-08 00:00:00","D","4.171","4.177","4.163","6.000","2021-06-01 22:00:17"
"2020-01-08 06:00:00","W","0.557","0.557","0.556","6.000","2021-06-01 22:00:47"
"2020-01-08 06:00:00","D","4.156","4.160","4.149","6.000","2021-06-01 22:00:17"
"2020-01-08 12:00:00","W","0.557","0.558","0.557","6.000","2021-06-01 22:00:47"
"2020-01-08 12:00:00","D","4.167","4.174","4.163","6.000","2021-06-01 22:00:17"
"2020-01-08 18:00:00","W","0.558","0.559","0.557","6.000","2021-06-01 22:00:47"
"2020-01-08 18:00:00","D","4.164","4.181","4.152","6.000","2021-06-01 22:00:17"
"2020-01-09 00:00:00","W","0.558","0.560","0.556","6.000","2021-06-01 22:00:47"
"2020-01-09 00:00:00","D","4.170","4.194","4.147","6.000","2021-06-01 22:00:17"
"2020-01-09 06:00:00","W","0.556","0.556","0.556","6.000","2021-06-01 22:00:47"
"2020-01-09 06:00:00","D","4.144","4.148","4.141","6.000","2021-06-01 22:00:17"
"2020-01-09 12:00:00","W","0.556","0.557","0.556","6.000","2021-06-01 22:00:47"
"2020-01-09 12:00:00","D","4.148","4.154","4.145","6.000","2021-06-01 22:00:17"
"2020-01-09 18:00:00","W","0.557","0.557","0.556","6.000","2021-06-01 22:00:47"
"2020-01-09 18:00:00","D","4.154","4.162","4.148","6.000","2021-06-01 22:00:17"
"2020-01-10 00:00:00","W","0.557","0.559","0.556","6.000","2021-06-01 22:00:47"
"2020-01-10 00:00:00","D","4.158","4.181","4.145","6.000","2021-06-01 22:00:17"
"2020-01-10 06:00:00","W","0.556","0.558","0.555","6.000","2021-06-01 22:00:47"
"2020-01-10 06:00:00","D","4.142","4.170","4.127","6.000","2021-06-01 22:00:17"
"2020-01-10 12:00:00","W","0.558","0.563","0.556","6.000","2021-06-01 22:00:47"
"2020-01-10 12:00:00","D","4.172","4.243","4.141","6.000","2021-06-01 22:00:17"
"2020-01-10 18:00:00","W","0.553","0.556","0.546","6.000","2021-06-01 22:00:47"
"2020-01-10 18:00:00","D","4.098","4.150","4.018","6.000","2021-06-01 22:00:17"
"2020-01-11 00:00:00","W","0.555","0.556","0.553","6.000","2021-06-01 22:00:47"
"2020-01-11 00:00:00","D","4.131","4.144","4.112","6.000","2021-06-01 22:00:17"
"2020-01-11 06:00:00","W","0.557","0.558","0.556","6.000","2021-06-01 22:00:47"
"2020-01-11 06:00:00","D","4.153","4.170","4.141","6.000","2021-06-01 22:00:17"
"2020-01-11 12:00:00","W","0.556","0.557","0.555","6.000","2021-06-01 22:00:47"
"2020-01-11 12:00:00","D","4.144","4.153","4.132","6.000","2021-06-01 22:00:17"
"2020-01-11 18:00:00","W","0.556","0.556","0.555","6.000","2021-06-01 22:00:47"
"2020-01-11 18:00:00","D","4.138","4.145","4.131","6.000","2021-06-01 22:00:17"
"2020-01-12 00:00:00","W","0.555","0.555","0.554","6.000","2021-06-01 22:00:47"
"2020-01-12 00:00:00","D","4.131","4.138","4.124","6.000","2021-06-01 22:00:17"
"2020-01-12 06:00:00","W","0.554","0.555","0.552","6.000","2021-06-01 22:00:47"
"2020-01-12 06:00:00","D","4.122","4.135","4.098","6.000","2021-06-01 22:00:17"
"2020-01-12 12:00:00","W","0.555","0.555","0.554","6.000","2021-06-01 22:00:47"
"2020-01-12 12:00:00","D","4.123","4.130","4.117","6.000","2021-06-01 22:00:17"
"2020-01-12 18:00:00","W","0.555","0.555","0.554","6.000","2021-06-01 22:00:47"
"2020-01-12 18:00:00","D","4.128","4.136","4.120","6.000","2021-06-01 22:00:17"
"2020-01-13 00:00:00","W","0.555","0.556","0.555","6.000","2021-06-01 22:00:47"
"2020-01-13 00:00:00","D","4.134","4.143","4.129","6.000","2021-06-01 22:00:17"
"2020-01-13 06:00:00","W","0.554","0.555","0.553","6.000","2021-06-01 22:00:47"
"2020-01-13 06:00:00","D","4.122","4.137","4.108","6.000","2021-06-01 22:00:17"
"2020-01-13 12:00:00","W","0.557","0.564","0.554","6.000","2021-06-01 22:00:47"
"2020-01-13 12:00:00","D","4.151","4.253","4.113","6.000","2021-06-01 22:00:17"
"2020-01-13 18:00:00","W","0.552","0.555","0.547","6.000","2021-06-01 22:00:47"
"2020-01-13 18:00:00","D","4.091","4.134","4.023","6.000","2021-06-01 22:00:17"
"2020-01-14 00:00:00","W","0.556","0.556","0.555","6.000","2021-06-01 22:00:47"
"2020-01-14 00:00:00","D","4.140","4.145","4.134","6.000","2021-06-01 22:00:17"
"2020-01-14 06:00:00","W","0.556","0.556","0.555","6.000","2021-06-01 22:00:47"
"2020-01-14 06:00:00","D","4.138","4.144","4.128","6.000","2021-06-01 22:00:17"
"2020-01-14 12:00:00","W","0.555","0.555","0.554","6.000","2021-06-01 22:00:47"
"2020-01-14 12:00:00","D","4.129","4.138","4.113","6.000","2021-06-01 22:00:17"
"2020-01-14 18:00:00","W","0.555","0.555","0.554","6.000","2021-06-01 22:00:47"
"2020-01-14 18:00:00","D","4.126","4.136","4.121","6.000","2021-06-01 22:00:17"
"2020-01-15 00:00:00","W","0.555","0.556","0.554","6.000","2021-06-01 22:00:47"
"2020-01-15 00:00:00","D","4.135","4.141","4.120","6.000","2021-06-01 22:00:17"
"2020-01-15 06:00:00","W","0.556","0.556","0.555","6.000","2021-06-01 22:00:47"
"2020-01-15 06:00:00","D","4.142","4.147","4.136","6.000","2021-06-01 22:00:17"
"2020-01-15 12:00:00","W","0.555","0.555","0.554","6.000","2021-06-01 22:00:47"
"2020-01-15 12:00:00","D","4.128","4.136","4.123","6.000","2021-06-01 22:00:17"
"2020-01-15 18:00:00","W","0.555","0.556","0.554","6.000","2021-06-01 22:00:47"
"2020-01-15 18:00:00","D","4.131","4.142","4.116","6.000","2021-06-01 22:00:17"
"2020-01-16 00:00:00","W","0.554","0.555","0.552","6.000","2021-06-01 22:00:47"
