version__origin__name,version__version,station_id,StationName,StationLon,StationLat,Alive,CAL_TYPE,Calibration ID,Catchment,Country code,DrainingArea.km2.LDD,DrainingArea.km2.Provider,EC_Catchments,EC_calib,Exclude,FixedRepPoint,HasD,HasHD,HasHWL,HasRTD,HasRTWL,HasWL,Height,LSFCalib,LisfloodX,LisfloodY,MdlStep,ModelFile,Notes,ObsID,PostProcess,Provider ID,RealTime,River
EFAS,12,1,Schwabelweis,12.13873,49.023585,1,NRT_6h,,Danube,DE,35525,35399,Danube,1,0,TRUE,1,1,1,1,1,1,324.49,FALSE,4477500,2882500,6,ID_1.mod,Oscillations in lower flow  use 3,1,TRUE,1004,TRUE,Danube
EFAS,12,2,Hofkirchen,13.115212,48.676627,1,NRT_6h,C059,Danube,DE,47525,47496,Danube,3,0,TRUE,1,1,1,1,1,1,299.6,TRUE,4547500,2847500,6,ID_2.mod,,2,TRUE,1004,TRUE,Danube
EFAS,12,3,Pfelling,12.747379,48.879843,1,NRT_6h,C362,Danube,DE,37725,37687,Danube,2,0,TRUE,1,1,1,1,1,1,310.25,FALSE,4517500,2867500,6,ID_3.mod,Use 886 which has more data almost same location Same location as 886,3,TRUE,1004,TRUE,Danube
EFAS,12,4,Barby,11.882244,51.984836,1,NRT_6h,C348,Elbe,DE,93975,94060,Elbe,3,0,TRUE,1,1,1,1,1,1,46.11,TRUE,4452500,3207500,6,ID_4.mod,,4,TRUE,1004,TRUE,Elbe
EFAS,12,5,Wittenberg / Lutherstadt,12.646309,51.856531,1,NRT_6h,C164,Elbe,DE,61675,61879,Elbe,3,0,TRUE,1,1,1,1,1,1,62.44,TRUE,4497500,3197500,6,ID_5.mod,,5,TRUE,1004,TRUE,Elbe
EFAS,12,6,Malliss OP,11.345254,53.190627,1,NRT_6h,C558,Elbe,DE,2900,2879,Elbe,0,0,TRUE,1,1,1,1,1,1,19.75,FALSE,4407500,3342500,6,ID_6.mod,unrealistic low discharge same for daily data  possibly wrong location,6,TRUE,1004,TRUE,Muritz-Elde
EFAS,12,7,Schnackenburg,11.569159,53.038253,1,,,Elbe,DE,125175,125482,Elbe,,0,FALSE,0,0,1,0,1,1,13.7,FALSE,4422500,3327500,,,No discharge data available for calibration period,7,FALSE,1004,FALSE,Elbe
EFAS,12,8,Grosse Traenke Wehr UP,13.996386,52.369055,1,HIST_24h,,Elbe,DE,6625,6170.92,Elbe,0,0,TRUE,0,1,1,1,1,1,34.8,FALSE,4592500,3257500,6,ID_8.mod,oscillations doscharge is too low compared to size of catchment possibly wrong data,8,FALSE,1004,FALSE,Muggelspree
EFAS,12,9,Rathenow UP,12.321014,52.607446,1,HIST_24h,C351,Elbe,DE,18875,19288.46,Elbe,3,0,TRUE,0,1,1,0,1,1,24.52,TRUE,4472500,3287500,24,ID_9.mod,,9,FALSE,1004,FALSE,Lower Havel
EFAS,12,10,Plau OP,12.259913,53.456704,1,NRT_6h,,Elbe,DE,1250,1230,Elbe,0,0,TRUE,1,1,1,1,1,1,60.16,FALSE,4467500,3377500,6,ID_10.mod,low quality data  very small flow a   lake,10,TRUE,1004,TRUE,Muritz-Elde
EFAS,12,11,Calbe Grizehne,11.812211,51.916414,1,NRT_6h,C169,Elbe,DE,23725,23719,Elbe,3,0,TRUE,1,1,1,1,1,1,49.36,TRUE,4442500,3202500,6,ID_11.mod,,11,TRUE,1004,TRUE,Saale
EFAS,12,12,Tangermuende,11.978054,52.541308,1,NRT_6h,C170,Elbe,DE,97875,97780,Elbe,3,0,TRUE,1,1,1,1,1,1,27.56,TRUE,4457500,3272500,6,ID_12.mod,,12,TRUE,1004,TRUE,Elbe
EFAS,12,13,Bernburg UP,11.73542,51.796794,1,NRT_6h,,Elbe,DE,19700,19660,Elbe,2,0,TRUE,1,1,1,1,1,1,55.11,FALSE,4442500,3187500,6,ID_13.mod,Few outliers removed with qc close to 11,13,TRUE,1004,TRUE,Saale
EFAS,12,14,Wittenberge,11.759441,52.985531,1,NRT_6h,C171,Elbe,DE,123300,123532,Elbe,3,0,TRUE,1,1,1,1,1,1,16.72,TRUE,4432500,3327500,6,ID_14.mod,,14,TRUE,1004,TRUE,Elbe
EFAS,12,15,Aken,12.058857,51.857869,1,NRT_6h,C349,Elbe,DE,69875,70093,Elbe,3,0,TRUE,1,1,1,1,1,1,50.2,TRUE,4457500,3202500,6,ID_15.mod,,15,TRUE,1004,TRUE,Elbe
EFAS,12,16,Magdeburg-Strombruecke,11.644332,52.1297,1,NRT_6h,,Elbe,DE,94975,94942,Elbe,2,0,TRUE,1,1,1,1,1,1,39.88,FALSE,4437500,3222500,6,ID_16.mod,Close to 4,16,TRUE,1004,TRUE,Elbe
EFAS,12,17,Havelberg Stadt,12.07804,52.824075,1,NRT_6h,,Elbe,DE,23550,23858,Elbe,1,0,TRUE,1,1,1,1,1,1,21.57,FALSE,4462500,3302500,6,ID_17.mod,Outliers exclude 2013 flood  negative values removed with qc,17,TRUE,1004,TRUE,Lower Havel waterway
EFAS,12,18,Halle-Trotha UP,11.954551,51.514254,1,NRT_6h,C350,Elbe,DE,18000,17988,Elbe,3,0,TRUE,1,1,1,1,1,1,69.34,TRUE,4457500,3157500,6,ID_18.mod,small outliers,18,TRUE,1004,TRUE,Saale
EFAS,12,19,Neu Darchau,10.8888,53.232262,1,NRT_6h,C172,Elbe,DE,131450,131950,Elbe,3,0,TRUE,1,1,1,1,1,1,5.68,TRUE,4377500,3352500,6,ID_19.mod,,19,TRUE,1004,TRUE,Elbe
EFAS,12,20,Schwedt-Oderbruecke,14.311627,53.035578,1,,,Oder,DE,112475,112950,Oder,,0,FALSE,0,0,1,0,1,1,-4.99,FALSE,4607500,3332500,,,No discharge data available for calibration period,20,FALSE,1004,FALSE,Oder
EFAS,12,21,Eisenhuettenstadt,14.687965,52.153321,1,NRT_6h,C365,Oder,DE,51150,52033,Oder,3,0,TRUE,1,1,1,1,1,1,25.17,TRUE,4642500,3237500,6,ID_21.mod,,21,TRUE,1004,TRUE,Oder
EFAS,12,22,Kienitz,14.433228,52.679839,1,,,Oder,DE,109425,109093,Oder,,0,FALSE,0,0,1,0,1,1,5.2,FALSE,4622500,3292500,,,No discharge data available for calibration period,22,FALSE,1004,FALSE,Oder
EFAS,12,23,Frankfurt (Oder),14.551714,52.357808,1,,,Oder,DE,51925,53580,Oder,,0,FALSE,0,0,1,0,1,1,17.19,FALSE,4632500,3262500,,,No discharge data available for calibration period,23,FALSE,1004,FALSE,Oder
EFAS,12,24,Stuetzkow,14.19335,52.983722,1,,,Oder,DE,112450,112143,Oder,,0,FALSE,0,0,1,0,1,1,-5,FALSE,4602500,3327500,,,No discharge data available for calibration period,24,FALSE,1004,FALSE,Oder
EFAS,12,25,Kietz,14.630298,52.577597,1,,,Oder,DE,52450,53752,Oder,,0,FALSE,0,0,1,0,1,1,8.69,FALSE,4637500,3282500,,,No discharge data available for calibration period,25,FALSE,1004,FALSE,Oder
EFAS,12,26,Hohensaaten-Finow,14.141123,52.864739,1,NRT_6h,C178,Oder,DE,109875,109564,Oder,3,0,TRUE,1,1,1,1,1,1,0.16,TRUE,4602500,3307500,6,ID_26.mod,,26,TRUE,1004,TRUE,Oder
EFAS,12,27,Leun (Neu),8.355275,50.545134,1,NRT_6h,C338,Rhine,DE,3575,3571,Rhine,3,0,TRUE,1,1,1,1,1,1,135,TRUE,4207500,3047500,6,ID_27.mod,,27,TRUE,1004,TRUE,Lahn
EFAS,12,28,Maxau,8.305614,49.038957,1,HIST_6h,,Rhine,DE,50425,50196,Rhine,1,0,TRUE,1,1,1,1,1,1,97.79,FALSE,4192500,2877500,6,ID_28.mod,Limited data period,28,TRUE,1004,TRUE,Rhine
EFAS,12,29,Raunheim,8.44832,50.01613,1,NRT_6h,,Rhine,DE,27100,27142,Rhine,0,0,TRUE,1,1,1,1,1,1,82.9,FALSE,4207500,2987500,6,ID_29.mod,oscillations jumps missing data,29,TRUE,1004,TRUE,Main
EFAS,12,30,Plittersdorf,8.135974,48.885937,1,NRT_6h,,Rhine,DE,48500,48276,Rhine,3,0,TRUE,1,1,1,1,1,1,106.76,TRUE,4182500,2862500,6,ID_30.mod,,30,TRUE,1004,TRUE,Rhine
EFAS,12,31,Frankfurt-Osthafen,8.715027,50.105711,1,NRT_6h,C211,Rhine,DE,24775,24764,Rhine,1,0,TRUE,1,1,1,1,1,1,90.64,FALSE,4222500,2997500,6,ID_31.mod,Quite large oscillations in low flow  no large flood peaks could use hist_24 instead,31,TRUE,1004,TRUE,Main
EFAS,12,32,Perl,6.369075,49.472537,1,NRT_6h,C207,Rhine,DE,11525,11522,Rhine,3,0,TRUE,1,1,1,1,1,1,138.5,TRUE,4057500,2942500,6,ID_32.mod,Use after 03-2013  Outliers removed with qcc and small oscillations zeros,32,TRUE,1004,TRUE,Moselle
EFAS,12,33,Plochingen,9.419239,48.707411,1,NRT_6h,C342,Rhine,DE,3975,3995,Rhine,3,0,TRUE,1,1,1,1,1,1,245.9,TRUE,4277500,2842500,6,ID_33.mod,,33,TRUE,1004,TRUE,Neckar
EFAS,12,34,Schweinfurt Neuer Hafen,10.220745,50.031183,1,NRT_6h,,Rhine,DE,12825,12715,Rhine,1,0,TRUE,1,1,1,1,1,1,204.04,FALSE,4332500,2982500,6,ID_34.mod,Outliers  small oscillations  zeros  qc,34,TRUE,1004,TRUE,Main
EFAS,12,35,Kleinheubach,9.233046,49.713596,1,NRT_6h,C335,Rhine,DE,21550,21505,Rhine,0,0,TRUE,1,1,1,1,1,1,119.62,FALSE,4262500,2957500,6,ID_35.mod,Wrong hydrometric zero or wrong rating curve  could use hist_24 instead,35,TRUE,1004,TRUE,Main
EFAS,12,36,Kaub,7.764994,50.085407,1,NRT_6h,C202,Rhine,DE,103525,103488,Rhine,3,0,TRUE,1,1,1,1,1,1,67.68,TRUE,4162500,2992500,6,ID_36.mod,,36,TRUE,1004,TRUE,Rhine
EFAS,12,37,Obernau,9.129109,49.933776,1,,,Rhine,DE,22275,22300,Rhine,,0,FALSE,0,0,1,0,1,1,107.8,FALSE,4257500,2977500,,,No discharge data available for calibration period,37,FALSE,1004,FALSE,Main
EFAS,12,38,Cochem,7.16831,50.143322,1,NRT_6h,C208,Rhine,DE,27025,27088,Rhine,3,0,TRUE,1,1,1,1,1,1,77,TRUE,4122500,3007500,6,ID_38.mod,,38,TRUE,1004,TRUE,Moselle
EFAS,12,39,Trunstadt,10.75524,49.92968,1,NRT_6h,,Rhine,DE,11950,12010,Rhine,3,0,TRUE,1,1,1,1,1,1,223.4,TRUE,4372500,2982500,6,ID_39.mod,Outliers  zeros removed with qc,39,TRUE,1004,TRUE,Main
EFAS,12,40,Koeln,6.963322,50.936914,1,NRT_6h,,Rhine,DE,144150,144231.54,Rhine,2,0,TRUE,1,1,1,1,1,1,34.97,FALSE,4107500,3092500,6,ID_40.mod,Few outliers removed with qc close to 58 and 62,40,TRUE,1004,TRUE,Rhine
EFAS,12,41,Oberwinter,7.215007,50.601027,1,,,Rhine,DE,140625,140738,Rhine,,0,FALSE,0,0,1,0,1,1,47.13,FALSE,4122500,3057500,,,No discharge data available for calibration period,41,FALSE,1004,FALSE,Rhine
EFAS,12,42,Kalkofen (Neu),7.889898,50.317832,1,NRT_6h,,Rhine,DE,5275,5304,Rhine,3,0,TRUE,1,1,1,1,1,1,86.39,TRUE,4172500,3027500,6,ID_42.mod,,42,TRUE,1004,TRUE,Lahn
EFAS,12,43,Wuerzburg,9.926005,49.796189,1,NRT_6h,C340,Rhine,DE,14125,14031,Rhine,2,0,TRUE,1,1,1,1,1,1,164.55,FALSE,4317500,2967500,6,ID_43.mod,Outliers  zeros removed with qc  small oscillations  close to 39 and 59,43,TRUE,1004,TRUE,Main
EFAS,12,44,Ruwer,6.70427,49.783015,1,,,Rhine,DE,23975,23883,Rhine,,0,FALSE,0,0,1,0,1,1,121,FALSE,4082500,2967500,,,No discharge data available for calibration period,44,FALSE,1004,FALSE,Moselle
EFAS,12,45,Worms,8.377548,49.631858,1,NRT_6h,C204,Rhine,DE,68950,68936,Rhine,3,0,TRUE,1,1,1,1,1,1,84.16,TRUE,4202500,2947500,6,ID_45.mod,,45,TRUE,1004,TRUE,Rhine
EFAS,12,46,Emmerich,6.245604,51.829213,1,NRT_6h,,Rhine,DE,159550,159555,Rhine,2,0,TRUE,1,1,1,1,1,1,8,FALSE,4057500,3197500,6,ID_46.mod,Close to 153,46,TRUE,1004,TRUE,Rhine
EFAS,12,47,Ruhrort,6.727942,51.455309,1,NRT_6h,,Rhine,DE,152875,153176,Rhine,3,0,TRUE,1,1,1,1,1,1,16.09,TRUE,4092500,3157500,6,ID_47.mod,,47,TRUE,1004,TRUE,Rhine
EFAS,12,48,Rees,6.395703,51.756915,1,NRT_6h,,Rhine,DE,159400,159683,Rhine,2,0,TRUE,1,1,1,1,1,1,8.73,FALSE,4067500,3192500,6,ID_48.mod,Close to 153,48,TRUE,1004,TRUE,Rhine
EFAS,12,49,Mainz,8.275352,50.003966,1,NRT_6h,C333,Rhine,DE,98300,98206,Rhine,3,0,TRUE,1,1,1,1,1,1,80.4,TRUE,4197500,2987500,6,ID_49.mod,,49,TRUE,1004,TRUE,Rhine
EFAS,12,50,Koblenz,7.60477,50.358608,1,HIST_24h,,Rhine,DE,109850,109806,Rhine,3,0,TRUE,0,1,1,0,1,1,57.67,TRUE,4147500,3027500,24,ID_50.mod,,50,FALSE,1004,FALSE,Rhine
EFAS,12,51,St.Arnual,7.022796,49.214863,1,HIST_6h,,Rhine,DE,3900,3945,Rhine,1,0,TRUE,1,1,1,1,1,1,183.25,FALSE,4102500,2902500,6,ID_51.mod,Limited data period,51,TRUE,1004,TRUE,Saar
EFAS,12,52,Kehl-Kronenhof,7.806693,48.563364,1,NRT_6h,,Rhine,DE,39525,39330,Rhine,0,0,TRUE,1,1,1,1,1,1,133,FALSE,4157500,2832500,6,ID_52.mod,Large Oscillations   change in low flow,52,TRUE,1004,TRUE,Rhine
EFAS,12,53,Diez Hafen,8.004968,50.371941,1,NRT_6h,,Rhine,DE,4900,4907,Rhine,2,0,TRUE,1,1,1,1,1,1,101.26,FALSE,4182500,3032500,6,ID_53.mod,close to 42,53,TRUE,1004,TRUE,Lahn
EFAS,12,54,Wesel,6.606833,51.646106,1,NRT_6h,,Rhine,DE,154150,154528,Rhine,1,0,TRUE,1,1,1,1,1,1,11.2,FALSE,4087500,3172500,6,ID_54.mod,Limited data period,54,TRUE,1004,TRUE,Rhine
EFAS,12,55,Bingen,7.899702,49.970312,1,,,Rhine,DE,99225,99090,Rhine,,0,FALSE,0,0,1,0,1,1,76.18,FALSE,4172500,2987500,,,No discharge data available for calibration period,55,FALSE,1004,FALSE,Rhine
EFAS,12,56,Oestrich,8.030081,50.002836,1,,,Rhine,DE,98675,98600,Rhine,,0,FALSE,0,0,1,0,1,1,77.56,FALSE,4182500,2987500,,,No discharge data available for calibration period,56,FALSE,1004,FALSE,Rhine
EFAS,12,57,Andernach,7.392084,50.443357,1,NRT_6h,,Rhine,DE,139600,139549,Rhine,2,0,TRUE,1,1,1,1,1,1,51.47,FALSE,4132500,3042500,6,ID_57.mod,Few outliers removed with qc close to 62,57,TRUE,1004,TRUE,Rhine
EFAS,12,58,Düsseldorf,6.769909,51.225463,1,NRT_6h,C203,Rhine,DE,147750,147680.43,Rhine,3,0,TRUE,1,1,1,1,1,1,24.48,TRUE,4092500,3127500,6,ID_58.mod,,58,TRUE,1004,TRUE,Rhine
EFAS,12,59,Steinbach,9.60371,50.009961,1,NRT_6h,,Rhine,DE,17925,17914.2,Rhine,3,0,TRUE,1,1,1,1,1,1,146.33,TRUE,4297500,2992500,6,ID_59.mod,,59,TRUE,1004,TRUE,Main
EFAS,12,60,Fremersdorf,6.648444,49.408914,1,NRT_6h,C214,Rhine,DE,7025,6983,Rhine,3,0,TRUE,1,1,1,1,1,1,165.5,TRUE,4077500,2932500,6,ID_60.mod,,60,TRUE,1004,TRUE,Saar
EFAS,12,61,Gundelsheim UP,9.153664,49.281374,1,,,Rhine,DE,12475,12332,Rhine,,0,FALSE,0,0,1,0,1,1,136.63,FALSE,4257500,2907500,,,No discharge data available for calibration period,61,FALSE,1004,FALSE,Neckar
EFAS,12,62,Bonn,7.10807,50.736364,1,NRT_6h,,Rhine,DE,140775,140901,Rhine,3,0,TRUE,1,1,1,1,1,1,42.66,TRUE,4117500,3072500,6,ID_62.mod,,62,TRUE,1004,TRUE,Rhine
EFAS,12,63,Speyer,8.44876,49.323786,1,NRT_6h,C334,Rhine,DE,53250,53131,Rhine,3,0,TRUE,1,1,1,1,1,1,88.51,TRUE,4212500,2917500,6,ID_63.mod,,63,TRUE,1004,TRUE,Rhine
EFAS,12,64,Heidelberg UP,8.717778,49.414661,1,HIST_24h,,Rhine,DE,13900,13783,Rhine,0,0,TRUE,0,1,1,1,1,1,103.26,FALSE,4227500,2922500,24,ID_64.mod,Almost same location as 932  wrong hydrometric zero,64,FALSE,1004,FALSE,Neckar
EFAS,12,65,Nierstein-Oppenheim,8.35244,49.864958,1,,,Rhine,DE,70500,70387,Rhine,,0,FALSE,0,0,1,0,1,1,80.19,FALSE,4202500,2972500,,,No discharge data available for calibration period,65,FALSE,1004,FALSE,Rhine
EFAS,12,66,Mannheim,8.45413,49.48476,1,,,Rhine,DE,54175,54017,Rhine,,0,FALSE,0,0,1,0,1,1,85.16,FALSE,4207500,2927500,,,No discharge data available for calibration period,66,FALSE,1004,FALSE,Rhine
EFAS,12,67,Breisach,7.572627,48.043177,1,HIST_24h,,Rhine,DE,37575,37575,Rhine,3,0,TRUE,0,1,1,1,1,1,191.85,TRUE,4142500,2777500,6,ID_67.mod,,67,FALSE,1004,FALSE,Rhine
EFAS,12,68,Rheinweiler,7.529335,47.711025,1,NRT_6h,,Rhine,DE,36650,36649,Rhine,0,0,TRUE,1,1,1,1,1,1,217.24,FALSE,4137500,2737500,6,ID_68.mod,Extremely low discharge possibly wrong location or wrong rating curve,68,TRUE,1004,TRUE,Rhine
EFAS,12,69,Erlln,12.813374,51.155168,0,HIST_24h,,Elbe,DE,5375,2983,Elbe,2,0,TRUE,0,1,1,1,1,0,133.03,FALSE,4517500,3117500,6,ID_69.mod,Moved on Elbe main stream  close to 82,69,FALSE,1007,FALSE,Freiberger Mulde
EFAS,12,71,Kriebstein UP,13.02157,51.055167,1,NRT_6h,,Elbe,DE,1800,1757,Elbe,3,0,TRUE,1,1,1,1,1,1,182.84,TRUE,4532500,3112500,6,ID_71.mod,Dam,71,TRUE,1007,TRUE,Zschopau
EFAS,12,73,Zwickau-Poelbitz,12.493595,50.740921,1,NRT_6h,,Elbe,DE,1025,1030,Elbe,3,0,TRUE,1,1,1,1,1,1,255.21,TRUE,4497500,3072500,6,ID_73.mod,,73,TRUE,1007,TRUE,Zwickauer Mulde
EFAS,12,74,Wolkenburg,12.671394,50.901464,1,NRT_6h,,Elbe,DE,1400,1416.38,Elbe,2,0,TRUE,1,1,1,1,1,1,207.78,FALSE,4507500,3087500,6,ID_74.mod,Outliers  zeros  negative values removed with qc close to 73,74,TRUE,1007,TRUE,Zwickauer Mulde
EFAS,12,75,Wechselburg 1,12.772535,51.006848,1,NRT_6h,,Elbe,DE,2125,2107,Elbe,2,0,TRUE,1,1,1,1,1,1,159.72,FALSE,4517500,3102500,6,ID_75.mod,close to 80,75,TRUE,1007,TRUE,Zwickauer Mulde
EFAS,12,76,Riesa,13.293276,51.31149,1,NRT_6h,,Elbe,DE,54450,54485,Elbe,2,0,TRUE,1,1,1,1,1,1,88.03,FALSE,4552500,3137500,6,ID_76.mod,Few outliers on 2013 flood  zeros  close to 78,76,TRUE,1007,TRUE,Elbe
EFAS,12,77,Muehlberg,13.190925,51.437427,1,HIST_24h,,Elbe,DE,55075,55030,Elbe,0,0,TRUE,0,1,1,0,1,1,81.68,FALSE,4542500,3152500,24,ID_77.mod,Extremely low discharge conpared to catchment size  Possibly wrong location or wrong data,77,FALSE,1004,FALSE,Elbe
EFAS,12,78,Torgau,13.01012,51.553713,1,NRT_6h,C163,Elbe,DE,55150,55211,Elbe,3,0,TRUE,1,1,1,1,1,1,75.18,TRUE,4532500,3157500,6,ID_78.mod,,78,TRUE,1007,TRUE,Elbe
EFAS,12,79,Lichtenwalde 1,13.020015,50.886191,1,NRT_6h,,Elbe,DE,1600,1575,Elbe,3,0,TRUE,1,1,1,1,1,1,251.91,TRUE,4532500,3092500,6,ID_79.mod,,79,TRUE,1007,TRUE,Zschopau
EFAS,12,80,Colditz,12.806467,51.121355,1,NRT_6h,,Elbe,DE,2325,2326,Elbe,3,0,TRUE,1,1,1,1,1,1,139.17,TRUE,4517500,3112500,6,ID_80.mod,,80,TRUE,1007,TRUE,Zwickauer Mulde
EFAS,12,81,Kleindalzig,12.291583,51.210414,1,NRT_6h,,Elbe,DE,2975,2891,Elbe,3,0,TRUE,1,1,1,1,1,1,119.55,TRUE,4482500,3122500,6,ID_81.mod,zeros removed with qc,81,TRUE,1007,TRUE,White Elster
EFAS,12,82,Golzern 1,12.777398,51.253004,1,NRT_6h,C165,Elbe,DE,5500,5442,Elbe,3,0,TRUE,1,1,1,1,1,1,117.7,TRUE,4512500,3127500,6,ID_82.mod,,82,TRUE,1007,TRUE,United Mulde
EFAS,12,83,Bad Dueben 1,12.580715,51.590779,1,NRT_6h,C353,Elbe,DE,6050,6171,Elbe,3,0,TRUE,1,1,1,1,1,1,81.5,TRUE,4502500,3162500,6,ID_83.mod,,83,TRUE,1007,TRUE,United Mulde
EFAS,12,84,Oberthau,12.147231,51.384405,0,NRT_6h,,Elbe,DE,4950,4939,Elbe,3,0,TRUE,0,1,1,1,1,0,87.27,TRUE,4477500,3142500,6,ID_84.mod,,84,FALSE,1007,FALSE,White Elster
EFAS,12,85,Boehlen 1,12.387218,51.211917,1,NRT_6h,,Elbe,DE,1400,1359,Elbe,3,0,TRUE,1,1,1,1,1,1,120.9,TRUE,4487500,3132500,6,ID_85.mod,,85,TRUE,1007,TRUE,Pleisse
EFAS,12,86,Neuwiese,14.197033,51.476458,1,NRT_6h,,Elbe,DE,675,669,Elbe,3,0,TRUE,1,1,0,1,1,1,109.72,TRUE,4617500,3157500,6,ID_86.mod,,86,TRUE,1007,TRUE,Blacl Elster
EFAS,12,87,Schoena,14.235233,50.875791,1,NRT_6h,,Elbe,DE,51400,51391,Elbe,3,0,TRUE,1,1,1,1,1,1,116.21,TRUE,4617500,3092500,6,ID_87.mod,,87,TRUE,1007,TRUE,Elbe
EFAS,12,88,Pirna,13.933004,50.9645,1,,,Elbe,DE,52000,52080,Elbe,,0,TRUE,0,0,1,1,1,1,108.06,FALSE,4607500,3102500,,,No discharge data available for calibration period,88,FALSE,1007,FALSE,Elbe
EFAS,12,89,Dresden,13.738831,51.054481,1,NRT_6h,C155,Elbe,DE,53125,53096,Elbe,3,0,TRUE,1,1,1,1,1,1,102.73,TRUE,4582500,3112500,6,ID_89.mod,,89,TRUE,1007,TRUE,Elbe
EFAS,12,90,Meissen,13.474611,51.164463,1,,,Elbe,DE,53950,53885,Elbe,,0,TRUE,0,0,1,1,1,1,94.84,FALSE,4562500,3122500,,,No discharge data available for calibration period,90,FALSE,1007,FALSE,Elbe
EFAS,12,91,Podrosche 3,14.946656,51.47187,1,NRT_6h,,Oder,DE,2100,2173,Oder,2,0,TRUE,1,1,0,1,1,1,120.6,FALSE,4657500,3167500,6,ID_91.mod,close to 150,91,TRUE,1007,TRUE,Lusatian Neisse
EFAS,12,92,Sprey,14.522407,51.430489,1,NRT_6h,,Elbe,DE,1650,1596,Elbe,2,0,TRUE,1,1,1,1,1,1,114.11,FALSE,4637500,3152500,6,ID_92.mod,close to 93,92,TRUE,1007,TRUE,Spree
EFAS,12,93,Spreewitz,14.404286,51.510861,1,NRT_6h,,Elbe,DE,2100,2033,Elbe,3,0,TRUE,1,1,1,1,1,1,99.03,TRUE,4632500,3162500,6,ID_93.mod,,93,TRUE,1007,TRUE,Spree
EFAS,12,94,Goerlitz,14.993189,51.161195,1,NRT_6h,,Oder,DE,1600,1621,Oder,3,0,TRUE,1,1,0,1,1,1,175.63,TRUE,4672500,3127500,6,ID_94.mod,,94,TRUE,1007,TRUE,Lusatian Neisse
EFAS,12,95,Gornja Radgona,15.9956,46.6811,1,HIST_6h,,Danube,SI,10200,10197.2,Danube,3,0,TRUE,1,1,1,1,1,1,202.34,TRUE,4772500,2642500,6,ID_95.mod,,95,TRUE,1005,TRUE,Mur
EFAS,12,96,Ptuj,15.8675,46.4169,1,HIST_6h,,Danube,SI,13750,13664.1,Danube,3,0,TRUE,1,1,1,1,1,1,214.62,TRUE,4767500,2612500,6,ID_96.mod,Dams  strongly regulated,96,TRUE,1005,TRUE,Drava
EFAS,12,97,Borl,15.9962,46.371,1,HIST_6h,,Danube,SI,14775,14661.5,Danube,0,0,TRUE,1,1,1,1,1,1,201.49,FALSE,4777500,2602500,6,ID_97.mod,Discharge is too small compared to catchment area wrong location,97,TRUE,1005,TRUE,Drava
EFAS,12,98,Radovljica,14.1654,46.34,1,HIST_6h,C371,Danube,SI,900,907.97,Danube,3,0,TRUE,1,1,1,1,1,1,408.09,TRUE,4642500,2587500,6,ID_98.mod,Use after 01-2014 oscillations in low flow,98,TRUE,1005,TRUE,Sava
EFAS,12,99,Medno,14.4405,46.1225,1,HIST_6h,,Danube,SI,2125,2201.45,Danube,3,0,TRUE,1,1,1,1,1,1,300.27,TRUE,4667500,2567500,6,ID_99.mod,Dam,99,TRUE,1005,TRUE,Sava
EFAS,12,100,Å Entjakob,14.5824,46.084,1,HIST_6h,,Danube,SI,2150,2284.8,Danube,1,0,TRUE,1,1,1,1,1,1,268.19,FALSE,4672500,2562500,6,ID_100.mod,oscillation in low flow almost same location as 99 and almost same data   use 99,100,TRUE,1005,TRUE,Sava
EFAS,12,101,Hrastnik,15.0906,46.122,1,HIST_6h,C370,Danube,SI,5200,5176.79,Danube,3,0,TRUE,1,1,1,1,1,1,193.85,TRUE,4717500,2567500,6,ID_101.mod,,101,TRUE,1005,TRUE,Sava
EFAS,12,102,Jesenice na Dolenjskem,15.6925,45.8605,1,HIST_6h,,Danube,SI,10675,10881.64,Danube,3,0,TRUE,1,1,1,1,1,1,129.43,TRUE,4767500,2542500,6,ID_102.mod,,102,TRUE,1005,TRUE,Sava
EFAS,12,103,Moste,14.5444,46.0554,1,HIST_6h,C374,Danube,SI,1825,1762.32,Danube,3,0,TRUE,1,1,1,1,1,1,281.29,TRUE,4667500,2557500,6,ID_103.mod,,103,TRUE,1005,TRUE,Ljubljanica
EFAS,12,104,Medlog,15.2204,46.2332,1,HIST_6h,,Danube,SI,1000,1037.1,Danube,3,0,TRUE,0,1,1,1,1,1,238.16,TRUE,4722500,2582500,6,ID_104.mod,,104,FALSE,1005,FALSE,Savinja
EFAS,12,105,Laško,15.2336,46.154,1,HIST_6h,,Danube,SI,1675,1663.6,Danube,3,0,TRUE,1,1,1,1,1,1,215.03,TRUE,4727500,2572500,6,ID_105.mod,,105,TRUE,1005,TRUE,Savinja
EFAS,12,106,Veliko Širje,15.1924,46.0919,1,HIST_6h,C373,Danube,SI,1700,1841.9,Danube,2,0,TRUE,1,1,1,1,1,1,189.96,FALSE,4722500,2572500,6,ID_106.mod,almost same location as 105 and almost same data   use 105,106,TRUE,1005,TRUE,Savinja
EFAS,12,107,Podbočje,15.4555,45.8644,1,HIST_6h,C372,Danube,SI,1875,2238.12,Danube,3,0,TRUE,1,1,1,1,1,1,146.32,TRUE,4747500,2547500,6,ID_107.mod,use after 02-1998,107,TRUE,1005,TRUE,Krka
