station_id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_5
1905,La Loire à Villerest,3857500.0,2562500.0,6725.0,Loire,Loire,Loire,FR,,9511.0,517.0255546344159,708.5611202076002,1179.9247676863656,1492.0085170215998,1791.3667420618497,2178.855257940915,2469.2233727123644,2758.5319830082126,3140.219758995458,1
3154,La Loire à Bas-en-Basset,3857500.0,2482500.0,3325.0,Loire,Loire,Loire,FR,,9511.0,344.27460611638855,491.0008972393456,852.0901787927613,1091.162702596228,1320.4868072128427,1617.3233378985788,1839.7605464310118,2061.386118953872,2353.778978577533,1
3156,L'Arroux à Étang-sur-Arroux,3877500.0,2652500.0,1925.0,Loire,Arroux,Loire,FR,,9411.0,153.71159048590238,184.17909752058785,259.1587766338487,308.80184840397993,356.4206747039958,418.05836088554395,464.2471329445232,510.26736993291627,570.982334097112,0
3159,La Loire à Gilly-sur-Loire,3842500.0,2622500.0,13950.0,Loire,Loire,Loire,FR,,9311.0,741.6798247654045,950.1275620197491,1463.1115890168699,1802.751651101973,2128.5425529189733,2550.2454575744187,2866.2524420411846,3181.1063701035746,3596.496342217054,1
3160,L'Aron à Verneuil,3832500.0,2657500.0,1525.0,Aron,Aron,Loire,FR,,9211.0,65.28248776772283,73.62877415833556,94.16875055493014,107.76800217179401,120.8127308209845,137.69779400453433,150.35077277290216,162.95758294715517,179.58987513086643,1
3162,L'Alagnon à Lempdes-sur-Allagnon,3792500.0,2497500.0,1100.0,Allier,Alagnon,Loire,FR,,8611.0,96.22647921227852,123.07971065055364,189.1647590302522,232.91881130740788,274.88874872295037,329.21452767390184,369.92405420449313,410.4850385110434,463.9975553904725,1
2941,La Dore a Saint-Gervais-sous-Meymont MaisonDuParc-GirouxDore,3822500.0,2532500.0,900.0,Allier,Dore,Loire,FR,,8411.0,60.59746193501896,78.13592983803757,121.29760676846306,149.87439251783522,177.28593149578523,212.76735698559392,239.3556923985971,265.84701144191024,300.79727662161156,0
2951,La Sioule a Saint-Priest-des-Champs [Fades-Besserve],3767500.0,2567500.0,1350.0,Allier,Sioule,Loire,FR,,8211.0,145.9357701123821,180.73892036838697,266.38849568004764,323.09596715182204,377.4911352516382,447.90010081507353,500.66171246511607,553.2308058569913,622.5857425175079,5
3169,L'Allier à Cuffy,3792500.0,2667500.0,14300.0,Allier,Allier,Loire,FR,,8111.0,543.3135580132939,658.8173512057288,943.0689422556234,1131.2682290777009,1311.79350338918,1545.4649537467271,1720.5688232441325,1895.0337681351862,2125.207134683479,2
3173,La Loire à Blois,3672500.0,2757500.0,38375.0,Loire,Loire,Loire,FR,,7111.0,1300.3338094988198,1531.4752360890134,2100.3077951751193,2476.924445044253,2838.184177617904,3305.797845500291,3656.2084863842856,4005.3405377006648,4465.953984554329,0
3174,Le Cher à Saint-Amand-Montrond,3747500.0,2652500.0,3900.0,Cher,Cher,Loire,FR,,6511.0,82.15455036802982,92.01562003080075,116.28343551653558,132.35084098039238,147.7630820564103,167.71264723075484,182.66203900058082,197.55688295099446,217.20780123958872,0
3175,L'Yèvre à Savigny-en-Septaine,3757500.0,2687500.0,550.0,Cher,Yevre,Loire,FR,,6411.0,13.922305154231976,15.760497074970342,20.284235765131086,23.279344401508958,26.152324513734165,29.8711025753242,32.65780342127736,35.434336063945615,39.097443664691795,1
2957,La Sauldre a Selles-sur-Cher,3692500.0,2722500.0,2100.0,Cher,Sauldre,Loire,FR,,6211.0,69.88921319605726,86.22662900759636,126.4325504731943,153.0523689160814,178.5867378697061,211.63835931227106,236.40589851700054,261.0830651315519,293.6399006614137,0
3178,Le Cher à Tours,3617500.0,2737500.0,13650.0,Cher,Cher,Loire,FR,,6111.0,277.6710057193178,317.4363121588309,415.2976144728278,480.090311797576,542.2410226501033,622.6887427881979,682.972988325555,743.0372667773204,822.2806769028915,0
3180,L'Indre à Saint-Cyran-du-Jambot,3647500.0,2697500.0,1775.0,Loire,Indre,Loire,FR,,5211.0,42.30236286776454,47.96459674707457,61.899195296656316,71.12511202590663,79.9748328534746,91.4298887115767,100.01384110710228,108.5664721022442,119.85004468598817,0
3181,Le Clain à Poitiers,3582500.0,2657500.0,2450.0,Vienne,Clain,Loire,FR,,4411.0,75.64481412561237,92.39165037708497,133.6051440465286,160.89206296011184,187.0663307013424,220.9462354873461,246.33445650089067,271.6300401605971,305.0027595535643,0
3183,La Creuse à Ciron [Scoury],3652500.0,2652500.0,3500.0,Vienne,Creuse,Loire,FR,,4231.0,176.62047879503973,221.19726866294312,330.8994965606697,403.53191693477834,473.2026783566248,563.3843325934039,630.96279196606,698.2946688921004,787.1262951982328,0
3185,L'Anglin à Mérigny,3627500.0,2657500.0,1625.0,Vienne,Anglin,Loire,FR,,4222.0,130.12848662579432,150.74619576556873,201.48579889722316,235.07983116892453,267.3040334679001,309.01495797160464,340.27142627244814,371.41384497083345,412.5003529724272,1
1911,La Vienne à Nouatre,3602500.0,2702500.0,20000.0,Vienne,Vienne,Loire,FR,,4111.0,941.3729226041746,1075.1177672469103,1404.2600736045908,1622.1809200304465,1831.2158278853808,2101.790074511593,2304.547396803639,2506.564891685233,2773.0886161365024,1
3189,Le Thouet à Missé [Missé],3547500.0,2702500.0,1150.0,Thouet,Thouet,Loire,FR,,3211.0,35.79450705812473,43.81136304851642,63.54062048242703,76.60310560300952,89.13295494198235,105.35155967179753,117.50512161397785,129.6143372501515,145.59014792649012,1
