station_id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter
2829,HONE PONTE SR DORA,4142500.0,2507500.0,2825.0,Tanaro,Baltea,Po,IT,,8111
126,Seitakorva,5092500.0,4912500.0,28675.0,"Kemijoki, below Jumiskonjoki",Kemijoki,Kemijoki,FI,1.0,51
17,Havelberg Stadt,4462500.0,3302500.0,23550.0,Havel,Lower Havel waterway,Elbe,DE,2.0,2111
1823,LEŻACHÓW,5217500.0,3082500.0,8250.0,San,San,Vistula,PL,2.0,4311
1944,EMSFORS BRUK,4712500.0,3797500.0,4450.0,Eman,Eman,Eman,SE,1.0,1
2610,OSINKINA,5472500.0,3932500.0,3175.0,Velikaya,Sorot,Narva,RU,3.0,6
3129,L'Armançon à Aisy-sur-Armançon [aval],3887500.0,2747500.0,1425.0,Yonne,Armancon,Seine,FR,3.0,1021
5167,Guadiana en Villarubia,3142500.0,1897500.0,12050.0,Ciguela,Ciguela,Guadiana,ES,2.0,1611
895,Augsburg u. d. Wertachmündung,4387500.0,2807500.0,4075.0,Lech,Lech,Danube,DE,,212013
1736,Kozluk,4902500.0,2387500.0,2150.0,Sava,Vrbas,Danube,BA,,105431
3124,L'Aube à Bar-sur-Aube,3927500.0,2802500.0,1300.0,"Seine, headwaters",Aube,Seine,FR,2.0,1121
1987,KULDIGA,5047500.0,3822500.0,8250.0,Venta,Venta,Venta,LV,1.0,1
464,Donauwörth,4377500.0,2842500.0,15175.0,Danube,Danube,Danube,DE,,212311
4113,Tevere a Ripetta,4527500.0,2092500.0,17250.0,"Tiber, below Aniene",Tiber,Tiber,IT,1.0,111
1175,Villavieja De Muño,3182500.0,2237500.0,1575.0,Pisuerga,Arlanzon,Douro,ES,3.0,18631
3104,La Seille à Metz,4037500.0,2887500.0,1175.0,Moselle,Seille,Rhine,FR,,4541
3131,L'Epte à Fourges,3712500.0,2922500.0,1450.0,"Seine, below Oise",Epte,Seine,FR,2.0,321
262,Smederevo,5187500.0,2462500.0,520500.0,Danube,Danube,Danube,RS,,91111
978,Guadalq_Men,3107500.0,1767500.0,16200.0,Grande,Guadalquivir,Guadalquivir,ES,1.0,791
210,Salzburg,4552500.0,2747500.0,4625.0,Inn,Salzach,Danube,AT,,202311
3199,La Mayenne à l'Huisserie [Bonne],3522500.0,2822500.0,3675.0,Maine,Mayenne,Loire,FR,,2431
612,Jiloca En Calamocha,3367500.0,2047500.0,1925.0,Jalon,Jiloca,Ebro,ES,3.0,8211
146,Pajala pumphus,4887500.0,4957500.0,16875.0,Torne,Torne,Torne,SE,1.0,5
4111,Tevere a Stimigliano,4532500.0,2132500.0,14425.0,"Tiber, below Nera",Tiber,Tiber,IT,1.0,311
818,Korosladany hid,5162500.0,2712500.0,8775.0,Tisa,Crisul Repede,Danube,HU,,124411
1705,Mutyn,5922500.0,3407500.0,25575.0,Desna,Seim,Dnieper,UA,3.0,441
1981,LANGNES,4387500.0,4052500.0,40525.0,"Glomma, below Lagen",Glomma,Glomma,NO,1.0,111
1723,Tsarychanka,6082500.0,3167500.0,9175.0,Oril,Oril,Dnieper,UA,2.0,161
8,Grosse Traenke Wehr UP,4592500.0,3257500.0,6625.0,Havel,Muggelspree,Elbe,DE,3.0,2211
2153,RHEINFELDEN,4147500.0,2717500.0,34675.0,Rhine,Rhine,Rhine,DE,,11711
288,Margecany,5122500.0,2927500.0,1050.0,Tisa,Hornad,Danube,SK,,126351
1430,Cidadelhe,2887500.0,2142500.0,1775.0,Coa,Coa,Douro,PT,2.0,8111
1132,Håkkadalbrua,4397500.0,4547500.0,2125.0,Byaelva,Byaelva,Byaelva,NO,1.0,1
1932,La Marne à Gournay-sur-Marne [station ultra-son],3777500.0,2887500.0,12475.0,Marne,Marne,Seine,FR,2.0,611
4312,Escalona,3397500.0,1847500.0,17325.0,Jucar,Jucar,Jucar,ES,1.0,51
604,Segre En Seo De Urgel,3622500.0,2177500.0,1200.0,Segre,Segre,Ebro,ES,2.0,2911
291,Lekárovce,5222500.0,2902500.0,2050.0,Tisa,Uzh,Danube,SK,,128222
1037,Bertnem,4427500.0,4597500.0,5175.0,Namsen,Namsen,Namsen,NO,1.0,1
26,Hohensaaten-Finow,4602500.0,3307500.0,109875.0,"Oder, below Warta",Oder,Oder,DE,1.0,1311
2905,Eikhomkilen,4232500.0,3987500.0,1050.0,Nidelva,Fyreselv,Nidelva,NO,2.0,2
2723,Roudn_Malsa,4647500.0,2887500.0,3050.0,Vltava,Malse,Elbe,CZ,3.0,12911
1565,Kingston,3602500.0,3192500.0,10000.0,Thames,Thames,Thames,UK,1.0,31
3181,Le Clain à Poitiers,3582500.0,2657500.0,2450.0,Vienne,Clain,Loire,FR,,4411
130,"Ounasjoki, Köngäs",4947500.0,5047500.0,4625.0,Ounasjoki,Ounasjoki,Kemijoki,FI,2.0,23
1997,SAARENPAA,4987500.0,4612500.0,1050.0,Lestijoki,Lestijoki,Lestijoki,FI,1.0,1
2865,Muroleenkoski,5052500.0,4377500.0,6150.0,Kokem,Kokemaenjoki,Kokem,FI,1.0,5
137,"Tengeliönjoki, Haapakoski",4937500.0,4867500.0,3000.0,Torne,Tengelionjoki,Torne,FI,2.0,2
282,Banská Bystrica,4992500.0,2887500.0,1825.0,Hron,Hron,Danube,SK,,156111
2505,BESIRI,7007500.0,2212500.0,2500.0,Tigris,YANARSU CAYI,Tigris & Euphrates,TR,3.0,22
87,Schoena,4617500.0,3092500.0,51400.0,"Elbe, below Ohre",Elbe,Elbe,DE,1.0,9111
2821,Casalecchio Chiusa,4422500.0,2372500.0,1050.0,Reno,Reno,Reno,IT,1.0,1
4258,Gorenja Gomila,4732500.0,2542500.0,1425.0,Sava,Krka,Danube,SI,,109161
1913,La Loire à Nevers,3807500.0,2672500.0,17650.0,Loire,Loire,Loire,FR,,9111
156,Achleiten / Donau,4582500.0,2837500.0,76825.0,Danube,Danube,Danube,AT,,192013
799,Hoghiz,5502500.0,2667500.0,7050.0,Danube,Olt,Danube,RO,,63111
562,Nespeky,4652500.0,2982500.0,4075.0,Vltava,Sazava,Elbe,CZ,3.0,12411
630,N.Ribagorzana (Montañana),3552500.0,2162500.0,1125.0,Segre,Noguera Ribagorzana,Ebro,ES,3.0,2411
153,Lobith,4052500.0,3202500.0,159675.0,Rhine,Rhine,Rhine,NL,,3311
2528,NEW JERASH BRIDGE,6742500.0,1427500.0,3975.0,Jordan / Dead Sea,NAHR AZ ZARQA,Jordan,JO,2.0,2
3116,L'Essonne à la Ferté-Alais et à Guigneville-sur-Essonne,3757500.0,2847500.0,1100.0,"Seine, below Yonne",Essonne,Seine,FR,2.0,721
791,Adancata,5612500.0,2547500.0,3750.0,Ialomita,Prahova,Danube,RO,,51211
48,Rees,4067500.0,3192500.0,159400.0,Rhine,Rhine,Rhine,DE,,3311
2705,GUGARK (MEGRUT),7132500.0,2627500.0,1100.0,KURA,DEBEDA,Kura,AM,2.0,12
1185,Castropepe,3032500.0,2232500.0,7000.0,Esla,Esla,Douro,ES,1.0,14711
2771,L'Adour à Saint-Vincent-De-Paul,3432500.0,2357500.0,7800.0,Adour,Adour,Adour,FR,1.0,33
3138,L'Eure à Louviers,3677500.0,2937500.0,5875.0,Eure,Eure,Seine,FR,2.0,211
2197,ULLARFOSS,3077500.0,4947500.0,2725.0,Skjalfandafljot,"SVARTA, BAROARDAL",Skjalfandafljot,IS,1.0,1
2748,ISACCEA,5757500.0,2642500.0,785768.0,Danube,Danube,Danube,UA,,11111
3257,L'Hérault à Agde,3787500.0,2272500.0,2625.0,Herault,Herault,Herault,FR,1.0,1
1240,Byske,4847500.0,4692500.0,3675.0,Byske,Byske,Byske,SE,1.0,1
922,Steinbach,4292500.0,2987500.0,18225.0,Main,Main,Rhine,DE,,8511
592,Plovdiv,5532500.0,2237500.0,8025.0,Evros,Evros,Evros,BG,1.0,1
3005,Tous,3402500.0,1842500.0,17675.0,Jucar,Jucar,Jucar,ES,1.0,51
1949,ANJALA,5232500.0,4282500.0,35625.0,Kymijoki,Kymijoki,Kymijoki,FI,1.0,11
3154,La Loire à Bas-en-Basset,3857500.0,2482500.0,3325.0,Loire,Loire,Loire,FR,,9511
1926,L'Yonne à Gurgy,3842500.0,2767500.0,3800.0,Yonne,Yonne,Seine,FR,2.0,1051
2036,Bajina Bašta,5087500.0,2367500.0,15025.0,Sava,Drina,Danube,BA,,102311
3328,Ponti sul Mincio - Monzambano,4377500.0,2477500.0,2450.0,Mincio,Mincio,Po,IT,,1611
330,Almourol,2742500.0,2012500.0,67500.0,Tagus,Tagus,Tagus,PT,1.0,311
352,"Mühlau, Hünenberg",4197500.0,2677500.0,3250.0,Aare,Reuss,Rhine,CH,,12411
1847,NOWA WIEŚ PODGÓRNA,4842500.0,3252500.0,20500.0,Warta,Warta,Oder,PL,2.0,2571
491,Tokarnia,5057500.0,3127500.0,1225.0,Nida,Czarna Nida,Vistula,PL,3.0,5421
2664,USKOSY,5737500.0,3667500.0,2700.0,Sozh,Sozhenka,Dnieper,RU,3.0,873
2851,GRADO I,3512500.0,2172500.0,2175.0,Segre,Cinca,Ebro,ES,3.0,2271
2140,STEIN-KREMS,4732500.0,2822500.0,96025.0,Danube,Danube,Danube,AT,,191311
1995,PAPPILANKOSKI,4942500.0,4287500.0,1350.0,Kokemaenjoki-Archipelago Sea-Bothnian Sea,Eurajoki,Eurajoki,FI,1.0,1
2206,TRZEBIATOW,4667500.0,3457500.0,1100.0,Rega,REGA,Rega,PL,1.0,1
520,DOBRYLAS,5102500.0,3422500.0,4525.0,Narew,Pisa,Vistula,PL,3.0,2506
783,Arad,5197500.0,2622500.0,27300.0,Tisa,Mures,Danube,RO,,122111
4143,Sacco a Ceccano,4602500.0,2057500.0,1375.0,Sacco,Sacco,Liri,IT,2.0,2
600,Ebro En Zaragoza,3407500.0,2132500.0,41075.0,Ebro,Ebro,Ebro,ES,1.0,7111
2849,MEQUINENZA,3497500.0,2087500.0,57925.0,Ebro,Ebro,Ebro,ES,1.0,3111
1342,Chortkiv,5462500.0,3007500.0,3150.0,Seret,Seret,Dniester,UA,2.0,41
1060,Driva v/Elverhøy bru,4252500.0,4392500.0,2425.0,Driva,Driva,Driva,NO,1.0,1
2875,Lieksanjoki Lieksankoski,5312500.0,4607500.0,8100.0,Neva,Lieksanjoki,Neva,FI,2.0,33
1707,Reni,5737500.0,2657500.0,784045.0,Danube,Danube,Danube,UA,,11111
127,Vanttauskoski,5062500.0,4897500.0,30300.0,"Kemijoki, below Jumiskonjoki",Kemijoki,Kemijoki,FI,1.0,51
497,NISKO,5177500.0,3117500.0,15575.0,San,San,Vistula,PL,2.0,4111
531,SKOROGOSZCZ,4857500.0,3102500.0,4625.0,Eastern Neisse,Eastern Neisse,Oder,PL,2.0,8111
527,Opole,4877500.0,3092500.0,11050.0,"Oder, headwaters",Oder,Oder,PL,1.0,9311
1828,UNIEJÓW,4922500.0,3242500.0,9075.0,Warta,Warta,Oder,PL,2.0,2731
2059,STE CROIX VOLVESTRE,3602500.0,2277500.0,4700.0,"Garonne, below Salat",Garonne,Garonne,FR,1.0,551
851,Stara Gradiska,4882500.0,2477500.0,39300.0,Sava,Sava,Danube,HR,,105511
840,Sisinec,4787500.0,2502500.0,7050.0,Sava,Kupa,Danube,HR,,108311
191,Deutsch Haslau,4832500.0,2792500.0,2300.0,Leitha,Leitha,Danube,AT,,174111
675,Hidasnemeti,5147500.0,2882500.0,4450.0,Tisa,Hornad,Danube,HU,,126311
1698,Metlika,4732500.0,2517500.0,2100.0,Sava,Kolpa,Danube,SI,,108521
2169,DALUM,4132500.0,3282500.0,4950.0,Ems,Ems,Ems,DE,1.0,1
2824,Fossano,4142500.0,2387500.0,1400.0,Tanaro,Stura Demonte,Po,IT,,8411
3243,La Loue à Chenecey-Buillon,4012500.0,2677500.0,1100.0,Saone,Loue,Rhone,FR,4.0,642
2035,Podsused žicara,4782500.0,2537500.0,12225.0,Sava,Sava,Danube,HR,,109111
2154,VLOTHO,4247500.0,3232500.0,17625.0,"Weser, below Diemel",Weser,Weser,DE,1.0,311
845,Zagreb,4787500.0,2537500.0,12250.0,Sava,Sava,Danube,HR,,109111
702,Tiszafured,5122500.0,2782500.0,62625.0,Tisa,Tisza,Danube,HU,,125311
3170,La Loire à Cours-les-Barres,3792500.0,2682500.0,32800.0,Loire,Loire,Loire,FR,,7111
2915,L Eure a Louviers,3682500.0,2942500.0,5900.0,Eure,Eure,Seine,FR,2.0,211
530,OŁAWA (MOST),4842500.0,3117500.0,20025.0,"Oder, below Easter Neisse",Oder,Oder,PL,1.0,7571
1956,SIKFORS KRV,4837500.0,4757500.0,10900.0,Pitealven,Pitealven,Pitealven,SE,1.0,1
1545,Reading,3557500.0,3207500.0,4625.0,Thames,Thames,Thames,UK,1.0,91
3244,La Loue à Champagne-sur-Loue,4002500.0,2667500.0,1350.0,Saone,Loue,Rhone,FR,4.0,642
1664,Leposaviç,5202500.0,2277500.0,4725.0,Velika Morava,Ibar,Danube,XK,,82231
3180,L'Indre à Saint-Cyran-du-Jambot,3647500.0,2697500.0,1775.0,Loire,Indre,Loire,FR,,5211
169,Steyr (Ortskai),4652500.0,2782500.0,5975.0,Enns,Enns,Danube,AT,,191611
434,Rubiera SS9,4382500.0,2392500.0,1425.0,Secchia,Secchia,Po,IT,,1411
1340,Zarichne,5337500.0,2992500.0,1325.0,"Dniester, below Stryi",Svicha,Dniester,UA,2.0,54
100,Å Entjakob,4672500.0,2562500.0,2150.0,Sava,Sava,Danube,SI,,109511
2957,La Sauldre a Selles-sur-Cher,3692500.0,2722500.0,2100.0,Cher,Sauldre,Loire,FR,,6211
3021,45836_Brodarevo_Lim,5112500.0,2287500.0,2750.0,Sava,Lim,Danube,RS,,102431
626,Aragon A.A. Yesa,3402500.0,2237500.0,2225.0,Aragon,Aragon,Ebro,ES,2.0,10511
5226,Gendron,3962500.0,3022500.0,1425.0,Meuse,Lesse,Rhine,BE,,2721
2006,KALTIMO,5332500.0,4552500.0,20525.0,Neva,Pielisjoki,Neva,FI,1.0,31
1173,Covarrubias,3207500.0,2207500.0,1200.0,Pisuerga,Arlanza,Douro,ES,4.0,18621
272,Moravský Sv. Ján,4832500.0,2857500.0,24125.0,Morava,Morava,Danube,SK,,181111
2149,AVLAKION,5307500.0,1857500.0,1550.0,Akheloos,Acheloos Potamos,Akheloos,GR,1.0,1
1849,ŚREM,4797500.0,3247500.0,22425.0,Warta,Warta,Oder,PL,2.0,2551
2997,Cedillo,2827500.0,2012500.0,56675.0,Tagus,Tagus,Tagus,ES,1.0,511
1744,Goražde,5042500.0,2327500.0,6000.0,Sava,Drina,Danube,BA,,102511
866,Batina,5002500.0,2572500.0,209125.0,Danube,Danube,Danube,HR,,151111
2064,BEZIERS-TABARKA,3762500.0,2282500.0,1300.0,Orb,Orb,Orb,FR,1.0,1
370,"Chancy, Aux Ripes",4007500.0,2567500.0,10375.0,"Rhone, headwaters",Rhone,Rhone,CH,1.0,931
1800,NOWY SĄCZ,5087500.0,2997500.0,4450.0,Dunajec,Dunajec,Vistula,PL,2.0,6111
281,Komárno,4927500.0,2772500.0,150775.0,Danube,Danube,Danube,SK,,171111
236,Radalj,5047500.0,2412500.0,17850.0,Sava,Drina,Danube,RS,,102311
2721,Brandyl nad labem,4647500.0,3022500.0,13275.0,"Elbe, below Jizera",Elbe,Elbe,CZ,1.0,13111
1878,WŁOCŁAWEK,4937500.0,3322500.0,171250.0,"Vistula, below Narew",Vistula,Vistula,PL,1.0,1511
2847,ALCALA DEL RIO 5035,2912500.0,1752500.0,47275.0,Guadiamar,Guadalquivir,Guadalquivir,ES,1.0,171
120,Marburg,4237500.0,3082500.0,1675.0,Lahn,Lahn,Rhine,DE,,5211
972,Genil_Ecija,2987500.0,1742500.0,8050.0,Genil,Genil,Guadalquivir,ES,2.0,411
3020,Ricobayo,2997500.0,2192500.0,16250.0,Esla,Esla,Douro,ES,1.0,14111
1346,Lutsk,5397500.0,3182500.0,7150.0,Pripyat,Styr,Dnieper,UA,3.0,661
864,Belisce,4982500.0,2542500.0,37900.0,Drava,Drava,Danube,HR,,141111
1635,Svetilovichi,5732500.0,3512500.0,5075.0,Sozh,Besed,Dnieper,BY,3.0,841
690,Nogradszakal,5027500.0,2832500.0,1875.0,Ipel,Ipel,Danube,HU,,154111
11,Calbe Grizehne,4442500.0,3202500.0,23725.0,Saale,Saale,Elbe,DE,2.0,4111
3151,L'Orne à May-sur-Orne,3567500.0,2942500.0,2525.0,Orne,Orne,Orne,FR,1.0,1
2482,MANISA,5832500.0,1907500.0,15850.0,Gediz,Gediz,Gediz,TR,1.0,1
4017,Pizzighettone - ponte Trento e Trieste,4302500.0,2452500.0,7900.0,Adda,Adda,Po,it,,4111
230,Jasa Tomic,5167500.0,2547500.0,4550.0,Tamis,Tamis,Danube,RS,,92411
57,Andernach,4132500.0,3042500.0,139600.0,Rhine,Rhine,Rhine,DE,,3711
1857,SKWIERZYNA,4702500.0,3292500.0,30850.0,Warta,Warta,Oder,PL,2.0,2511
1628,Bobruisk,5582500.0,3517500.0,20400.0,Berezina,Berezina,Dnieper,BY,2.0,921
1367,Daldowie,3442500.0,3722500.0,1975.0,Clyde,Clyde,Clyde,UK,1.0,1
182,Kirchbichl-Bichlwang,4477500.0,2712500.0,9525.0,Inn,Inn,Danube,AT,,203311
574,Olomouc,4847500.0,2962500.0,3450.0,Morava,Morava,Danube,CZ,,183511
1905,La Loire à Villerest,3857500.0,2562500.0,6725.0,Loire,Loire,Loire,FR,,9511
613,Jiloca En Morata De Jiloca,3352500.0,2087500.0,2975.0,Jalon,Jiloca,Ebro,ES,3.0,8211
1493,Colwick,3572500.0,3372500.0,7550.0,Trent,Trent,Trent,UK,1.0,3
3101,La Meurthe à Laneuveville-devant-Nancy [la Madeleine],4047500.0,2842500.0,2800.0,Moselle,Meurthe,Rhine,FR,,4561
38,Cochem,4122500.0,3007500.0,27025.0,Moselle,Moselle,Rhine,DE,,4111
1836,WŁODAWA,5257500.0,3247500.0,14250.0,Narew,Bug,Vistula,PL,3.0,2419
1569,River Lee At Feildes Weir (Gauged),3632500.0,3232500.0,1125.0,Lee,Lee,Thames,UK,2.0,22
1514,Wimborne A31,3482500.0,3142500.0,1025.0,Stour,Stour,Stour,UK,,3
2674,BALTI (BELTSY),5647500.0,2902500.0,1125.0,Reut,Reut,Dniester,MD,2.0,21
2538,TUNKKARI,5002500.0,4557500.0,1400.0,Perhonjoki,Perhonjoki,Perhonjoki,FI,1.0,1
3123,La Seine à Courtenot,3897500.0,2797500.0,2600.0,"Seine, headwaters",Seine,Seine,FR,1.0,1131
513,Prosna,5042500.0,3512500.0,1625.0,Lyna,Guber,Pregolya,PL,3.0,21
816,Budapest Kvassay zsilip f.,5002500.0,2747500.0,184625.0,Danube,Danube,Danube,HU,,153111
931,Lauffen,4257500.0,2877500.0,7950.0,Neckar,Neckar,Rhine,DE,,10311
2962,La BaisfloodSettingsTemplate-13Feb2013-PreRunBMse a Nerac,3552500.0,2382500.0,1350.0,Bais,Bais,Garonne,FR,2.0,321
2799,Turia o Guadalaviar En Teruel,3377500.0,1982500.0,2425.0,Turia,Turia,Turia,ES,1.0,1
1551,Windsor Park,3587500.0,3207500.0,7175.0,Thames,Thames,Thames,UK,1.0,71
1409,Clonmel,3127500.0,3397500.0,2150.0,Suir,Suir,Barrow,IE,2.0,2
4311,El Picazo,3277500.0,1902500.0,3300.0,Jucar,Tagus-Segura Water Transfer,Jucar,ES,2.0,92
2779,Duero En Herrera De Duero,3102500.0,2172500.0,12750.0,Douro,Douro,Douro,ES,1.0,19111
227,Lustenau (Eisenbahnbrücke),4292500.0,2697500.0,6350.0,Rhine,Rhine,Rhine,AT,,15511
2879,Karnajarvi Kellankoski,5122500.0,4537500.0,1575.0,"Kymijoki, Keitele catchment",Rauskajarvi,Kymijoki,FI,3.0,62
856,Zupanja Stepenica,4997500.0,2482500.0,61425.0,Sava,Sava,Danube,HR,,103111
59,Steinbach,4297500.0,2992500.0,17925.0,Main,Main,Rhine,DE,,8511
3022,45842_Priboj_Lim,5087500.0,2322500.0,3550.0,Sava,Lim,Danube,RS,,102431
1748,Humac,4932500.0,2262500.0,2600.0,Neretva,Trebizat,Neretva,BA,2.0,21
2873,Kaitfors,4977500.0,4577500.0,2325.0,Perhonjoki,Perhon,Perhonjoki,FI,1.0,1
2752,UNGHENI,5657500.0,2832500.0,21475.0,Prut,Prut,Danube,MD,,21111
1486,Tenbury,3462500.0,3317500.0,1175.0,Teme,Teme,Severn,UK,2.0,4
1715,Ukrayinka,5667500.0,3252500.0,2600.0,Teteriv,Irsha,Dnieper,UA,3.0,522
1652,Gjonaj,5197500.0,2182500.0,4100.0,White Drin,White Drin,Drin,XK,2.0,4
1731,Kralje,4782500.0,2432500.0,2625.0,Sava,Una,Danube,BA,,106311
1996,KEPPO,4952500.0,4537500.0,4050.0,Lapuanjoki,Lapuanjoki,Lapuanjoki,FI,1.0,1
4441,Salka,4972500.0,2792500.0,5075.0,Ipel,Ipel,Danube,SK,,154111
2756,s.Rajdavica,5367500.0,2227500.0,3075.0,Strimonas,Strimonas,Strimonas,BG,1.0,5
2031,Tarnava Mare - BLAJ,5387500.0,2662500.0,5800.0,Tisa,Tarnava Mare,Danube,RO,,122411
4353,Elda,3377500.0,1777500.0,1225.0,Vinalopo,Vinalopo,Vinalopo,ES,1.0,1
316,Ofossen,4227500.0,4312500.0,1600.0,Lagen,Otta,Glomma,NO,3.0,243
516,PIĄTNICA-ŁOMŻA,5122500.0,3412500.0,15050.0,Narew,Narew,Vistula,PL,2.0,2507
1733,Vrhpolje,4857500.0,2422500.0,1300.0,Sava,Sana,Danube,BA,,106211
2956,La Moselle a Tonnoy,4037500.0,2837500.0,2050.0,Moselle,Moselle,Rhine,FR,,4571
138,"Inarijoki, Karigasniemi",4942500.0,5212500.0,3050.0,Tana,Anarjohka,Tana,FI,2.0,4
1363,Boat O Brig,3532500.0,3892500.0,2850.0,Spey,Spey,Spey,UK,1.0,1
1741,Zavidoviči n/K,4977500.0,2402500.0,1550.0,Sava,Krivaja,Danube,BA,,104611
2038,FOZ DO MOURO,2812500.0,2292500.0,15500.0,Minho,Minho,Minho,PT,1.0,111
1805,ELGISZEWO,4912500.0,3362500.0,4950.0,"Vistula, below Narew",Drweca,Vistula,PL,2.0,1411
1639,Mozyr,5632500.0,3382500.0,100875.0,Pripyat,Pripyat,Dnieper,BY,2.0,611
1992,La Sevre Nantaise [Totale] à Nantes [Pont-Rousseau],3452500.0,2737500.0,2375.0,La Sevre,La Sevre Nantaise,Loire,FR,,1411
535,OSETNO,4762500.0,3192500.0,4575.0,Barycz,Barycz,Oder,PL,2.0,7211
1860,NIETKÓW,4682500.0,3227500.0,39800.0,"Oder, below Barycz",Oder,Oder,PL,1.0,7111
3223,La Saône à Cendrecourt,4017500.0,2757500.0,1225.0,Saone,Saone,Rhone,FR,2.0,675
31,Frankfurt-Osthafen,4222500.0,2997500.0,24775.0,Main,Main,Rhine,DE,,8311
512,BURZYN,5147500.0,3422500.0,6975.0,Narew,Biebrza,Vistula,PL,3.0,2508
595,Ebro En Castejon,3352500.0,2197500.0,25375.0,Ebro,Ebro,Ebro,ES,1.0,9911
482,Passau Ingling,4577500.0,2827500.0,26100.0,Inn,Inn,Danube,DE,,201111
1704,Snovs'k,5802500.0,3412500.0,7225.0,Desna,Snov,Dnieper,UA,3.0,421
1592,Bywell,3562500.0,3602500.0,2225.0,Tyne,Tyne,Tyne,UK,1.0,1
2768,La Meuse à Chooz [Trou du Diable],3952500.0,3017500.0,10500.0,Meuse,Meuse,Rhine,FR,,2731
1910,La Creuse à Leugny,3612500.0,2687500.0,7975.0,Vienne,Creuse,Loire,FR,,4211
1339,Yasenytsya,5272500.0,2987500.0,1025.0,Stryi,Stryi,Dniester,UA,2.0,61
109,Bollendorf,4062500.0,2972500.0,3250.0,Moselle,Sauer,Rhine,DE,,4411
2855,RIBARROJA,3512500.0,2072500.0,81000.0,Ebro,Ebro,Ebro,ES,1.0,1311
3188,La Loire à Montsoreau et à Saumur,3562500.0,2732500.0,81450.0,Loire,Loire,Loire,FR,,3311
1853,MALCZYCE,4782500.0,3147500.0,26875.0,"Oder, below Easter Neisse",Oder,Oder,PL,1.0,7511
589,Karantsi,5582500.0,2392500.0,6850.0,Danube,Yantra,Danube,BG,,51811
953,St. Pieter Noord,4017500.0,3082500.0,21075.0,Meuse,Meuse,Rhine,NL,,2331
3093,Gunja,5017500.0,2457500.0,63075.0,Sava,Sava,Danube,HR,,103111
4541,Kamenmost,4902500.0,2287500.0,1875.0,Neretva,Vrljika,Neretva,HR,3.0,22
39,Trunstadt,4372500.0,2982500.0,11950.0,Main,Main,Rhine,DE,,8711
2156,MARKLENDORF,4307500.0,3282500.0,7800.0,Aller,Aller,Weser,DE,2.0,231
2615,DOMACHEVO,5642500.0,4277500.0,1300.0,Syas,DYMKA (TRIB. NEVA),Syas,RU,,1
581,Breclav-Ladna,4822500.0,2877500.0,12325.0,Morava,Thaya,Danube,CZ,,182111
1207,Kaalasjärvi,4742500.0,4992500.0,1450.0,Kalix,Kaalasjarvi,Kalix,SE,1.0,1
1809,NOWOGRÓD BOBRZAŃSKI,4682500.0,3202500.0,5650.0,Bobr,Bobr,Oder,PL,2.0,6111
1852,OBORNIKI,4787500.0,3302500.0,25925.0,Warta,Warta,Oder,PL,2.0,2531
2903,SVEGS KRV,4552500.0,4332500.0,8550.0,Ljusnan,Ljusnan,Ljusnan,SE,1.0,3
1421,Belturbet,3192500.0,3582500.0,1525.0,Erne,Erne,Erne,IE,1.0,1
2020,BOARA PISANI,4462500.0,2447500.0,12350.0,Adige,Adige,Adige,IT,1.0,1
786,Sag,5192500.0,2567500.0,6400.0,Tamis,Timis,Danube,RO,,92511
2223,KOSCIAN,4777500.0,3237500.0,1325.0,Warta,KANAL KOSCIANSKI,Oder,PL,2.0,2541
283,Brehy,4962500.0,2847500.0,3825.0,Hron,Hron,Danube,SK,,156111
2244,PTAKI,5102500.0,3432500.0,4075.0,Narew,Pisa,Vistula,PL,3.0,2506
2027,ZDANA,5152500.0,2892500.0,4300.0,Tisa,Hornad,Danube,SK,,126311
2692,GUERGUEBIL,7237500.0,2882500.0,1550.0,Terek,KAZIKUMUKHSKOYE KOYSU,Terek,RU,3.0,22
33,Plochingen,4277500.0,2842500.0,3975.0,Neckar,Neckar,Rhine,DE,,10311
2954,Le Lot a Lassouts [Castelnau],3752500.0,2407500.0,1775.0,Lot,Lot,Garonne,FR,2.0,251
4347,Teruel,3377500.0,1987500.0,2300.0,Turia,Turia,Turia,ES,1.0,1
649,Aragon En Martes,3427500.0,2227500.0,1100.0,Aragon,Aragon,Ebro,ES,2.0,10711
198,Gestüthof,4642500.0,2677500.0,1725.0,Drava,Mur,Danube,AT,,142511
1076,Rathe,4342500.0,4472500.0,3050.0,Nea,Nea,Nea,NO,1.0,1
2777,Pougny,4022500.0,2572500.0,10050.0,"Rhone, headwaters",Rhone,Rhone,CH,1.0,931
2769,Le Lunain à Épisy,3782500.0,2827500.0,3600.0,Loing,Loing,Seine,FR,2.0,811
2947,La Meuse a Vaucouleurs [Chalaines],4002500.0,2837500.0,1700.0,Meuse,Meuse,Rhine,FR,,2791
811,Cornet,5432500.0,2582500.0,13750.0,Danube,Olt,Danube,RO,,63111
472,Kemmern,4382500.0,2987500.0,4150.0,Main,Main,Rhine,DE,,8911
3171,La Loire à Saint-Martin-sur-Ocre et à Gien,3767500.0,2757500.0,35900.0,Loire,Loire,Loire,FR,,7111
3214,La Dordogne à Cénac-et-Saint-Julien,3632500.0,2452500.0,8550.0,"Dordogne, headwaters",Dordogne,Dordogne,FR,1.0,5
