station_id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_5
1434,Fábrica Da Matrena,2747500.0,2017500.0,1050.0,Zezere,Nabao,Tagus,PT,3.0,321,36.75695682525842,44.39871164187404,63.204855622074135,75.65615931354833,87.59974875214138,103.05950017606517,114.64440835228837,126.18704514457606,141.41536262109906,1
1473,Segura,2877500.0,2022500.0,1000.0,Erges,Erges,Tagus,PT,2.0,521,235.24364798675458,283.5064646802403,402.27990107134303,480.9182507799619,556.3500438131175,653.9887625374296,727.1552423758326,800.0547500195997,896.2318078495099,2
2998,Valdecanas,2982500.0,1992500.0,36700.0,Tagus,Tagus,Tagus,ES,1.0,711,159.25485179849855,235.52491380832788,423.22339432185004,547.4961206054892,666.7015032645563,821.0006437179297,936.6261363151973,1051.8297309124148,1203.818998575698,2
2996,Burguillo,3097500.0,2042500.0,1075.0,Alberche,Alberche,Tagus,ES,2.0,721,31.99749161509812,45.74424996179277,79.574636166653,101.973295513304,123.45862731791529,151.26918549789764,172.10928531645192,192.87334311142826,220.26757459361824,16
2797,Jarama En Mejorada Del Campo,3172500.0,2022500.0,6975.0,Jarama,Jarama,Tagus,ES,2.0,811,85.58573762049532,109.32218010856886,167.73689841879957,206.412524772526,243.51111411667904,291.5314326639312,327.51590393440836,363.36907391378736,410.67052373074176,1
2116,TRILLO,3257500.0,2042500.0,3400.0,Tagus,Tagus,Tagus,ES,1.0,911,37.30081842226765,45.40045806702097,65.33344374928454,78.53081469725649,91.19004976027426,107.57613103822626,119.85519308572094,132.08945089840577,148.23023098304634,2
3002,Buendia,3237500.0,2017500.0,3950.0,Tagus,Tagus,Tagus,ES,1.0,911,21.829323578189822,32.4862904222721,58.71278651794119,76.07700897599787,92.7331880475463,114.29290336113915,130.44887607794328,146.54589836413754,167.78286269144087,1
