station_id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_5
2018,THORVERTON,3377500.0,3167500.0,650.0,Exe,EXE,Exe,UK,1.0,1.0,85.81962137458116,99.83444678519186,134.32453850551735,157.15998030627733,179.06428432738278,207.41715906586975,228.66364882954304,249.8326137209928,277.76104323128976,2
