version__origin__name,version__version,station_id,StationName,StationLon,StationLat,drainage_area,lon_provided,lat_provided,start_date,end_date,quantity_discharges,drainage_area_provided,to_calibrate,valid_for_origin,legend,comments,Alive,CAL_TYPE,Calibration ID,Catchment,Country code,DrainingArea.km2.LDD,DrainingArea.km2.Provider,EC_Catchments,EC_calib,Exclude,FixedRepPoint,HasD,HasHD,HasHWL,HasRTD,HasRTWL,HasWL,Height,LSFCalib,LisfloodX,LisfloodY,MdlStep,ModelFile,Notes,ObsID,PostProcess,Provider ID,RealTime,River
EFAS,11,00001,Schwabelweis,12.138730,49.023585,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Danube,DE,35525,35399,Danube,1,0,TRUE,1,1,1,1,1,1,324.49,FALSE,4477500,2882500,24,ID_1_202201181707.mod,Oscillations in lower flow  use 3,1,TRUE,1004,TRUE,Danube
EFAS,11,00002,Hofkirchen,13.115212,48.676627,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C059,Danube,DE,47525,47496,Danube,3,0,TRUE,1,1,1,1,1,1,299.6,TRUE,4547500,2847500,24,ID_2_202201181707.mod,,2,TRUE,1004,TRUE,Danube
EFAS,11,00003,Pfelling,12.747379,48.879843,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C362,Danube,DE,37725,37687,Danube,2,0,TRUE,1,1,1,1,1,1,310.25,FALSE,4517500,2867500,24,ID_3_202201181707.mod,Use 886 which has more data almost same location Same location as 886,3,TRUE,1004,TRUE,Danube
EFAS,11,00004,Barby,11.882244,51.984836,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C348,Elbe,DE,93975,94060,Elbe,3,0,TRUE,1,1,1,1,1,1,46.11,TRUE,4452500,3207500,24,ID_4_202201181707.mod,,4,TRUE,1004,TRUE,Elbe
EFAS,11,00005,Wittenberg / Lutherstadt,12.646309,51.856531,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C164,Elbe,DE,61675,61879,Elbe,3,0,TRUE,1,1,1,1,1,1,62.44,TRUE,4497500,3197500,24,ID_5_202201181707.mod,,5,TRUE,1004,TRUE,Elbe
EFAS,11,00006,Malliss OP,11.345254,53.190627,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C558,Elbe,DE,2900,2879,Elbe,0,0,TRUE,1,1,1,1,1,1,19.75,FALSE,4407500,3342500,24,ID_6_202201181716.mod,unrealistic low discharge same for daily data  possibly wrong location,6,TRUE,1004,TRUE,Muritz-Elde
EFAS,11,00007,Schnackenburg,11.569159,53.038253,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Elbe,DE,125175,125482,Elbe,,0,FALSE,0,0,1,0,1,1,13.7,FALSE,4422500,3327500,,,No discharge data available for calibration period,7,FALSE,1004,FALSE,Elbe
EFAS,11,00008,Grosse Traenke Wehr UP,13.996386,52.369055,0,0.000000,0.000000,,,0,0,0,0,,,1,HIST_24h,,Elbe,DE,6625,6170.92,Elbe,0,0,TRUE,0,1,1,1,1,1,34.8,FALSE,4592500,3257500,,,oscillations doscharge is too low compared to size of catchment possibly wrong data,8,FALSE,1004,FALSE,Muggelspree
EFAS,11,00009,Rathenow UP,12.321014,52.607446,0,0.000000,0.000000,,,0,0,0,0,,,1,HIST_24h,C351,Elbe,DE,18875,19288.46,Elbe,3,0,TRUE,0,1,1,0,1,1,24.52,TRUE,4472500,3287500,24,,,9,FALSE,1004,FALSE,Lower Havel
EFAS,11,00010,Plau OP,12.259913,53.456704,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,1250,1230,Elbe,0,0,TRUE,1,1,1,1,1,1,60.16,FALSE,4467500,3377500,24,ID_10_202201181730.mod,low quality data  very small flow a   lake,10,TRUE,1004,TRUE,Muritz-Elde
EFAS,11,00011,Calbe Grizehne,11.812211,51.916414,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C169,Elbe,DE,23725,23719,Elbe,3,0,TRUE,1,1,1,1,1,1,49.36,TRUE,4442500,3202500,24,ID_11_202201181730.mod,,11,TRUE,1004,TRUE,Saale
EFAS,11,00012,Tangermuende,11.978054,52.541308,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C170,Elbe,DE,97875,97780,Elbe,3,0,TRUE,1,1,1,1,1,1,27.56,TRUE,4457500,3272500,24,ID_12_202201181730.mod,,12,TRUE,1004,TRUE,Elbe
EFAS,11,00013,Bernburg UP,11.735420,51.796794,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,19700,19660,Elbe,2,0,TRUE,1,1,1,1,1,1,55.11,FALSE,4442500,3187500,24,ID_13_202201181730.mod,Few outliers removed with qc close to 11,13,TRUE,1004,TRUE,Saale
EFAS,11,00014,Wittenberge,11.759441,52.985531,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C171,Elbe,DE,123300,123532,Elbe,3,0,TRUE,1,1,1,1,1,1,16.72,TRUE,4432500,3327500,24,ID_14_202201181730.mod,,14,TRUE,1004,TRUE,Elbe
EFAS,11,00015,Aken,12.058857,51.857869,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C349,Elbe,DE,69875,70093,Elbe,3,0,TRUE,1,1,1,1,1,1,50.2,TRUE,4457500,3202500,24,ID_15_202201181730.mod,,15,TRUE,1004,TRUE,Elbe
EFAS,11,00016,Magdeburg-Strombruecke,11.644332,52.129700,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,94975,94942,Elbe,2,0,TRUE,1,1,1,1,1,1,39.88,FALSE,4437500,3222500,24,ID_16_202201181730.mod,Close to 4,16,TRUE,1004,TRUE,Elbe
EFAS,11,00017,Havelberg Stadt,12.078040,52.824075,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,23550,23858,Elbe,1,0,TRUE,1,1,1,1,1,1,21.57,FALSE,4462500,3302500,24,ID_17_202201181730.mod,Outliers exclude 2013 flood  negative values removed with qc,17,TRUE,1004,TRUE,Lower Havel waterway
EFAS,11,00018,Halle-Trotha UP,11.954551,51.514254,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C350,Elbe,DE,18000,17988,Elbe,3,0,TRUE,1,1,1,1,1,1,69.34,TRUE,4457500,3157500,24,ID_18_202201181730.mod,small outliers,18,TRUE,1004,TRUE,Saale
EFAS,11,00019,Neu Darchau,10.888800,53.232262,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C172,Elbe,DE,131450,131950,Elbe,3,0,TRUE,1,1,1,1,1,1,5.68,TRUE,4377500,3352500,24,ID_19_202201181730.mod,,19,TRUE,1004,TRUE,Elbe
EFAS,11,00020,Schwedt-Oderbruecke,14.311627,53.035578,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Oder,DE,112475,112950,Oder,,0,FALSE,0,0,1,0,1,1,-4.99,FALSE,4607500,3332500,,,No discharge data available for calibration period,20,FALSE,1004,FALSE,Oder
EFAS,11,00021,Eisenhuettenstadt,14.687965,52.153321,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C365,Oder,DE,51150,52033,Oder,3,0,TRUE,1,1,1,1,1,1,25.17,TRUE,4642500,3237500,24,ID_21_202201181734.mod,,21,TRUE,1004,TRUE,Oder
EFAS,11,00022,Kienitz,14.433228,52.679839,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Oder,DE,109425,109093,Oder,,0,FALSE,0,0,1,0,1,1,5.2,FALSE,4622500,3292500,,,No discharge data available for calibration period,22,FALSE,1004,FALSE,Oder
EFAS,11,00023,Frankfurt (Oder),14.551714,52.357808,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Oder,DE,51925,53580,Oder,,0,FALSE,0,0,1,0,1,1,17.19,FALSE,4632500,3262500,,,No discharge data available for calibration period,23,FALSE,1004,FALSE,Oder
EFAS,11,00024,Stuetzkow,14.193350,52.983722,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Oder,DE,112450,112143,Oder,,0,FALSE,0,0,1,0,1,1,-5,FALSE,4602500,3327500,,,No discharge data available for calibration period,24,FALSE,1004,FALSE,Oder
EFAS,11,00025,Kietz,14.630298,52.577597,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Oder,DE,52450,53752,Oder,,0,FALSE,0,0,1,0,1,1,8.69,FALSE,4637500,3282500,,,No discharge data available for calibration period,25,FALSE,1004,FALSE,Oder
EFAS,11,00026,Hohensaaten-Finow,14.141123,52.864739,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C178,Oder,DE,109875,109564,Oder,3,0,TRUE,1,1,1,1,1,1,0.16,TRUE,4602500,3307500,24,ID_26_202201181734.mod,,26,TRUE,1004,TRUE,Oder
EFAS,11,00027,Leun (Neu),8.355275,50.545134,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C338,Rhine,DE,3575,3571,Rhine,3,0,TRUE,1,1,1,1,1,1,135,TRUE,4207500,3047500,24,ID_27_202201181748.mod,,27,TRUE,1004,TRUE,Lahn
EFAS,11,00028,Maxau,8.305614,49.038957,0,0.000000,0.000000,,,0,0,0,0,,,1,HIST_6h,,Rhine,DE,50425,50196,Rhine,1,0,TRUE,1,1,1,1,1,1,97.79,FALSE,4192500,2877500,24,ID_28_202201181748.mod,Limited data period,28,TRUE,1004,TRUE,Rhine
EFAS,11,00029,Raunheim,8.448320,50.016130,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,27100,27142,Rhine,0,0,TRUE,1,1,1,1,1,1,82.9,FALSE,4207500,2987500,24,ID_29_202201181748.mod,oscillations jumps missing data,29,TRUE,1004,TRUE,Main
EFAS,11,00030,Plittersdorf,8.135974,48.885937,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,48500,48276,Rhine,3,0,TRUE,1,1,1,1,1,1,106.76,TRUE,4182500,2862500,24,ID_30_202201181748.mod,,30,TRUE,1004,TRUE,Rhine
EFAS,11,00031,Frankfurt-Osthafen,8.715027,50.105711,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C211,Rhine,DE,24775,24764,Rhine,1,0,TRUE,1,1,1,1,1,1,90.64,FALSE,4222500,2997500,24,ID_31_202201181748.mod,Quite large oscillations in low flow  no large flood peaks could use hist_24 instead,31,TRUE,1004,TRUE,Main
EFAS,11,00032,Perl,6.369075,49.472537,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C207,Rhine,DE,11525,11522,Rhine,3,0,TRUE,1,1,1,1,1,1,138.5,TRUE,4057500,2942500,24,ID_32_202201181753.mod,Use after 03-2013  Outliers removed with qcc and small oscillations zeros,32,TRUE,1004,TRUE,Moselle
EFAS,11,00033,Plochingen,9.419239,48.707411,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C342,Rhine,DE,3975,3995,Rhine,3,0,TRUE,1,1,1,1,1,1,245.9,TRUE,4277500,2842500,24,ID_33_202201181753.mod,,33,TRUE,1004,TRUE,Neckar
EFAS,11,00034,Schweinfurt Neuer Hafen,10.220745,50.031183,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,12825,12715,Rhine,1,0,TRUE,1,1,1,1,1,1,204.04,FALSE,4332500,2982500,24,ID_34_202201181753.mod,Outliers  small oscillations  zeros  qc,34,TRUE,1004,TRUE,Main
EFAS,11,00035,Kleinheubach,9.233046,49.713596,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C335,Rhine,DE,21550,21505,Rhine,0,0,TRUE,1,1,1,1,1,1,119.62,FALSE,4262500,2957500,24,ID_35_202201181753.mod,Wrong hydrometric zero or wrong rating curve  could use hist_24 instead,35,TRUE,1004,TRUE,Main
EFAS,11,00036,Kaub,7.764994,50.085407,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C202,Rhine,DE,103525,103488,Rhine,3,0,TRUE,1,1,1,1,1,1,67.68,TRUE,4162500,2992500,24,ID_36_202201181756.mod,,36,TRUE,1004,TRUE,Rhine
EFAS,11,00037,Obernau,9.129109,49.933776,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Rhine,DE,22275,22300,Rhine,,0,FALSE,0,0,1,0,1,1,107.8,FALSE,4257500,2977500,,,No discharge data available for calibration period,37,FALSE,1004,FALSE,Main
EFAS,11,00038,Cochem,7.168310,50.143322,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C208,Rhine,DE,27025,27088,Rhine,3,0,TRUE,1,1,1,1,1,1,77,TRUE,4122500,3007500,24,ID_38_202201181756.mod,,38,TRUE,1004,TRUE,Moselle
EFAS,11,00039,Trunstadt,10.755240,49.929680,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,11950,12010,Rhine,3,0,TRUE,1,1,1,1,1,1,223.4,TRUE,4372500,2982500,24,ID_39_202201181756.mod,Outliers  zeros removed with qc,39,TRUE,1004,TRUE,Main
EFAS,11,00040,Koeln,6.963322,50.936914,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,144150,144231.54,Rhine,2,0,TRUE,1,1,1,1,1,1,34.97,FALSE,4107500,3092500,24,ID_40_202201181758.mod,Few outliers removed with qc close to 58 and 62,40,TRUE,1004,TRUE,Rhine
EFAS,11,00041,Oberwinter,7.215007,50.601027,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Rhine,DE,140625,140738,Rhine,,0,FALSE,0,0,1,0,1,1,47.13,FALSE,4122500,3057500,,,No discharge data available for calibration period,41,FALSE,1004,FALSE,Rhine
EFAS,11,00042,Kalkofen (Neu),7.889898,50.317832,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,5275,5304,Rhine,3,0,TRUE,1,1,1,1,1,1,86.39,TRUE,4172500,3027500,24,ID_42_202201181758.mod,,42,TRUE,1004,TRUE,Lahn
EFAS,11,00043,Wuerzburg,9.926005,49.796189,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C340,Rhine,DE,14125,14031,Rhine,2,0,TRUE,1,1,1,1,1,1,164.55,FALSE,4317500,2967500,24,ID_43_202201181815.mod,Outliers  zeros removed with qc  small oscillations  close to 39 and 59,43,TRUE,1004,TRUE,Main
EFAS,11,00044,Ruwer,6.704270,49.783015,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Rhine,DE,23975,23883,Rhine,,0,FALSE,0,0,1,0,1,1,121,FALSE,4082500,2967500,,,No discharge data available for calibration period,44,FALSE,1004,FALSE,Moselle
EFAS,11,00045,Worms,8.377548,49.631858,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C204,Rhine,DE,68950,68936,Rhine,3,0,TRUE,1,1,1,1,1,1,84.16,TRUE,4202500,2947500,24,ID_45_202201181815.mod,,45,TRUE,1004,TRUE,Rhine
EFAS,11,00046,Emmerich,6.245604,51.829213,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,159550,159555,Rhine,2,0,TRUE,1,1,1,1,1,1,8,FALSE,4057500,3197500,24,ID_46_202201181824.mod,Close to 153,46,TRUE,1004,TRUE,Rhine
EFAS,11,00047,Ruhrort,6.727942,51.455309,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,152875,153176,Rhine,3,0,TRUE,1,1,1,1,1,1,16.09,TRUE,4092500,3157500,24,ID_47_202201181824.mod,,47,TRUE,1004,TRUE,Rhine
EFAS,11,00048,Rees,6.395703,51.756915,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,159400,159683,Rhine,2,0,TRUE,1,1,1,1,1,1,8.73,FALSE,4067500,3192500,24,ID_48_202201181824.mod,Close to 153,48,TRUE,1004,TRUE,Rhine
EFAS,11,00049,Mainz,8.275352,50.003966,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C333,Rhine,DE,98300,98206,Rhine,3,0,TRUE,1,1,1,1,1,1,80.4,TRUE,4197500,2987500,24,ID_49_202201181826.mod,,49,TRUE,1004,TRUE,Rhine
EFAS,11,00050,Koblenz,7.604770,50.358608,0,0.000000,0.000000,,,0,0,0,0,,,1,HIST_24h,,Rhine,DE,109850,109806,Rhine,3,0,TRUE,0,1,1,0,1,1,57.67,TRUE,4147500,3027500,24,,,50,FALSE,1004,FALSE,Rhine
EFAS,11,00051,St.Arnual,7.022796,49.214863,0,0.000000,0.000000,,,0,0,0,0,,,1,HIST_6h,,Rhine,DE,3900,3945,Rhine,1,0,TRUE,1,1,1,1,1,1,183.25,FALSE,4102500,2902500,24,ID_51_202201181826.mod,Limited data period,51,TRUE,1004,TRUE,Saar
EFAS,11,00052,Kehl-Kronenhof,7.806693,48.563364,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,39525,39330,Rhine,0,0,TRUE,1,1,1,1,1,1,133,FALSE,4157500,2832500,24,ID_52_202201181826.mod,Large Oscillations   change in low flow,52,TRUE,1004,TRUE,Rhine
EFAS,11,00053,Diez Hafen,8.004968,50.371941,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,4900,4907,Rhine,2,0,TRUE,1,1,1,1,1,1,101.26,FALSE,4182500,3032500,24,ID_53_202201181826.mod,close to 42,53,TRUE,1004,TRUE,Lahn
EFAS,11,00054,Wesel,6.606833,51.646106,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,154150,154528,Rhine,1,0,TRUE,1,1,1,1,1,1,11.2,FALSE,4087500,3172500,24,ID_54_202201181824.mod,Limited data period,54,TRUE,1004,TRUE,Rhine
EFAS,11,00055,Bingen,7.899702,49.970312,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Rhine,DE,99225,99090,Rhine,,0,FALSE,0,0,1,0,1,1,76.18,FALSE,4172500,2987500,,,No discharge data available for calibration period,55,FALSE,1004,FALSE,Rhine
EFAS,11,00056,Oestrich,8.030081,50.002836,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Rhine,DE,98675,98600,Rhine,,0,FALSE,0,0,1,0,1,1,77.56,FALSE,4182500,2987500,,,No discharge data available for calibration period,56,FALSE,1004,FALSE,Rhine
EFAS,11,00057,Andernach,7.392084,50.443357,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,139600,139549,Rhine,2,0,TRUE,1,1,1,1,1,1,51.47,FALSE,4132500,3042500,24,ID_57_202201181826.mod,Few outliers removed with qc close to 62,57,TRUE,1004,TRUE,Rhine
EFAS,11,00058,Düsseldorf,6.769909,51.225463,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C203,Rhine,DE,147750,147680.43,Rhine,3,0,TRUE,1,1,1,1,1,1,24.48,TRUE,4092500,3127500,24,ID_58_202201181824.mod,,58,TRUE,1004,TRUE,Rhine
EFAS,11,00059,Steinbach,9.603710,50.009961,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,17925,17914.2,Rhine,3,0,TRUE,1,1,1,1,1,1,146.33,TRUE,4297500,2992500,24,ID_59_202201181828.mod,,59,TRUE,1004,TRUE,Main
EFAS,11,00060,Fremersdorf,6.648444,49.408914,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C214,Rhine,DE,7025,6983,Rhine,3,0,TRUE,1,1,1,1,1,1,165.5,TRUE,4077500,2932500,24,ID_60_202201181828.mod,,60,TRUE,1004,TRUE,Saar
EFAS,11,00061,Gundelsheim UP,9.153664,49.281374,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Rhine,DE,12475,12332,Rhine,,0,FALSE,0,0,1,0,1,1,136.63,FALSE,4257500,2907500,,,No discharge data available for calibration period,61,FALSE,1004,FALSE,Neckar
EFAS,11,00062,Bonn,7.108070,50.736364,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,140775,140901,Rhine,3,0,TRUE,1,1,1,1,1,1,42.66,TRUE,4117500,3072500,24,ID_62_202201181846.mod,,62,TRUE,1004,TRUE,Rhine
EFAS,11,00063,Speyer,8.448760,49.323786,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C334,Rhine,DE,53250,53131,Rhine,3,0,TRUE,1,1,1,1,1,1,88.51,TRUE,4212500,2917500,24,ID_63_202201181849.mod,,63,TRUE,1004,TRUE,Rhine
EFAS,11,00064,Heidelberg UP,8.717778,49.414661,0,0.000000,0.000000,,,0,0,0,0,,,1,HIST_24h,,Rhine,DE,13900,13783,Rhine,0,0,TRUE,0,1,1,1,1,1,103.26,FALSE,4227500,2922500,,,Almost same location as 932  wrong hydrometric zero,64,FALSE,1004,FALSE,Neckar
EFAS,11,00065,Nierstein-Oppenheim,8.352440,49.864958,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Rhine,DE,70500,70387,Rhine,,0,FALSE,0,0,1,0,1,1,80.19,FALSE,4202500,2972500,,,No discharge data available for calibration period,65,FALSE,1004,FALSE,Rhine
EFAS,11,00066,Mannheim,8.454130,49.484760,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Rhine,DE,54175,54017,Rhine,,0,FALSE,0,0,1,0,1,1,85.16,FALSE,4207500,2927500,,,No discharge data available for calibration period,66,FALSE,1004,FALSE,Rhine
EFAS,11,00067,Breisach,7.572627,48.043177,0,0.000000,0.000000,,,0,0,0,0,,,1,HIST_24h,,Rhine,DE,37575,37575,Rhine,3,0,TRUE,0,1,1,1,1,1,191.85,TRUE,4142500,2777500,24,,,67,FALSE,1004,FALSE,Rhine
EFAS,11,00068,Rheinweiler,7.529335,47.711025,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Rhine,DE,36650,36649,Rhine,0,0,TRUE,1,1,1,1,1,1,217.24,FALSE,4137500,2737500,24,ID_68_202201181849.mod,Extremely low discharge possibly wrong location or wrong rating curve,68,TRUE,1004,TRUE,Rhine
EFAS,11,00069,Erlln,12.813374,51.155168,0,0.000000,0.000000,,,0,0,0,0,,,0,HIST_24h,,Elbe,DE,5375,2983,Elbe,2,0,TRUE,0,1,1,1,1,0,133.03,FALSE,4517500,3117500,24,,Moved on Elbe main stream  close to 82,69,FALSE,1007,FALSE,Freiberger Mulde
EFAS,11,00071,Kriebstein UP,13.021570,51.055167,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,1800,1757,Elbe,3,0,TRUE,1,1,1,1,1,1,182.84,TRUE,4532500,3112500,24,ID_71_202201181849.mod,Dam,71,TRUE,1007,TRUE,Zschopau
EFAS,11,00073,Zwickau-Poelbitz,12.493595,50.740921,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,1025,1030,Elbe,3,0,TRUE,1,1,1,1,1,1,255.21,TRUE,4497500,3072500,24,ID_73_202201181853.mod,,73,TRUE,1007,TRUE,Zwickauer Mulde
EFAS,11,00074,Wolkenburg,12.671394,50.901464,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,1400,1416.38,Elbe,2,0,TRUE,1,1,1,1,1,1,207.78,FALSE,4507500,3087500,24,ID_74_202201181853.mod,Outliers  zeros  negative values removed with qc close to 73,74,TRUE,1007,TRUE,Zwickauer Mulde
EFAS,11,00075,Wechselburg 1,12.772535,51.006848,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,2125,2107,Elbe,2,0,TRUE,1,1,1,1,1,1,159.72,FALSE,4517500,3102500,24,ID_75_202201181853.mod,close to 80,75,TRUE,1007,TRUE,Zwickauer Mulde
EFAS,11,00076,Riesa,13.293276,51.311490,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,54450,54485,Elbe,2,0,TRUE,1,1,1,1,1,1,88.03,FALSE,4552500,3137500,24,ID_76_202201181902.mod,Few outliers on 2013 flood  zeros  close to 78,76,TRUE,1007,TRUE,Elbe
EFAS,11,00077,Muehlberg,13.190925,51.437427,0,0.000000,0.000000,,,0,0,0,0,,,1,HIST_24h,,Elbe,DE,55075,55030,Elbe,0,0,TRUE,0,1,1,0,1,1,81.68,FALSE,4542500,3152500,,,Extremely low discharge conpared to catchment size  Possibly wrong location or wrong data,77,FALSE,1004,FALSE,Elbe
EFAS,11,00078,Torgau,13.010120,51.553713,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C163,Elbe,DE,55150,55211,Elbe,3,0,TRUE,1,1,1,1,1,1,75.18,TRUE,4532500,3157500,24,ID_78_202201181902.mod,,78,TRUE,1007,TRUE,Elbe
EFAS,11,00079,Lichtenwalde 1,13.020015,50.886191,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,1600,1575,Elbe,3,0,TRUE,1,1,1,1,1,1,251.91,TRUE,4532500,3092500,24,ID_79_202201181855.mod,,79,TRUE,1007,TRUE,Zschopau
EFAS,11,00080,Colditz,12.806467,51.121355,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,2325,2326,Elbe,3,0,TRUE,1,1,1,1,1,1,139.17,TRUE,4517500,3112500,24,ID_80_202201181855.mod,,80,TRUE,1007,TRUE,Zwickauer Mulde
EFAS,11,00081,Kleindalzig,12.291583,51.210414,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,2975,2891,Elbe,3,0,TRUE,1,1,1,1,1,1,119.55,TRUE,4482500,3122500,24,ID_81_202201181855.mod,zeros removed with qc,81,TRUE,1007,TRUE,White Elster
EFAS,11,00082,Golzern 1,12.777398,51.253004,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C165,Elbe,DE,5500,5442,Elbe,3,0,TRUE,1,1,1,1,1,1,117.7,TRUE,4512500,3127500,24,ID_82_202201181902.mod,,82,TRUE,1007,TRUE,United Mulde
EFAS,11,00083,Bad Dueben 1,12.580715,51.590779,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,C353,Elbe,DE,6050,6171,Elbe,3,0,TRUE,1,1,1,1,1,1,81.5,TRUE,4502500,3162500,24,ID_83_202201181902.mod,,83,TRUE,1007,TRUE,United Mulde
EFAS,11,00084,Oberthau,12.147231,51.384405,0,0.000000,0.000000,,,0,0,0,0,,,0,NRT_6h,,Elbe,DE,4950,4939,Elbe,3,0,TRUE,0,1,1,1,1,0,87.27,TRUE,4477500,3142500,24,,,84,FALSE,1007,FALSE,White Elster
EFAS,11,00085,Boehlen 1,12.387218,51.211917,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,1400,1359,Elbe,3,0,TRUE,1,1,1,1,1,1,120.9,TRUE,4487500,3132500,24,ID_85_202201181908.mod,,85,TRUE,1007,TRUE,Pleisse
EFAS,11,00086,Neuwiese,14.197033,51.476458,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,675,669,Elbe,3,0,TRUE,1,1,0,1,1,1,109.72,TRUE,4617500,3157500,24,ID_86_202201181908.mod,,86,TRUE,1007,TRUE,Blacl Elster
EFAS,11,00087,Schoena,14.235233,50.875791,0,0.000000,0.000000,,,0,0,0,0,,,1,NRT_6h,,Elbe,DE,51400,51391,Elbe,3,0,TRUE,1,1,1,1,1,1,116.21,TRUE,4617500,3092500,24,ID_87_202201181916.mod,,87,TRUE,1007,TRUE,Elbe
EFAS,11,00088,Pirna,13.933004,50.964500,0,0.000000,0.000000,,,0,0,0,0,,,1,,,Elbe,DE,52000,52080,Elbe,,0,TRUE,0,0,1,1,1,1,108.06,FALSE,4607500,3102500,,,No discharge data available for calibration period,88,FALSE,1007,FALSE,Elbe
