station_id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_5
393,Pontelagoscuro,4447500.0,2422500.0,71175.0,Po,Po,Po,IT,,1111,5343.972191539915,6492.005058590483,9317.281701176711,11187.86067400107,12982.164934620552,15304.70775063787,17045.126760045103,18779.195272837584,21066.96940227133,0
396,Bomporto,4402500.0,2402500.0,1100.0,Panaro,Panaro,Po,IT,,1211,210.89881927156276,247.44293744842935,337.37698591715167,396.9211514232112,454.0373445456207,527.9683978937918,583.3693187057928,638.568090863838,711.3923893203755,1
410,Pioppa,4397500.0,2417500.0,1675.0,Secchia,Secchia,Po,IT,,1411,241.3422099032033,292.37483717509406,417.96469960777927,501.1161164727261,580.8769518744241,684.1191718966829,761.4846874260222,838.5679091848316,940.2645833659589,1
3328,Ponti sul Mincio - Monzambano,4377500.0,2477500.0,2450.0,Mincio,Mincio,Po,IT,,1611,101.08649455002659,116.82065145842645,155.54196970630449,181.1788516394726,205.77036429409577,237.60155497034992,261.45455305630895,285.22051555901027,316.5751902870666,1
3322,Darfo Boario Terme - Cav. Vittorio Venteto,4332500.0,2527500.0,1375.0,Oglio,Oglio,Po,IT,,2511,53.974567348950124,65.35567102504588,93.36424752646172,111.90836227705535,129.6963223631068,152.72101210842237,169.9747770087256,187.1655858191454,209.8455937717647,2
4020,Soncino - v. Brescia,4312500.0,2477500.0,2300.0,Oglio,Oglio,Po,it,,2511,92.3514156118645,116.63203689276219,176.38596392852946,215.94826298695733,253.89737007718477,303.01859660553833,339.8280434866708,376.50317887927895,424.88905598027804,0
426,Parma Ovest,4337500.0,2412500.0,1375.0,Taro,Taro,Po,IT,,3611,653.6326653115788,779.992525404262,1090.9605921962004,1296.8485106367705,1494.341145075081,1749.975102703132,1941.536780807647,2132.3994825267373,2384.206575525387,0
399,Cremona,4322500.0,2447500.0,51075.0,Po,Po,Po,IT,,3711,4699.0009436435475,5828.7849894562605,8609.15179550575,10449.996548808971,12215.779032188322,14501.403333167254,16214.157110773907,17920.66133754952,20172.069625622054,0
4017,Pizzighettone - ponte Trento e Trieste,4302500.0,2452500.0,7900.0,Adda,Adda,Po,it,,4111,591.9271192692742,746.3006582685131,1126.2096020676913,1377.7423798306975,1619.0186591979166,1931.3260541133434,2165.3564983061137,2398.533004719785,2706.165128265978,0
3313,Montodine - via Bodesine,4297500.0,2472500.0,1100.0,Adda,Serio,Po,IT,,4211,150.95497167934388,202.3363665501545,328.784536248424,412.5042272069671,492.8101647626788,596.7579636098818,674.6522111785615,752.2622357223145,854.6539261463508,0
3320,Teglio - S. Giacomo,4322500.0,2562500.0,1375.0,Adda,Adda,Po,IT,,4511,117.14925443971003,141.16091769439487,200.25294658150764,239.37701147186795,276.9057538267186,325.4828613237105,361.884567559964,398.1534500848152,446.0033536680401,0
3338,Orio Litta - v. Francigena,4282500.0,2452500.0,1000.0,Lambro,Lambro,Po,IT,,5411,358.9821297016222,425.9994691254143,590.927259223233,700.1238071085268,804.8677574907379,940.4480572318137,1042.046412854438,1143.2740531435943,1276.824702918222,0
3337,Miorina IDRO,4217500.0,2502500.0,6675.0,Ticcino,Ticino,Po,IT,,6111,599.5246222662054,729.5416040319059,1049.5097445485774,1261.3564949171755,1464.564984003757,1727.5975291746797,1924.7034075038684,2121.0900795923117,2380.1850025754943,0
2789,Candoglia,4197500.0,2537500.0,1625.0,Ticcino,Lago di Mergozzo,Po,IT,,6211,384.81016729546474,485.96510921594387,734.9045802820694,899.724171065948,1057.8230796250157,1262.4658998829736,1415.8168960667194,1568.6083402248494,1770.1876380236922,0
334,Bellinzona,4242500.0,2562500.0,1525.0,Ticcino,Ticino,Po,CH,,6311,443.6951433873749,500.62060084613006,640.7125528648457,733.4656149041964,822.4365788787483,937.6003656168396,1023.8994177815684,1109.8835792012144,1223.32335311196,1
2827,Isola S.Antonio,4227500.0,2437500.0,25575.0,Po,Po,Po,IT,,7111,3191.954729392355,4085.894602778534,6285.855524318261,7742.421079293615,9139.59372965103,10948.090411648069,12303.304180837022,13653.573002627112,15434.9963174982,0
2829,HONE PONTE SR DORA,4142500.0,2507500.0,2825.0,Tanaro,Baltea,Po,IT,,8111,371.4556578678487,457.5472818616958,669.4163505731394,809.6921093960774,944.2479850764261,1118.416764181046,1248.9317548664403,1378.9705182743558,1550.5319742107786,0
2826,Cassine,4207500.0,2402500.0,1625.0,Tanaro,Bormida,Po,IT,,8211,367.2882861648466,545.4467342082021,983.8896711508191,1274.1770455855813,1552.62766452197,1913.053428880913,2183.141819693063,2452.2447033358094,2807.2748597639898,1
2825,Alessandria,4212500.0,2417500.0,2700.0,Tanaro,Bormida,Po,IT,,8211,533.9806808456465,751.4595466402399,1286.6689273299871,1641.0241074514447,1980.9301037775442,2420.903550430251,2750.6017350699094,3079.0969064155697,3512.4839087770183,1
2824,Fossano,4142500.0,2387500.0,1400.0,Tanaro,Stura Demonte,Po,IT,,8411,244.3728412204667,317.59515190416846,497.79320200210384,617.0999907166397,731.5419268344691,879.6752743470093,990.6803727933968,1101.2804322818702,1247.1962095103586,0
2822,Farigliano,4152500.0,2372500.0,1450.0,Tanaro,Tanaro,Po,IT,,8511,304.1181232446707,395.10314707336136,619.0147353441424,767.2636899695638,909.4676464885142,1093.5360817428004,1231.4694716200852,1368.8995657273617,1550.2124790204819,0
