station_id,name,X,Y,area,subcatchment,river,catchment,country,strahler,pfafstetter,rl1.5,rl2,rl5,rl10,rl20,rl50,rl100,rl200,rl500,n_events_5
2130,GROETSJOEN,4452500.0,4307500.0,575.0,Osterdal,Groetsjoen,Dal,SE,3.0,42.0,36.68461555239776,41.788293891819436,54.34830294511965,62.664121820852955,70.64085493719875,80.96591774915473,88.70309937066153,96.41204931610096,106.58254495694224,0
2892,GRADA KRV,4597500.0,4177500.0,12175.0,Osterdal,Osterdalaven,Dal,SE,2.0,41.0,217.69254397787793,240.48189762882959,296.56585691048906,333.6983179812664,369.31666613685593,415.4209643000934,449.9696479175924,484.3922691919595,529.8063816320584,0
1198,Ersbo,4477500.0,4247500.0,1075.0,Vasterdal,Goralven,Dal,SE,3.0,22.0,114.55131932462844,129.16341818409617,165.12338308725836,188.932008832942,211.76981425875232,241.3310108124541,263.48296774003853,285.55409589781607,314.67275853097067,0
2893,MOCKFJaRD KRV,4597500.0,4167500.0,8625.0,Vasterdal,Vasterdal,Dal,SE,2.0,21.0,300.177314904764,335.80131187422097,423.4709678936912,481.5159085670576,537.1940092357354,609.2635994137582,663.269615527213,717.0785727596448,788.0692743265192,0
1943,AELVKARLEBY KRV,4727500.0,4187500.0,28575.0,Dalaelven,Dalaelven,Dal,SE,1.0,11.0,529.8700140988325,595.4748523846628,756.9265168529403,863.8215671038065,966.3578656994567,1099.0805866509827,1198.5375890929843,1297.6316896395758,1428.3675388505865,0
