start;end;ID
2018-01-01 0:00;2021-05-25 16:00;1003
2018-01-01 0:00;2021-05-25 15:00;1006
2018-01-01 0:00;2021-05-25 15:00;1007
2018-01-01 0:00;2021-05-25 15:00;1008
2018-01-01 0:00;2021-05-25 16:00;1009
2018-01-01 0:00;2021-05-25 17:00;1010
2018-01-01 0:00;2021-05-25 18:00;1011
2018-01-01 0:00;2021-05-25 14:00;1012
2018-01-01 0:00;2021-05-25 14:00;1013
2018-01-01 0:00;2020-01-01 0:00;1014
2018-01-01 0:00;2020-01-01 0:00;1015
2018-01-01 12:00;2019-12-31 12:00;1017
2018-01-01 12:00;2019-12-31 12:00;1018
2018-01-01 12:00;2019-12-31 12:00;1022
2018-01-01 12:00;2019-12-31 12:00;1026
2018-01-01 12:00;2019-12-31 12:00;1030
2018-01-01 12:00;2019-12-31 12:00;1031
2018-01-01 12:00;2019-12-31 12:00;1033
2018-01-01 12:00;2018-12-31 12:00;1036
2018-01-01 12:00;2018-12-31 12:00;1037
2018-01-01 12:00;2018-12-31 12:00;1040
2018-01-01 12:00;2019-12-31 12:00;1048
2018-01-01 12:00;2019-12-31 12:00;1050
2018-01-01 12:00;2019-12-31 12:00;1056
2018-01-01 12:00;2018-12-31 12:00;1060
2018-01-01 12:00;2019-12-31 12:00;1061
2018-01-01 12:00;2019-12-31 12:00;1062
2018-01-01 12:00;2019-12-31 12:00;1068
2018-01-01 12:00;2019-12-31 12:00;1075
2018-01-01 12:00;2019-12-31 12:00;1076
2018-01-01 12:00;2019-12-31 12:00;1077
2018-01-01 12:00;2019-12-31 12:00;1082
2018-01-01 12:00;2019-12-31 12:00;1083
2018-01-01 12:00;2019-12-31 12:00;1086
2018-01-01 12:00;2019-12-31 12:00;1088
2018-01-01 12:00;2019-12-31 12:00;1091
2018-01-01 12:00;2019-12-31 12:00;1092
2018-01-01 12:00;2019-12-31 12:00;1099
2018-01-01 12:00;2019-12-31 12:00;1101
2018-01-01 12:00;2019-12-31 12:00;1103
2018-01-01 12:00;2018-12-31 12:00;1107
2018-01-01 12:00;2019-12-31 12:00;1110
2018-01-01 12:00;2019-12-31 12:00;1114
2018-01-01 12:00;2019-12-31 12:00;1115
2018-01-01 12:00;2019-12-31 12:00;1118
2018-01-01 12:00;2019-12-31 12:00;1119
2018-01-01 12:00;2019-12-31 12:00;1121
2018-01-01 12:00;2019-12-31 12:00;1125
2018-01-01 12:00;2019-12-31 12:00;1131
2018-01-01 12:00;2018-12-31 12:00;1132
2018-01-01 12:00;2019-12-31 12:00;1140
2018-01-01 0:00;2021-12-31 22:00;1308
2018-01-01 0:04;2020-01-01 0:04;1311
2018-02-05 0:04;2019-06-02 0:04;1316
2018-01-01 0:04;2020-01-01 0:04;1321
2018-01-01 0:04;2020-01-01 0:04;1322
2018-01-01 0:04;2020-01-01 0:04;1324
2018-04-03 0:04;2019-05-24 0:04;1325
2018-01-01 0:04;2020-01-01 0:04;1327
2018-01-01 0:04;2020-01-01 0:04;1328
2018-01-01 0:04;2020-01-01 0:04;1330
2018-01-01 0:04;2020-01-01 0:04;1331
2018-01-01 0:04;2020-01-01 0:04;1332
2018-01-01 0:04;2020-01-01 0:04;1334
2018-01-01 0:04;2020-01-01 0:04;1335
2018-01-01 0:04;2020-01-01 0:04;1337
2018-01-01 0:04;2020-01-01 0:04;1339
2018-01-01 0:04;2020-01-01 0:04;1340
2018-01-01 0:04;2020-01-01 0:04;1341
2018-01-01 0:04;2020-01-01 0:04;1342
2018-01-01 0:04;2020-01-01 0:04;1343
2018-01-01 0:04;2020-01-01 0:04;1344
2018-01-01 0:04;2019-01-01 0:04;1345
2018-01-01 0:04;2020-01-01 0:04;1346
2018-01-01 0:04;2020-01-01 0:04;1348
2018-01-01 0:04;2020-01-01 0:04;1349
2018-01-01 0:04;2020-01-01 0:04;1350
2018-01-01 0:04;2020-01-01 0:04;1351
2018-01-01 0:04;2020-01-01 0:04;1353
2018-01-01 0:04;2020-01-01 0:04;1354
2018-01-01 0:00;2022-10-10 14:00;1356
2018-01-01 0:00;2022-10-10 14:00;1357
2018-01-01 0:00;2022-10-10 14:00;1358
2018-01-01 0:00;2022-10-10 14:00;1359
2018-01-01 0:00;2022-10-10 14:00;1360
2018-01-01 0:00;2022-10-10 14:00;1361
2021-01-02 9:00;2022-12-31 9:00;1362
2021-01-02 9:00;2022-12-31 9:00;1363
2021-01-02 9:00;2022-12-31 9:00;1364
2021-01-02 9:00;2022-12-31 9:00;1365
2021-01-02 9:00;2022-12-31 9:00;1366
2021-01-02 9:00;2022-12-31 9:00;1367
